PLAZO,CAPITAL,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,NUM.CREDITOS SOLICITADOS,latitud,longitud,meses_transcurridos,mes_de_pago,TIPO EMPLEO_independiente,TIPO DE VIVIENDA_propia,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico,Cuotas en mora
30.0,0.5,1125.0,1.5,0.2,1.0,4.60971,-74.08175,46.123521681997374,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1734.0,1.4,0.45,1.0,1.79861,-78.81556,26.64257555847569,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.3,1582.0,4.199999999999999,1.9,1.0,4.33646,-74.36378,131.85775295663603,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.22,1619.0,1.8,0.95,1.0,4.60971,-74.08175,20.82785808147175,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,2038.0,0.746196,0.35,1.0,4.57937,-74.21682,10.0,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.5,1174.0,1.265,0.53,1.0,4.60971,-74.08175,54.566360052562416,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.3,1125.0,4.165,1.5,1.0,6.17591,-75.59174,44.415243101182654,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.25,1611.0,1.2,0.4,1.0,7.06222,-73.08644,17.805519053876477,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.15,1974.0,1.2,0.25,1.0,6.33732,-75.55795,10.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.22,1645.0,1.1975,0.5,1.0,6.15639,-75.78722,88.7976346911958,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.45,1023.0,0.828,0.5,1.0,4.60971,-74.08175,17.04993429697766,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.17,1968.0,1.1,0.7,1.0,4.60971,-74.08175,5.0,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1801.0,1.0,0.59,1.0,2.43823,-76.61316,24.08015768725361,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.35,2168.0,1.617661985173733,0.6,1.0,3.43722,-76.5225,8.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1246.0,1.28,0.38,1.0,6.25184,-75.56359,31.07752956636005,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,728.0,1.0,0.0006,1.0,5.06889,-75.51738,22.27332457293036,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.2,505.0,3.187,0.5,2.0,4.60971,-74.08175,131.85775295663603,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.4,1603.0,1.2,0.3,1.0,4.60971,-74.08175,48.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1367.0,4.199999999999999,1.9,1.0,10.96854,-74.78132,31.07752956636005,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.25,2235.0,1.4712104726687256,0.6,1.0,1.79861,-78.81556,60.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,2157.0,1.8000272813298115,0.6,1.0,6.15153,-75.61657,131.85775295663603,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1926.0,2.0,0.3,1.0,10.96854,-74.78132,16.130091984231274,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.3,2210.0,1.6632023495755932,0.6,1.0,6.15515,-75.37371,31.07752956636005,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.4,2226.0,1.6,0.35,1.0,4.60971,-74.08175,31.07752956636005,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.5,1401.0,2.0,0.4,1.0,6.67169,-73.17421,18.79106438896189,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1847.0,2.0,0.6,1.0,3.8801,-77.03116,131.85775295663603,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.25,1302.0,3.78,1.5,1.0,4.60971,-74.08175,7.194480946123521,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.3,1819.0,2.0,0.25,1.0,4.60971,-74.08175,57.22733245729304,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.5,2046.0,1.9144793556208937,0.6,1.0,4.43889,-75.23222,48.0,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1881.0,4.199999999999999,0.7,1.0,2.43823,-76.61316,31.07752956636005,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
29.0,0.25,2270.0,1.6524335142149031,0.6,1.0,4.60971,-74.08175,36.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.35,777.0,4.0,1.9,1.0,4.60971,-74.08175,27.890932982917214,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.172,1989.0,1.0,0.44,1.0,4.60971,-74.08175,31.07752956636005,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.21,1630.0,1.483,0.35,1.0,4.60971,-74.08175,13.140604467805518,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1297.0,1.264,0.4,1.0,4.60971,-74.08175,9.494086727989488,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,2009.0,1.5,0.8,2.0,4.60971,-74.08175,84.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.18,1905.0,4.199999999999999,0.2,1.0,3.90089,-76.29783,31.07752956636005,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1904.0,1.5,0.2,1.0,4.60971,-74.08175,31.07752956636005,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1343.0,1.3,0.7,1.0,10.96854,-74.78132,29.007884362680684,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.105,1525.0,1.02,0.35,1.0,4.60971,-74.08175,27.92378449408673,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1571.0,2.0,0.2,1.0,4.60971,-74.08175,17.444152431011826,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.16,2024.0,1.6223183533632406,0.6,1.0,4.60971,-74.08175,96.0,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.28,1541.0,4.199999999999999,1.9,1.0,6.25184,-75.56359,37.877792378449406,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2122.0,0.963,0.4,1.0,4.60971,-74.08175,10.0,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.23,1909.0,2.5,1.3,1.0,4.8727,-74.14435,31.07752956636005,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
29.0,0.25,2239.0,1.6480086826992304,0.6,1.0,4.60971,-74.08175,31.07752956636005,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1861.0,1.35,0.8,1.0,4.60971,-74.08175,108.44283837056504,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.15,1827.0,1.2,0.4,1.0,4.60971,-74.08175,9.658344283837057,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,2014.0,1.2,0.4,1.0,2.64867,-75.63457,31.07752956636005,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.15,1939.0,1.774,0.62,1.0,6.25184,-75.56359,3.383705650459921,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1385.0,1.687,0.6,1.0,4.60971,-74.08175,31.07752956636005,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
16.0,0.2,1945.0,1.9,0.7,1.0,5.54782,-75.64368,120.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.23,1377.0,2.5,0.45,1.0,4.60971,-74.08175,31.07752956636005,7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.1,1631.0,1.3,0.7,2.0,4.60971,-74.08175,20.46649145860709,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1359.0,1.0,0.45,1.0,5.54782,-75.64368,5.913272010512483,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1990.0,1.311,0.6,1.0,1.68318,-77.07331,0.0,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.25,1225.0,2.365,0.7,1.0,5.54782,-75.64368,36.16951379763469,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.19,2204.0,1.5193452515151415,0.6,1.0,4.81367,-74.35453,11.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.22,1629.0,1.226,0.35,1.0,3.43722,-76.5225,31.07752956636005,11,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.35,1783.0,1.377,0.3,1.0,6.25184,-75.56359,131.85775295663603,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.35,1442.0,1.350211,0.5,1.0,4.60971,-74.08175,36.399474375821285,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.4,1303.0,1.5,0.45,1.0,4.60971,-74.08175,30.35479632063075,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.15,2001.0,1.38,0.5,1.0,3.53944,-76.30361,31.07752956636005,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.5,1188.0,2.4,0.6,1.0,4.142,-73.62664,59.36268068331143,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.2,2016.0,1.475304,0.5,1.0,4.60971,-74.08175,31.07752956636005,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.1,2833.0,0.95,0.5,1.0,4.60971,-74.08175,31.07752956636005,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.1,2841.0,1.3553398173127629,0.6,1.0,4.60971,-74.08175,1.0,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1946.0,1.0,0.3,1.0,4.60971,-74.08175,31.07752956636005,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1751.0,1.2,0.7,1.0,6.06276,-75.7937,111.79369250985545,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
23.0,0.18,1688.0,1.2,0.5,1.0,4.60971,-74.08175,0.0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.1,1975.0,2.2,0.00025,1.0,10.39972,-75.51444,31.07752956636005,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.3,583.0,3.2,0.48,1.0,8.21639,-73.24139,31.07752956636005,9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
27.0,0.1,1852.0,0.8,0.25,1.0,7.02917,-71.42806,11.530880420499344,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.35,1120.0,1.29,1.9,1.0,4.57937,-74.21682,9.00131406044678,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,2227.0,1.6381004363149108,0.6,2.0,4.60971,-74.08175,31.07752956636005,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1925.0,0.95,0.3,1.0,6.25184,-75.56359,4.402102496714849,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1178.0,1.6,0.5,1.0,4.60971,-74.08175,14.126149802890932,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.15,1489.0,0.9,0.5,1.0,10.74055,-74.75443,33.18002628120894,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.5,1282.0,4.199999999999999,1.0,2.0,10.96854,-74.78132,58.96846254927727,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.47,2150.0,4.0,1.8,1.0,4.83916,-75.66727,24.0,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.25,1366.0,2.68,1.2,1.0,10.96854,-74.78132,131.85775295663603,8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.18,1986.0,1.0,0.1,2.0,6.25184,-75.56359,31.07752956636005,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1937.0,2.83,1.5,1.0,6.25184,-75.56359,106.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,2009.0,4.199999999999999,0.5,1.0,4.43889,-75.23222,31.07752956636005,11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,630.0,2.5,1.0,1.0,6.25184,-75.56359,131.85775295663603,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.17,1722.0,1.15,0.5,1.0,4.60971,-74.08175,4.796320630749015,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.45,1178.0,2.6,1.0,1.0,2.9273,-75.28189,131.85775295663603,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
