PLAZO,CAPITAL,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,NUM.CREDITOS SOLICITADOS,latitud,longitud,meses_transcurridos,mes_de_pago,TIPO EMPLEO_independiente,TIPO DE VIVIENDA_propia,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico,Cuotas en mora
30.0,0.5,827.0,2.02541012763981,0.6,1.0,4.60971,-74.08175,31.07752956636005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.25,1366.0,1.7,0.6,1.0,6.25184,-75.56359,7.457293035479632,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,2354.0,1.6117535368836695,0.6,1.0,4.60971,-74.08175,31.07752956636005,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.1,1979.0,0.95,0.35,1.0,6.25184,-75.56359,48.0,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
9.0,0.1,2869.0,1.1124216829624824,0.6,1.0,1.21361,-77.28111,24.0,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1926.0,1.4,0.3,1.0,10.91843,-74.76459,36.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1433.0,1.35,0.7,1.0,3.8801,-77.03116,15.965834428383706,6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
24.0,0.17,2183.0,1.5788377265077893,0.6,1.0,4.60971,-74.08175,24.0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.1,1933.0,2.6,1.6,1.0,6.17358,-75.33621,31.07752956636005,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.24,1871.0,2.5,1.6,1.0,10.39972,-75.51444,31.07752956636005,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.15,1979.0,1.3,0.6,1.0,4.60971,-74.08175,31.07752956636005,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.3,596.0,2.0,1.85,1.0,2.64867,-75.63457,131.85775295663603,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.3,2245.0,1.789524472271662,0.6,1.0,10.46314,-73.25322,31.07752956636005,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.35,1862.0,2.3,0.5,1.0,4.60971,-74.08175,58.93561103810775,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.19,2035.0,0.85,0.5,1.0,4.60971,-74.08175,4.0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.45,2168.0,1.8116020912309676,0.6,1.0,6.25184,-75.56359,12.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.45,2141.0,1.891024822691966,0.6,1.0,10.96854,-74.78132,1.0,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.19,1639.0,1.8,0.6,1.0,3.43722,-76.5225,31.07752956636005,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.4,1594.0,2.2,0.5,1.0,4.60971,-74.08175,51.57687253613666,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.25,617.0,1.2,0.75,1.0,4.60971,-74.08175,26.37976346911958,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1610.0,1.3,0.5,1.0,6.19053,-72.47588,34.69119579500657,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1615.0,1.5,0.2,1.0,4.60971,-74.08175,6.438896189224704,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1184.0,1.3,0.45,1.0,3.43722,-76.5225,51.54402102496715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.5,1120.0,1.2176,0.3,1.0,4.60971,-74.08175,92.01708278580814,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.15,2198.0,2.0,0.8,1.0,6.25184,-75.56359,89.9802890932983,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,2248.0,1.6556067043505551,0.6,1.0,6.25184,-75.56359,31.07752956636005,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1353.0,4.199999999999999,1.9,1.0,4.57937,-74.21682,131.85775295663603,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.125,1584.0,1.2,0.8,1.0,6.25184,-75.56359,62.549277266754274,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1178.0,1.6,0.5,1.0,6.25184,-75.56359,57.26018396846255,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.15,1433.0,1.2,0.7,1.0,9.30472,-75.39778,23.291721419185283,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.3,1433.0,1.2,0.5,1.0,6.25184,-75.56359,8.377135348226018,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.15,2039.0,0.87,0.36,1.0,5.06889,-75.51738,31.07752956636005,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1156.0,1.3,0.4,1.0,10.96854,-74.78132,31.07752956636005,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.35,1168.0,2.5,1.0,1.0,1.29851,-77.40614,44.57950065703022,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1785.0,3.0,1.8,1.0,6.25184,-75.56359,68.92247043363994,6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.18,1932.0,0.9,0.25,1.0,6.25184,-75.56359,31.07752956636005,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.25,1136.0,1.8,1.5,1.0,4.60971,-74.08175,31.07752956636005,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.3,883.0,2.8,0.85,1.0,4.33646,-74.36378,31.07752956636005,12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
6.0,0.15,2221.0,1.7028501618964054,0.6,1.0,6.33732,-75.55795,99.73718791064388,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,709.0,1.4,0.9,1.0,6.15639,-75.78722,26.21550591327201,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.32,1784.0,1.6,1.0,1.0,6.33732,-75.55795,22.864651773981603,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.3,1659.0,2.2,0.65,2.0,5.06889,-75.51738,20.07227332457293,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,987.0,1.8,0.75,1.0,7.34828,-73.89601,65.93298291721419,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.38,1611.0,1.25,0.821,1.0,4.60971,-74.08175,24.178712220762154,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.25,2021.0,1.477,0.00045,1.0,4.60971,-74.08175,60.0,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.12,1666.0,1.1,0.3,1.0,6.25184,-75.56359,19.579500657030223,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,2191.0,1.5278566781006977,0.6,2.0,2.43823,-76.61316,72.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
29.0,0.17,2639.0,1.4817255109850995,0.6,1.0,6.25184,-75.56359,31.07752956636005,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.35,1304.0,2.8,1.0,1.0,4.43889,-75.23222,131.85775295663603,10,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
23.0,0.3,1616.0,2.25,1.8,1.0,5.33775,-72.39586,31.07752956636005,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.15,2199.0,1.4831574478059808,0.6,1.0,6.25184,-75.56359,31.07752956636005,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,2358.0,1.9622736912345211,0.6,1.0,4.60971,-74.08175,72.0,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1706.0,2.2,0.75,1.0,3.8801,-77.03116,31.07752956636005,9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
27.0,0.3,2195.0,1.797760553956272,0.6,1.0,4.60971,-74.08175,31.07752956636005,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1951.0,1.5,0.7,1.0,6.25184,-75.56359,31.07752956636005,12,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1401.0,1.4,0.79,1.0,5.06889,-75.51738,106.07752956636006,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,2171.0,1.540772497875297,0.6,1.0,4.60971,-74.08175,12.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
29.0,0.2,1954.0,1.4,0.3,1.0,4.60971,-74.08175,131.85775295663603,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.3,600.0,1.6,0.6,1.0,4.60971,-74.08175,32.32588699080158,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1182.0,1.4,0.3,1.0,4.60971,-74.08175,31.07752956636005,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
29.0,0.15,2844.0,1.3862493759699024,0.6,1.0,4.81333,-75.69611,12.0,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1149.0,2.8,0.8,1.0,8.30844,-73.6166,20.17082785808148,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.105,1854.0,2.2,1.4,1.0,6.25184,-75.56359,31.07752956636005,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1470.0,1.3,0.3,1.0,6.25184,-75.56359,90.07884362680684,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.21,2003.0,1.8,0.0007,2.0,6.25184,-75.56359,31.07752956636005,11,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.15,1960.0,1.1,0.5,1.0,10.65225,-72.92405,31.07752956636005,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1363.0,1.6,0.5,1.0,4.60971,-74.08175,11.038107752956636,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.3,2392.0,1.75,1.0,1.0,4.60971,-74.08175,49.34296977660972,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1378.0,2.2,0.5,1.0,4.43889,-75.23222,42.93692509855453,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1262.0,2.4,0.8,2.0,5.4519,-73.81436,53.777923784494085,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1297.0,1.7,1.0,1.0,8.94617,-75.44275,79.10643889618922,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.3,1163.0,1.3,0.2,1.0,3.53944,-76.30361,31.07752956636005,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.45,1070.0,1.0,0.55,1.0,4.60971,-74.08175,56.8988173455979,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.35,2436.0,1.7228482424863416,0.6,1.0,4.60971,-74.08175,31.07752956636005,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.4,645.0,2.3,1.2,1.0,4.60971,-74.08175,31.07752956636005,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,1206.0,2.9,0.78,1.0,3.43722,-76.5225,41.98423127463863,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.37,1204.0,3.665,1.9,1.0,4.60971,-74.08175,31.07752956636005,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,2171.0,1.687724241290803,0.6,1.0,9.31505,-75.29283,12.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.23,1357.0,0.85,0.4,2.0,4.60971,-74.08175,8.278580814717477,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.45,915.0,1.091,0.5,1.0,6.18461,-75.59913,40.37450722733246,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1924.0,1.0,0.5,1.0,4.60971,-74.08175,7.6215505913272015,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.4,2059.0,1.99,0.3,1.0,4.60971,-74.08175,16.0,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.3,1342.0,1.389,1.0,1.0,6.25184,-75.56359,42.64126149802891,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.5,1184.0,2.9,0.78,2.0,3.43722,-76.5225,42.70696452036794,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1317.0,1.8,0.4,1.0,4.60971,-74.08175,131.85775295663603,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.18,1773.0,0.8,0.3,1.0,4.60971,-74.08175,24.27726675427069,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1192.0,1.1,0.35,1.0,3.53944,-76.30361,24.83574244415243,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.3,1164.0,1.239,0.75,1.0,4.60971,-74.08175,36.20236530880421,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.5,492.0,1.15,0.12,1.0,4.60971,-74.08175,131.85775295663603,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1751.0,1.8,0.5,1.0,10.46314,-73.25322,32.88436268068331,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.16,1986.0,2.4,1.0,1.0,8.42627,-76.78926,31.07752956636005,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,1195.0,2.2,0.8,2.0,4.60971,-74.08175,131.85775295663603,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.35,826.0,4.199999999999999,1.5,1.0,10.96854,-74.78132,31.07752956636005,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.15,1980.0,1.0,0.35,1.0,4.60971,-74.08175,5.0,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.4,1952.0,1.3,0.5,1.0,4.60971,-74.08175,24.0,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.18,1972.0,1.0,0.6,1.0,4.60971,-74.08175,12.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1391.0,1.35,0.25,1.0,6.25184,-75.56359,17.247043363994745,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.12,2190.0,1.4619750959905549,0.6,1.0,4.60971,-74.08175,24.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1934.0,2.68,1.0,1.0,4.60971,-74.08175,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,2186.0,2.0,0.3,1.0,6.25184,-75.56359,31.07752956636005,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
9.0,0.2,2189.0,1.8769006904338783,0.6,1.0,4.60971,-74.08175,10.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.33,1827.0,2.5,1.0,1.0,6.25184,-75.56359,6.044678055190539,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1394.0,1.585,0.35,1.0,4.60971,-74.08175,17.247043363994745,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.32,1300.0,1.611,0.9,1.0,4.9825,-75.60361,51.77398160315374,10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1357.0,0.878,0.5,1.0,5.54782,-75.64368,12.97634691195795,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1603.0,2.5,1.2,2.0,6.25184,-75.56359,31.07752956636005,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.1,2606.0,1.3201492255564968,0.6,1.0,3.53944,-76.30361,24.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.17,1379.0,1.85,0.7,1.0,4.60971,-74.08175,63.76478318002628,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.25,1898.0,2.5,0.9,1.0,6.25184,-75.56359,31.07752956636005,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.15,1302.0,1.88588,0.3,1.0,6.91016,-75.07764,131.85775295663603,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.15,1784.0,0.89,0.2,1.0,4.60971,-74.08175,19.64520367936925,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.18,2570.0,1.5763294801423888,0.6,1.0,5.33775,-72.39586,31.07752956636005,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.45,1170.0,2.9,0.2,1.0,4.60971,-74.08175,33.77135348226018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.25,596.0,3.0465,0.7,1.0,4.60971,-74.08175,24.342969776609724,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1815.0,3.267774,0.5,1.0,4.60971,-74.08175,16.06438896189225,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
29.0,0.2,1966.0,1.2,0.2,1.0,7.06528,-73.85472,31.07752956636005,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.17,2680.0,1.446952943601156,0.6,1.0,6.15515,-75.37371,12.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1673.0,1.1,0.4,1.0,6.25184,-75.56359,55.35479632063075,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.13,1881.0,1.5,0.25,1.0,3.72315,-75.48316,31.07752956636005,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1938.0,1.9,0.7,1.0,6.25184,-75.56359,131.85775295663603,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,0.12,2129.0,1.4513710651087577,0.6,1.0,5.06889,-75.51738,48.0,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.5,457.0,4.199999999999999,1.0,1.0,4.60971,-74.08175,84.06701708278581,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.19,1988.0,1.5481363854790102,0.6,1.0,6.33732,-75.55795,31.07752956636005,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,695.0,1.2,0.45,1.0,6.25184,-75.56359,29.204993429697765,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1983.0,0.781242,0.0004,1.0,6.25184,-75.56359,31.07752956636005,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1528.0,1.112,0.5,1.0,6.17591,-75.59174,131.85775295663603,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.45,1070.0,1.2,0.45,1.0,4.2708,-73.48669,25.9526938239159,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.35,2168.0,1.7674546961496955,0.6,1.0,4.60971,-74.08175,48.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,532.0,1.8135010266562772,0.6,1.0,4.60971,-74.08175,31.07752956636005,11,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
27.0,0.25,2167.0,1.7081198211913338,0.6,1.0,4.60971,-74.08175,31.07752956636005,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.32,1300.0,1.291,0.5,1.0,4.142,-73.62664,30.02628120893561,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.15,1604.0,0.8,0.5,1.0,4.60971,-74.08175,5.650459921156373,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1331.0,1.7,0.2,1.0,4.60971,-74.08175,59.7568988173456,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1352.0,0.8282,0.05,1.0,6.18461,-75.59913,47.20762155059133,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.15,939.0,3.0,1.9,1.0,5.06889,-75.51738,59.49408672798949,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.31,1626.0,1.68,0.8,1.0,7.88299,-76.62587,36.0,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1380.0,3.0,1.9,1.0,4.60971,-74.08175,12.779237844940868,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.4,2210.0,1.7535926977024174,0.6,1.0,5.54782,-75.64368,24.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,2161.0,1.685664191913281,0.6,1.0,4.60971,-74.08175,31.07752956636005,6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.25,1497.0,0.876,0.4,1.0,4.60971,-74.08175,5.387647831800263,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.18,1857.0,1.1,0.3,1.0,6.55952,-73.13637,5.683311432325887,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.18,2030.0,2.5,1.8,1.0,5.54782,-75.64368,5.0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.3,1353.0,1.0,0.5,1.0,6.25184,-75.56359,31.07752956636005,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.3,2217.0,1.649119859353113,0.6,1.0,4.60971,-74.08175,8.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1479.0,1.2,0.4,1.0,3.43722,-76.5225,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1672.0,2.2,1.5,1.0,4.60971,-74.08175,23.653088042049934,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,1199.0,4.08,1.9,1.0,4.60971,-74.08175,131.85775295663603,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.17,1996.0,1.2,0.5,1.0,4.60971,-74.08175,8.0,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.5,1097.0,3.9,1.9,1.0,4.60971,-74.08175,17.04993429697766,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2224.0,0.791,0.4,1.0,4.60971,-74.08175,31.07752956636005,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1734.0,0.812,0.2,1.0,3.43722,-76.5225,23.75164257555848,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.35,2564.0,1.7389067966763112,0.6,1.0,10.96854,-74.78132,0.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1933.0,1.5272620768168323,0.6,1.0,4.60971,-74.08175,31.07752956636005,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2114.0,0.632873,0.3,1.0,4.60971,-74.08175,96.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1757.0,1.105,0.3,1.0,3.26074,-76.53499,10.38107752956636,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1363.0,2.04,0.8,1.0,6.25184,-75.56359,34.09986859395532,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2172.0,2.5,1.2,1.0,10.61712,-75.15146,131.85775295663603,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.4,1661.0,1.5,0.5,1.0,4.60971,-74.08175,31.07752956636005,10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1961.0,1.3,0.5,1.0,4.60971,-74.08175,7.687253613666229,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,2198.0,2.5,0.4,1.0,4.60971,-74.08175,31.07752956636005,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.22,1640.0,0.9,0.3,1.0,3.43722,-76.5225,13.534822601839684,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.3,1938.0,1.4,0.5,1.0,1.21361,-77.28111,31.07752956636005,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1619.0,1.1,0.6,1.0,10.96854,-74.78132,17.969776609724047,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
24.0,0.2,1350.0,3.0,1.45,1.0,4.60971,-74.08175,31.07752956636005,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.22,2081.0,1.5880586508479315,0.6,1.0,4.60971,-74.08175,24.0,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.32,1210.0,1.959861,0.7,1.0,5.30933,-73.81575,82.65440210249672,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.3,1289.0,0.9,0.4,1.0,5.54782,-75.64368,53.44940867279895,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.35,2365.0,1.6347325706168745,0.6,1.0,3.23114,-76.41668,31.07752956636005,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.16,1671.0,2.0,1.29,1.0,8.88479,-75.79052,12.28646517739816,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.1,2108.0,1.3,0.5,1.0,4.60971,-74.08175,18.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.4,2122.0,3.0,0.7,1.0,4.60971,-74.08175,31.07752956636005,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
