PLAZO,CAPITAL,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,latitud,longitud,meses_transcurridos,Cuotas en mora,mes_de_pago,TIPO EMPLEO_independiente,TIPO DE VIVIENDA_propia,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico
30.0,0.15,2015.0,1.4,0.35,10.96854,-74.78132,31.192509855453352,1,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.11,2014.0,1.950729715033182,0.6,7.53941,-72.77238,31.192509855453352,1,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,2014.0,1.2,0.4,2.64867,-75.63457,31.192509855453352,1,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,0.2,2014.0,3.877,1.8,10.46314,-73.25322,17.3784494086728,1,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.0,0.14,2014.0,1.6379808952730954,0.6,4.60971,-74.08175,16.0,1,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.15,2014.0,1.0,0.2,10.96854,-74.78132,4.829172141918528,1,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.18,2014.0,1.132545,0.28,10.15031,-73.9614,8.114323258869907,1,10,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.3,2014.0,1.48878,0.0003,10.96854,-74.78132,48.0,1,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2011.0,3.0,1.8,7.12539,-73.1198,75.65703022339028,1,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,0.22,2011.0,1.2,0.645,6.25184,-75.56359,108.0,0,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,0.2,2011.0,1.7,0.22,11.27251,-73.30911,31.192509855453352,1,11,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.35,2011.0,1.0,0.0002,10.96854,-74.78132,16.0,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2010.0,1.342,0.6,4.81367,-74.35453,90.01314060446781,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27.0,0.17,2010.0,0.9,0.5,2.50861,-78.4511,18.85676741130092,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.16,2010.0,0.88,0.25,6.33732,-75.55795,9.00131406044678,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.18,2010.0,1.2,1.0,3.8801,-77.03116,29.204993429697765,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,2010.0,2.5,1.6,6.33732,-75.55795,216.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.4,2010.0,2.1040243679032398,0.6,4.81333,-75.69611,60.0,0,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.25,2010.0,1.5,0.8,4.60971,-74.08175,84.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,0.15,2010.0,1.8,0.4,10.96854,-74.78132,31.192509855453352,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.1,2010.0,1.4,0.3,4.60971,-74.08175,48.0,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,2009.0,2.0,0.5,3.43722,-76.5225,20.92641261498029,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2009.0,1.5,0.8,4.60971,-74.08175,84.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,2009.0,6.0,0.5,4.43889,-75.23222,31.192509855453352,1,11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,2009.0,1.0,0.1,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28.0,0.15,2009.0,0.9,0.6,4.81333,-75.69611,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.18,2008.0,0.7364,0.25,4.60971,-74.08175,8.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2008.0,1.5013926838049532,0.6,1.68318,-77.07331,31.192509855453352,1,11,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.18,2008.0,3.0,1.0,4.60971,-74.08175,31.192509855453352,1,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,2008.0,1.4,0.7,6.33732,-75.55795,60.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2008.0,1.1,0.95,6.33732,-75.55795,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.15,2008.0,0.0008,0.00025,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,2007.0,1.633,0.5,4.60971,-74.08175,300.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.16,2007.0,1.3,1.3,6.25184,-75.56359,12.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.1,2007.0,1.849896706264236,0.6,7.53941,-72.77238,6.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.16,2007.0,0.9,0.09,2.43823,-76.61316,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,2006.0,1.07,0.75,4.60971,-74.08175,24.0,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28.0,0.2,2006.0,2.0,0.35,10.96854,-74.78132,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.21,2004.0,1.4,0.5,6.33732,-75.55795,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.15,2004.0,0.9,3.0,6.25184,-75.56359,19.08672798948752,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.15,2004.0,1.0,0.85,3.58234,-76.49146,0.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,0.2,2004.0,1.1,0.3,6.28046,-75.44354,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,2004.0,1.316,0.0003,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2004.0,1.2,0.7,3.43722,-76.5225,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.17,2003.0,1.5,0.9,4.60971,-74.08175,31.964520367936924,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.21,2003.0,1.8,0.0007,6.25184,-75.56359,31.192509855453352,1,11,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,2003.0,1.5,0.8,4.85876,-74.05866,31.192509855453352,1,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.17,2003.0,0.82,0.27,3.43722,-76.5225,84.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,2003.0,2.8,2.0,3.43722,-76.5225,31.192509855453352,1,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.4,2003.0,1.0,0.28,4.60971,-74.08175,31.192509855453352,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2002.0,1.68,0.045,10.91843,-74.76459,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2001.0,0.5,0.2,6.25184,-75.56359,168.0,1,11,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.15,2001.0,1.38,0.5,3.53944,-76.30361,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.15,2001.0,2.0558491545097333,0.6,4.60971,-74.08175,96.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,2001.0,0.8,0.35,6.25184,-75.56359,3.0,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.15,2001.0,1.0,0.45,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2001.0,1.0,0.25,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,2001.0,1.1,0.4,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.25,2001.0,2.6,1.3,11.24079,-74.19904,92.77266754270696,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.3,2000.0,1.987,0.5,6.25184,-75.56359,0.0,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2000.0,2.7,1.2,3.42111,-76.24472,0.0,1,11,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.2,2000.0,1.063,0.12,5.69188,-76.65835,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.4,2000.0,2.1224524612031512,0.6,4.14924,-74.88429,31.192509855453352,0,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.3,1998.0,1.97328061790474,0.6,4.60971,-74.08175,1.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.3,1997.0,2.075408159782807,0.6,4.60971,-74.08175,31.192509855453352,0,12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26.0,0.15,1997.0,1.0,0.4,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.17,1996.0,1.2,0.5,4.60971,-74.08175,8.0,1,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.16,1996.0,1.0,0.2,4.60971,-74.08175,33.44283837056505,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,1996.0,2.03,0.9,4.60971,-74.08175,31.192509855453352,1,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.13,1996.0,1.456,0.85,7.53941,-72.77238,31.192509855453352,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,1995.0,0.737717,0.0001,4.60971,-74.08175,6.0,1,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14.0,0.2,1995.0,1.05,0.5,4.48425,-74.24499,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.1,1994.0,1.2,0.8,4.60971,-74.08175,31.192509855453352,1,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.3,1994.0,1.4,0.8,4.60971,-74.08175,31.192509855453352,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30.0,0.18,1993.0,1.87,0.0065,6.25184,-75.56359,0.0,1,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1993.0,3.6,1.5,4.60971,-74.08175,60.2496714848883,0,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.5,1993.0,1.279,0.45,10.39972,-75.51444,12.0,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.15,1990.0,1.311,0.6,5.92583,-75.67056,0.0,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.18,1990.0,1.68,0.045,10.91843,-74.76459,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,1990.0,1.7,0.85,6.17591,-75.59174,8.541392904073588,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,1990.0,1.53,0.3,4.60971,-74.08175,7.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.15,1990.0,0.8,0.3,4.60971,-74.08175,31.192509855453352,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.105,1990.0,0.8,0.35,6.96321,-75.41738,12.319316688567676,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,0.15,1990.0,0.85,0.3,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26.0,0.2,1990.0,1.626,1.2,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1989.0,3.77115,1.5,4.08466,-76.19536,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1989.0,1.0,0.8,5.04333,-76.01667,60.0,1,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.17,1989.0,2.0,1.5,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.17,1989.0,1.05,0.65,4.60971,-74.08175,4.0,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.2,1989.0,1.365,0.35,4.43889,-75.23222,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.172,1989.0,1.0,0.44,4.40569,-73.94683,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.16,1989.0,1.8693087545038072,0.6,4.60971,-74.08175,36.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.15,1989.0,1.16,0.5,6.18461,-75.59913,31.192509855453352,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.25,1989.0,0.0008,0.0004,6.17591,-75.59174,36.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.1,1989.0,1.6792113821006147,0.6,4.60971,-74.08175,8.0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.18,1988.0,1.85,0.5,9.30472,-75.39778,24.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.19,1988.0,1.6897687230178704,0.6,6.33732,-75.55795,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.25,1988.0,3.0,1.0,4.60971,-74.08175,31.192509855453352,1,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.189,1987.0,1.159,0.9,6.18461,-75.59913,18.725361366622863,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1987.0,1.0,0.25,10.46314,-73.25322,11.0,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.17,1987.0,0.9,0.4,10.39972,-75.51444,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,1987.0,1.04,0.7,6.25184,-75.56359,0.0,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,0.1,1987.0,1.6928095279914466,0.6,4.60971,-74.08175,12.0,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1986.0,1.576,0.2,6.25184,-75.56359,5.354796320630749,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.18,1986.0,8.32,0.5,10.96854,-74.78132,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.18,1986.0,1.0,0.1,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1986.0,1.7520744160950257,0.6,4.60971,-74.08175,6.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1986.0,1.553,1.27,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.16,1986.0,2.4,1.0,8.42627,-76.78926,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1986.0,2.0,0.8,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,1986.0,1.0,0.4,6.25184,-75.56359,31.192509855453352,0,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.25,1985.0,1.747825632111207,0.6,6.84893,-75.81711,31.192509855453352,0,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.3,1984.0,1.99407815316464,0.6,4.60971,-74.08175,7.0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23.0,0.3,1984.0,1.9528097037774612,0.6,4.60971,-74.08175,14.0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.3,1984.0,1.9908304208219825,0.6,5.06889,-75.51738,66.0,0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1983.0,0.781242,0.0004,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.25,1983.0,2.4908007797358263,0.6,6.25184,-75.56359,240.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.21,1983.0,1.4,0.6,4.14924,-74.88429,12.0,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.15,1983.0,1.2,0.5,4.60971,-74.08175,36.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.18,1983.0,1.2,0.5,4.81333,-75.69611,177.75952693823916,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.15,1983.0,1.0,0.645,5.06889,-75.51738,4.993429697766097,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.18,1983.0,1.5,0.35,4.91857,-74.02799,42.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1983.0,0.9,0.5,3.43722,-76.5225,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,0.2,1983.0,1.2,0.5,7.97917,-75.4202,11.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.1,1982.0,0.737717,0.38,10.96854,-74.78132,24.0,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.16,1982.0,1.2,0.0006,10.39972,-75.51444,31.192509855453352,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
29.0,0.2,1982.0,1.1,0.4,6.25184,-75.56359,31.192509855453352,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.17,1981.0,1.2,0.45,6.25184,-75.56359,6.800262812089356,1,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.18,1981.0,5.0,4.2,4.60971,-74.08175,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1981.0,1.933213123585988,0.6,4.60971,-74.08175,36.0,1,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23.0,0.12,1981.0,1.45,0.2,2.43823,-76.61316,58.01576872536137,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1980.0,1.0,0.35,4.60971,-74.08175,5.0,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.2,1980.0,0.9,0.5,6.46065,-71.73618,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,1979.0,0.83,0.65,6.25184,-75.56359,6.0,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.17,1979.0,2.3,0.13,4.60971,-74.08175,31.192509855453352,1,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1979.0,1.3,0.6,4.60971,-74.08175,31.192509855453352,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.1,1979.0,0.95,0.35,6.25184,-75.56359,48.0,1,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.1,1979.0,2.06,0.11,4.142,-73.62664,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26.0,0.2,1979.0,1.06,0.35,4.60971,-74.08175,72.0,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26.0,0.2,1977.0,1.7,0.9,4.60971,-74.08175,36.0,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,0.15,1977.0,1.6259368840419306,0.6,6.25184,-75.56359,31.192509855453352,0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,0.25,1977.0,2.5,0.8,4.60971,-74.08175,31.192509855453352,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,0.2,1976.0,2.202816,0.65,7.53941,-72.77238,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.14,1975.0,2.0,0.5,10.91843,-74.76459,31.192509855453352,1,12,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.15,1975.0,0.649,0.34,6.25184,-75.56359,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,1975.0,1.2,0.85,4.81333,-75.69611,6.0,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.1,1975.0,2.2,0.00025,10.39972,-75.51444,31.192509855453352,1,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,1974.0,4.0,2.0,4.60971,-74.08175,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1974.0,1.0,0.4,4.60971,-74.08175,36.0,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.16,1974.0,0.9,0.5,6.25184,-75.56359,18.134034165571617,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.15,1974.0,1.2,0.25,6.33732,-75.55795,10.0,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.3,1974.0,4.399694,2.0,6.25184,-75.56359,216.0,1,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30.0,0.2,1974.0,5.0,2.0,4.60971,-74.08175,31.192509855453352,1,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1973.0,1.7,0.8,6.18461,-75.59913,12.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.17,1973.0,1.95,0.7,8.74798,-75.88143,432.0,1,12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.16,1973.0,1.2,0.6,7.06528,-73.85472,31.192509855453352,1,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1973.0,2.0,0.4,7.53941,-72.77238,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.15,1973.0,1.675,1.5,10.79408,-74.9164,63.73193166885677,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1973.0,2.3,0.89,4.60971,-74.08175,31.192509855453352,1,12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18.0,0.12,1973.0,0.898,0.7,4.60971,-74.08175,5.0,1,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.1,1973.0,1.7582154281095033,0.6,4.60971,-74.08175,31.192509855453352,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,0.14,1973.0,1.416211181373681,0.6,3.43722,-76.5225,12.0,0,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.15,1973.0,1.5,0.5,4.60971,-74.08175,31.192509855453352,1,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1973.0,1.25,0.65,6.25184,-75.56359,31.192509855453352,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,0.2,1973.0,1.5,0.8,0.83018,-77.64959,31.192509855453352,1,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1972.0,1.7,1.0,8.09419,-74.77573,31.192509855453352,1,12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.18,1972.0,1.15,0.4,4.60971,-74.08175,31.192509855453352,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.14,1972.0,1.4,0.4,7.12539,-73.1198,31.192509855453352,1,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.18,1972.0,1.0,0.6,4.60971,-74.08175,12.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1972.0,1.0,0.3,10.96854,-74.78132,14.71747700394218,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.19,1972.0,3.5,0.6,4.60971,-74.08175,12.0,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.31,1972.0,1.2,0.35,2.93833,-73.20833,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,1972.0,2.136421071503314,0.6,4.60971,-74.08175,96.0,0,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20.0,0.15,1971.0,1.9,0.9,11.24079,-74.19904,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,0.2,1970.0,2.0,0.8,2.9273,-75.28189,31.192509855453352,1,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.35,1969.0,2.1578876217840115,0.6,4.60971,-74.08175,31.767411300919843,0,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2,1968.0,1.05,0.48,4.60971,-74.08175,7.0,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.17,1968.0,1.1,0.7,4.60971,-74.08175,5.0,1,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.2,1968.0,2.4,0.2,10.96854,-74.78132,31.192509855453352,1,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30.0,0.2,1968.0,2.1,0.2,10.96854,-74.78132,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,1968.0,0.88,0.2,4.60971,-74.08175,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.14,1968.0,0.9,0.00015,10.96854,-74.78132,31.192509855453352,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,1967.0,0.7,0.3,6.33732,-75.55795,31.192509855453352,1,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
