PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,Cuotas en mora,ESTRATO,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,PERSONAS A CARGO,NUMERO DE HIJOS,NUM.CREDITOS SOLICITADOS,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,AÑOS EN LA VIVIENDA,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,TIPO DE VEHICULO,TIEMPO TRABAJO
30,200000,3754.0,1801,1,1.0,1000000.0,590000.0,,,,1,4/30/2018,5/30/2018,Empleado,popayan,operador de servicios,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2016-04-27
30,200000,3754.0,1801,1,2.0,35000000.0,400000.0,900000.0,,,1,4/30/2018,5/30/2018,Independiente,cucuta,administrador,Familiar,mas de 5 años,,,Casado/a,Tecnólogo,Ninguno,
30,185000,3472.45,1800,0,2.0,2500000.0,500000.0,200000.0,0.0,0.0,1,10/25/2017,11/24/2017,Independiente,Bogota,Dueño de negocio,Arrendada,mas de 5 años,,,Soltero/a,Secundaria,Ninguno,
30,150000,2815.5,1799,1,2.0,1314000.0,900000.0,150000.0,,,1,5/2/2018,6/1/2018,Empleado,Envigado,Supervisor de bodega,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2010-03-10
30,190000,3566.3,1799,1,3.0,1800000.0,1200000.0,,1.0,1.0,1,5/2/2018,6/1/2018,Empleado,BOGOTA,COORDINADORA RH,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2018-10-22
30,180000,3378.6,1798,1,2.0,1177000.0,700000.0,300000.0,2.0,1.0,1,5/3/2018,6/2/2018,Empleado,barranquilla,analista de importaciones,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2015-09-24
30,100000,1877.0,1798,0,2.0,,,,0.0,0.0,1,10/8/2015,11/7/2015,Empleado,barranquilla,auxiliar contable,,mas de 5 años,Indefinido,Quincenal,,,Ninguno,8 hrs
30,150000,2815.5,1797,1,3.0,3000000.0,600000.0,150000.0,,,1,5/4/2018,6/3/2018,Desempleado,lorica,,Familiar,mas de 5 años,,,Soltero/a,Profesional,Ninguno,
30,190000,3566.3,1797,1,3.0,1120000.0,650000.0,,1.0,1.0,1,5/4/2018,6/3/2018,Empleado,Bogota,Keeper Redes Sociales,Familiar,entre uno y cinco años,Termino fijo,Mensual,Unión Libre,Técnico,Ninguno,2017-02-22
29,200000,3628.866667,1795,1,4.0,1800000.0,700000.0,400000.0,0.0,0.0,1,5/7/2018,6/5/2018,Empleado,Bogota,Asistende de producción,Familiar,entre uno y cinco años,Termino fijo,,Unión Libre,Técnico,Ninguno,2000-02-02
30,400000,7508.0,1795,0,3.0,,,,1.0,1.0,1,3/8/2017,4/7/2017,Independiente,Bogotá,Gerente,,mas de 5 años,,,,,Carro,
30,200000,3754.0,1794,1,3.0,2800000.0,1200000.0,200000.0,1.0,1.0,1,5/7/2018,6/6/2018,Empleado,TURBO,CONTADORA,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Profesional,Carro,2013-06-26
30,150000,2815.5,1793,1,2.0,86578657.0,400000.0,500000.0,,1.0,1,5/8/2018,6/7/2018,Empleado,Medellin,Auxiliar de creditos,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Ninguno,2010-07-01
30,250000,4692.5,1793,0,3.0,,,,0.0,0.0,1,2/3/2017,3/5/2017,Independiente,tierralta,administrador,,entre uno y cinco años,,,,,Ninguno,
30,100000,1877.0,1792,1,2.0,,,,0.0,0.0,1,5/9/2018,6/8/2018,Empleado,Bogota,Enfermera Auxiliar,,menos de un año,Indefinido,Quincenal,,,Ninguno, 8meses y 5 dias
30,150000,2815.5,1791,1,3.0,2200000.0,1200000.0,300000.0,1.0,,1,5/10/2018,6/9/2018,Independiente,Medellin,Propietario barbería ,Arrendada,entre uno y cinco años,,,Soltero/a,Técnico,Ninguno,
30,170000,3190.9,1790,1,2.0,1660000.0,700000.0,100000.0,0.0,0.0,1,5/11/2018,6/10/2018,Empleado,Pereira,Docente,Familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,3 años
29,300000,5443.3,1787,1,3.0,2000000.0,600000.0,500000.0,1.0,1.0,1,5/15/2018,6/13/2018,Empleado,Santa Marta,ADMINISTRADORA ,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,2014-05-15
30,250000,4692.5,1786,1,2.0,2600000.0,700000.0,,,,1,5/15/2018,6/14/2018,Empleado,bogota,supervisor,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2016-03-05
30,100000,1877.0,1785,1,2.0,800000.0,200000.0,,,,1,5/16/2018,6/15/2018,Empleado,Soledad,Auxilar Operativo,Propia,mas de 5 años,Termino fijo,Quincenal,Soltero/a,No tengo,Ninguno,2015-02-02
30,140000,2627.8,1785,1,2.0,1300000.0,300.0,200.0,,,1,5/16/2018,6/15/2018,Empleado,Cartago valle,Operario de montacargas ,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2016-11-16
30,400000,7508.0,1785,1,3.0,2000000.0,600000.0,500000.0,1.0,1.0,2,5/16/2018,6/15/2018,Empleado,Santa Marta,ADMINISTRADORA ,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,2014-05-15
30,320000,6006.4,1785,1,3.0,4000000.0,1200000.0,500000.0,1.0,1.0,1,5/16/2018,6/15/2018,Empleado,cartagena,Director Gneral,Propia,mas de 5 años,Indefinido,Mensual,Casado/a,Postgrado,Ninguno,2015-01-05
30,250000,4692.5,1785,1,4.0,3000000.0,1800000.0,,1.0,1.0,1,5/16/2018,6/15/2018,Empleado,Medellin,Profesional Universitario,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,Postgrado,Ninguno,2012-08-17
30,320000,6006.4,1784,1,2.0,1600000.0,1000000.0,500000.0,,,1,5/17/2018,6/16/2018,Empleado,Girardot ,Auxiliar de enfermería ,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2016-06-20
30,200000,3754.0,1784,1,2.0,1900000.0,800000.0,,2.0,2.0,1,5/17/2018,6/16/2018,Empleado,soledad,director de agencia,Arrendada,menos de un año,Indefinido,Quincenal,Unión Libre,Tecnólogo,Ninguno,2017-09-25
30,150000,2815.5,1784,1,3.0,890000.0,200000.0,150000.0,,,1,5/17/2018,6/16/2018,Empleado,BOGOTA,SECRETARIA,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2016-09-26
30,350000,6569.5,1783,1,2.0,1377000.0,300000.0,,1.0,,1,5/18/2018,6/17/2018,Empleado,MEDELLIN,AUXILIAR ADMINISTRATIVO,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2000-04-25
30,300000,5631.0,1783,1,3.0,1274000.0,500000.0,850000.0,0.0,1.0,1,5/18/2018,6/17/2018,Empleado,Medellín,Barman cajero,,mas de 5 años,Indefinido,Quincenal,,,Ninguno,14/05/2014
30,200000,3754.0,1783,1,3.0,1995000.0,950000.0,635000.0,1.0,1.0,1,5/18/2018,6/17/2018,Empleado,Bogota,Auxiliar Biblioteca,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Carro,1996-02-16
30,300000,5631.0,1783,0,3.0,,,,1.0,1.0,1,12/26/2016,1/25/2017,Empleado,BOGOTA,AUXILIAR DE RECURSOS HUMANOS,,mas de 5 años,Indefinido,Mensual,,,Ninguno,2019-07-09
30,100000,1877.0,1783,1,2.0,870000.0,200000.0,,1.0,1.0,2,5/18/2018,6/17/2018,Empleado,candelaria,auxiliarsalud oral,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2017-01-06
27,120000,2027.16,1782,1,3.0,1187000.0,350000.0,300000.0,,,1,5/22/2018,6/18/2018,Empleado,Bogotá ,Analista bilingüe ,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Secundaria,Ninguno,2017-03-01
25,150000,2346.25,1781,0,3.0,,,,0.0,0.0,1,1/16/2017,2/10/2017,Empleado,Soacha,Coordinador Proyectos,,entre uno y cinco años,Indefinido,Mensual,,,Ninguno,Un Año
30,350000,6569.5,1780,1,3.0,1500000.0,400000.0,300000.0,,2.0,1,5/21/2018,6/20/2018,Empleado,bogota,guarda de seguridad,Familiar,mas de 5 años,Indefinido,Mensual,Casado/a,Técnico,Moto,2018-05-05
30,200000,3754.0,1780,1,3.0,1500000.0,350000.0,250000.0,,,1,5/21/2018,6/20/2018,Empleado,Bogotá,SOCIAL MEDIA,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2016-02-23
30,150000,2815.5,1780,1,2.0,1200000.0,550000.0,140000.0,1.0,1.0,1,5/21/2018,6/20/2018,Empleado,Cali,Auxiliar de bodega,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2016-09-08
18,150000,1689.3,1780,1,3.0,1600000.0,940000.0,150000.0,1.0,2.0,1,6/6/2018,6/20/2018,Independiente,Medellín,Administrador,Familiar,mas de 5 años,,,Divorciado/a,Técnico,Ninguno,
30,250000,4692.5,1779,0,2.0,1000000.0,,,,,1,5/2/2018,6/1/2018,Empleado,Cali,aparejador,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,4 años y medio
30,150000,2815.5,1778,1,2.0,782200.0,500000.0,,2.0,2.0,1,5/23/2018,6/22/2018,Empleado,bogota,recepcionista,Familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Moto,2015-07-06
30,350000,6569.5,1778,1,2.0,2500000.0,1000000.0,500000.0,3.0,3.0,1,5/23/2018,6/22/2018,Independiente,bogota,propietario,Arrendada,menos de un año,,,Unión Libre,Tecnólogo,Moto,
30,140000,2627.8,1778,1,3.0,1200000.0,400000.0,,,,1,5/23/2018,6/22/2018,Empleado,Medellin,Guarda de seguridad ,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2015-12-15
30,270000,5067.9,1778,1,2.0,1250000.0,650000.0,20000.0,1.0,1.0,1,5/23/2018,6/22/2018,Empleado,El Cairo valle ,Auxiliar de enfermería,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2016/02/02
30,200000,3754.0,1778,0,2.0,1200000.0,450000.0,1500000.0,1.0,1.0,1,11/16/2017,12/16/2017,Empleado,Bogotá,Técnico aires acondicionados,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Carro,2018-09-12
30,150000,2815.5,1778,1,2.0,1600000.0,500000.0,480000.0,2.0,2.0,1,5/23/2018,6/22/2018,Empleado,BARRANQUILLA,Asesor comercial ,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Moto,2017-04-11
30,200000,3754.0,1777,1,3.0,2200000.0,1200000.0,,,,1,5/24/2018,6/23/2018,Empleado,bogota,supervisor,Arrendada,menos de un año,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2017-09-14
30,200000,3754.0,1776,1,5.0,7200000.0,3500000.0,3000000.0,,2.0,1,5/25/2018,6/24/2018,Pensionado,bogota,,Propia,entre uno y cinco años,,,Viudo/a,Profesional,Carro,
30,300000,5631.0,1776,0,2.0,1400000.0,400000.0,,,,1,11/7/2017,12/7/2017,Empleado,bogota,cordinadora ,Familiar,mas de 5 años,Termino fijo,Mensual,Unión Libre,Tecnólogo,Ninguno,2016-06-14
30,250000,4692.5,1775,0,3.0,2000000.0,1200000.0,200000.0,1.0,1.0,1,5/11/2017,6/10/2017,Empleado,Bogota,Supervisor de Operaciones,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2018-02-05
30,150000,2815.5,1774,0,2.0,1800000.0,700000.0,200000.0,0.0,0.0,1,3/29/2017,4/28/2017,Empleado,bogota,auxiliar de cocina,,entre uno y cinco años,Indefinido,Quincenal,,,Ninguno,2019-06-02
29,150000,2721.65,1774,1,1.0,1050000.0,300000.0,100000.0,1.0,,1,5/28/2018,6/26/2018,Independiente,bello,propietario ,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,2 meses
30,150000,2815.5,1773,1,3.0,1200000.0,600000.0,,1.0,1.0,1,5/28/2018,6/27/2018,Empleado,Bogota,Operador,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2013-05-01
30,180000,3378.6,1773,1,2.0,800000.0,300000.0,120000.0,1.0,1.0,1,5/28/2018,6/27/2018,Empleado,bogota,cleaner,Familiar,entre uno y cinco años,Termino fijo,Quincenal,Casado/a,Secundaria,Ninguno,2016-05-19
30,200000,3754.0,1773,1,3.0,800000.0,600000.0,,,,1,5/28/2018,6/27/2018,Empleado,cucuta,operario de producción corte,Arrendada,menos de un año,Termino fijo,Quincenal,Soltero/a,Técnico,Ninguno, indefinida
15,300000,2815.5,1773,0,2.0,,,,0.0,0.0,1,1/20/2017,2/4/2017,Empleado,manizales,patrullera,,entre uno y cinco años,Termino fijo,Mensual,,,Ninguno,1 año 7 meses
30,250000,4692.5,1772,1,5.0,2441000.0,600000.0,,,1.0,1,5/29/2018,6/28/2018,Empleado,MEDELLIN,ASESORA,Familiar,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Profesional,Carro,2010-03-15
30,300000,5631.0,1771,1,5.0,3000000.0,1500000.0,,,2.0,1,5/30/2018,6/29/2018,Empleado,Pereira,administrativo contable,Familiar,entre uno y cinco años,Indefinido,Mensual,Casado/a,Profesional,Carro,2015-04-01
30,300000,5631.0,1770,1,2.0,2495000.0,160000.0,,2.0,1.0,1,5/31/2018,6/30/2018,Prestador de servicios,BOGOTA,TECNICO ADMINISTRATIVO,Familiar,mas de 5 años,,,Unión Libre,Tecnólogo,Ninguno,2007-04-24
25,150000,2346.25,1770,1,2.0,963000.0,700000.0,,1.0,1.0,1,6/6/2018,6/30/2018,Empleado,bogota,auxiliar de enfermeria,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,2017-11-04
30,250000,4692.5,1769,1,3.0,1500000.0,500000.0,2500000.0,1.0,,1,6/1/2018,7/1/2018,Empleado,bogotá,almacenista,Familiar,menos de un año,Termino fijo,Mensual,Unión Libre,Secundaria,Ninguno,2017-08-01
30,150000,2815.5,1769,0,2.0,,,,1.0,1.0,1,4/3/2017,5/3/2017,Empleado,bogota,asesora ventas,,entre uno y cinco años,Indefinido,Quincenal,,,Ninguno,3años
30,320000,6006.4,1769,0,3.0,2434200.0,1800000.0,300000.0,1.0,1.0,1,5/17/2017,6/16/2017,Empleado,BOGOTA,COORDINADOR PEDIDOS,,mas de 5 años,Indefinido,Mensual,,,Ninguno,2008-05-02
26,340000,5530.893333,1768,1,2.0,2950000.0,600000.0,600000.0,2.0,1.0,1,6/7/2018,7/2/2018,Empleado,bogota,trabajo social,Propia,entre uno y cinco años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,2017-11-23
16,150000,1501.6,1767,0,3.0,838000.0,100000.0,200000.0,,,1,5/3/2018,5/19/2018,Empleado,Meddellin,Representante de servicio,Familiar,menos de un año,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,2016-07-07
15,200000,1877.0,1766,0,2.0,1350000.0,850000.0,100000.0,,,1,3/17/2017,4/1/2017,Empleado,bello,vendedora tat,Propia,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,No tengo,Moto,2014-11-05
30,220000,4129.4,1766,0,3.0,1200000.0,400000.0,,,,1,10/5/2017,11/4/2017,Empleado,Bogotá,Asistente Administrativa,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2012-01-02
30,350000,6569.5,1766,0,3.0,1500000.0,400000.0,200000.0,,,1,1/25/2018,2/24/2018,Empleado,bogota,gestor de auditoria financiera,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2018-01-22
30,100000,1877.0,1765,1,2.0,826000.0,200000.0,150000.0,,,1,6/5/2018,7/5/2018,Empleado,medellin,operaria,Familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Secundaria,Moto,2016-11-16
30,140000,2627.8,1765,1,3.0,2500000.0,1000000.0,,1.0,2.0,1,6/5/2018,7/5/2018,Empleado,Bogota,Asesor comercial,Familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2016-05-17
30,200000,3754.0,1765,1,3.0,3700000.0,1500000.0,850000.0,2.0,2.0,1,6/6/2018,7/5/2018,Empleado,bogota,coordinadora confeccion,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2014-02-03
15,150000,1407.75,1764,0,2.0,1500000.0,500000.0,,1.0,1.0,1,4/6/2017,4/21/2017,Empleado,Bogotá,Auxiliar de enfermería,,menos de un año,Indefinido,Quincenal,,,Ninguno,2018-07-10
30,200000,3754.0,1764,1,2.0,2480000.0,1500000.0,,1.0,1.0,1,6/8/2018,7/6/2018,Empleado,Bogotá,Supervisora,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2009-10-13
30,200000,3754.0,1763,1,3.0,1600000.0,800000.0,100000.0,2.0,2.0,1,6/8/2018,7/7/2018,Empleado,ibague,Contratista,Arrendada,menos de un año,Termino fijo,Mensual,Unión Libre,Profesional,Ninguno,2015-02-11
30,150000,2815.5,1763,0,3.0,1200000.0,200000.0,250000.0,,,1,10/11/2017,11/10/2017,Independiente,FONSECA,ABOGADA,Familiar,mas de 5 años,,,Soltero/a,Profesional,Ninguno,
30,130000,2440.1,1762,1,2.0,2700000.0,1000000.0,200000.0,1.0,1.0,1,6/8/2018,7/8/2018,Empleado,bogota,escribiente,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Secundaria,Ninguno,2017-04-19
30,180000,3378.6,1762,0,1.0,1350000.0,550000.0,335000.0,,,1,10/30/2017,11/29/2017,Empleado,Bogotá,Asesor Comercial Integral,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,14 meses
30,150000,2815.5,1761,1,2.0,1600000.0,500000.0,300000.0,1.0,,1,6/14/2018,7/9/2018,Empleado,sincelejo,promotora de ventas,Familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2014-04-23
30,300000,5631.0,1759,0,4.0,6000000.0,2000000.0,500000.0,1.0,1.0,1,7/25/2017,8/24/2017,Independiente,giron,contratista,Familiar,entre uno y cinco años,,,Soltero/a,Profesional,Ninguno,
30,200000,3754.0,1758,1,3.0,2000000.0,500000.0,,1.0,1.0,1,6/12/2018,7/12/2018,Empleado,bogota,estelista canino,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Moto,2014-05-03
30,150000,2815.5,1757,1,1.0,1100000.0,450000.0,,1.0,,1,6/13/2018,7/13/2018,Empleado,cali,auxiliar operativo,Familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,2017-08-23
30,200000,3754.0,1757,1,3.0,1105000.0,300000.0,1500000.0,1.0,,1,6/13/2018,7/13/2018,Empleado,Jamundi Valle,Operario fabricacion,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2017-08-01
30,200000,3754.0,1757,1,3.0,27650000.0,1100000.0,,,1.0,1,6/18/2018,7/13/2018,Empleado,OCAÑA ,NOTIFICADOR ,Propia,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,1988-06-01
30,150000,2815.5,1757,1,1.0,930000.0,250000.0,200000.0,,,1,6/15/2018,7/13/2018,Empleado,barranquilla,auxiliar de archivo,Familiar,mas de 5 años,Termino fijo,Quincenal,Unión Libre,Técnico,Ninguno,2014-10-06
30,200000,3754.0,1756,1,2.0,1600000.0,500000.0,300000.0,1.0,,2,6/14/2018,7/14/2018,Empleado,sincelejo,promotora de ventas,Familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2014-04-23
30,160000,3003.2,1755,1,3.0,800000.0,650000.0,100000.0,1.0,1.0,1,6/15/2018,7/15/2018,Empleado,bogota,Asesora de Servicio al cliente,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2017-06-19
15,150000,1407.75,1755,0,3.0,,,,,,1,3/28/2017,4/12/2017,Empleado,Bogota,Auxliar de almacen,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,14 MESES 
30,170000,3190.9,1755,0,3.0,1500000.0,1000000.0,800.0,,,1,10/11/2017,11/10/2017,Empleado,Villavicencio,FUNCIONARIO PÚBLICO,,menos de un año,Indefinido,Mensual,,,Ninguno,18 MESES
29,300000,5443.3,1754,0,2.0,800.0,200000.0,200000.0,1.0,1.0,1,6/1/2017,6/30/2017,Empleado,BOGOTA,ASESOR COMERCIAL,Propia,mas de 5 años,Termino fijo,Mensual,Soltero/a,No tengo,Ninguno,1 mes
30,160000,3003.2,1753,0,4.0,1500000.0,250000.0,,,1.0,1,1/12/2018,2/11/2018,Empleado,Bucaramanga,TELEOPERADOR,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2018-05-21
30,200000,3754.0,1752,1,5.0,2441000.0,600000.0,,,1.0,2,6/18/2018,7/18/2018,Empleado,MEDELLIN,ASESORA,Familiar,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Profesional,Carro,2010-03-15
30,250000,4692.5,1752,1,2.0,1500000.0,400000.0,300000.0,1.0,1.0,1,6/18/2018,7/18/2018,Empleado,Caloto,Operario de mquina,Propia,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2018-02-28
30,200000,3754.0,1752,1,3.0,4000000.0,750000.0,500000.0,,1.0,1,6/18/2018,7/18/2018,Empleado,Medellin,Gerente,Familiar,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Moto,2017-03-30
30,150000,2815.5,1752,1,3.0,1600000.0,450000.0,100000.0,,,1,6/20/2018,7/18/2018,Empleado,Pereira,supervisor,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2017-02-03
23,200000,2878.066667,1751,0,2.0,900000.0,400000.0,,,,1,2/17/2017,3/12/2017,Empleado,soacha,operario de produccion,Familiar,menos de un año,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2018-07-05
30,200000,3754.0,1751,1,2.0,1800000.0,500000.0,300000.0,,,1,7/12/2018,7/19/2018,Empleado,valledupar,docente,Arrendada,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2015-10-15
30,200000,3754.0,1751,1,2.0,1200000.0,700000.0,240000.0,3.0,2.0,1,6/20/2018,7/19/2018,Empleado,Titiribi antioquia,Operador de granja ,Familiar,mas de 5 años,Indefinido,Quincenal,Casado/a,Secundaria,Moto,2009-02-24
30,200000,3754.0,1750,1,3.0,1259600.0,500000.0,,2.0,2.0,1,7/12/2018,7/20/2018,Empleado,Bogotá ,Asistente de servicios ,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2013-05-06
30,200000,3754.0,1749,1,2.0,1250000.0,450000.0,,,,1,6/25/2018,7/21/2018,Empleado,Bello,Mecanico,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2018-01-15
30,200000,3754.0,1748,1,3.0,1570000.0,650000.0,120000.0,2.0,2.0,2,6/22/2018,7/22/2018,Empleado,bogota,Cordinador de aduana,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2013-06-11
30,165000,3097.05,1748,0,3.0,1805000.0,1200000.0,0.0,1.0,2.0,1,10/3/2017,11/2/2017,Empleado,Manizales,Operario,Familiar,mas de 5 años,Indefinido,Quincenal,Divorciado/a,Secundaria,Ninguno,14  01 2008
30,200000,3754.0,1748,1,2.0,1580000.0,700000.0,250000.0,2.0,3.0,1,7/16/2018,7/22/2018,Empleado,BOGOTA,AUXILIAR DE ENFERMERIA,Familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2016-02-19
30,350000,6569.5,1748,0,2.0,1200000.0,300000.0,100000.0,0.0,0.0,1,3/5/2018,4/4/2018,Empleado,BOGOTA,TECNICO EN SOPORTE,,mas de 5 años,Termino fijo,Quincenal,,,Ninguno,2015-03-17
30,200000,3754.0,1747,1,3.0,1050000.0,700000.0,,1.0,1.0,1,7/9/2018,7/23/2018,Prestador de servicios,Bogota,Asesor comercial,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,01-02-2013
30,200000,3754.0,1745,1,3.0,16000000.0,4000000.0,100.0,2.0,,1,6/25/2018,7/25/2018,Empleado,santa marta ,docente,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2016-07-19
30,200000,3754.0,1744,1,2.0,900000.0,500000.0,100000.0,3.0,3.0,1,6/26/2018,7/26/2018,Empleado,Bogotá,Mensajera OFICIOS VRIOS ,Arrendada,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2011-01-24
30,140000,2627.8,1744,1,2.0,1570000.0,1000000.0,500000.0,2.0,2.0,1,6/28/2018,7/26/2018,Empleado,bogota,analista de archivo,Propia,entre uno y cinco años,Indefinido,Mensual,Casado/a,Secundaria,Ninguno,2003-01-20
28,150000,2627.8,1743,1,3.0,1500000.0,900000.0,500000.0,2.0,2.0,1,6/29/2018,7/27/2018,Empleado,bogota,vendedora,Propia,mas de 5 años,Indefinido,Mensual,Casado/a,Técnico,Ninguno,2016-04-13
30,200000,3754.0,1742,1,3.0,1200000.0,50000.0,,1.0,1.0,1,6/28/2018,7/28/2018,Empleado,medellin,asesora comercial,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2013-10-28
30,100000,1877.0,1742,1,2.0,1300000.0,150000.0,100000.0,1.0,1.0,1,6/28/2018,7/28/2018,Empleado,Medellín,Auxiliar,Familiar,mas de 5 años,Indefinido,Quincenal,Casado/a,Secundaria,Moto,2131
30,260000,4880.2,1742,1,3.0,1300000.0,220000.0,,,,1,6/29/2018,7/28/2018,Empleado,Medellin,Auxiliar Administrativo,Propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2015-04-19
30,500000,9385.0,1737,1,2.0,1500000.0,400000.0,300000.0,1.0,1.0,2,7/5/2018,8/2/2018,Empleado,Caloto,Operario de mquina,Propia,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2018-02-28
30,100000,1877.0,1737,0,2.0,,,,0.0,0.0,1,6/28/2017,7/28/2017,Empleado,Carepa,Operador I,Propia,menos de un año,Indefinido,Mensual,Soltero/a,No tengo,Moto,3 años
30,200000,3754.0,1736,1,3.0,1000000.0,300000.0,200000.0,2.0,2.0,1,7/4/2018,8/3/2018,Empleado,IBAGUE,..,Arrendada,entre uno y cinco años,Termino fijo,Quincenal,Unión Libre,Técnico,Ninguno,2015-09-07
30,150000,2815.5,1736,0,3.0,,,,0.0,0.0,1,1/6/2016,2/5/2016,Empleado,Barranquilla,Secretario de coordinación,,mas de 5 años,Termino fijo,Quincenal,,,Ninguno,2018-06-29
