PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,Cuotas en mora,ESTRATO,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,PERSONAS A CARGO,NUMERO DE HIJOS,NUM.CREDITOS SOLICITADOS,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,AÑOS EN LA VIVIENDA,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,TIPO DE VEHICULO,TIEMPO TRABAJO
30,250000,4692.5,1336,1,3.0,3000000.0,1800000.0,,3.0,2.0,1,8/8/2019,9/7/2019,Empleado,flandes,intendente,Familiar,entre uno y cinco años,Indefinido,Mensual,Casado/a,Técnico,Carro,2000-03-06
30,200000,3754.0,1335,1,3.0,889065.0,400000.0,228186.0,,,2,8/9/2019,9/8/2019,Empleado,Cali ,Operario de producción ,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2018-02-01
30,200000,3754.0,1335,0,1.0,3500000.0,1000000.0,500000.0,,,2,3/5/2018,4/4/2018,Empleado,zona bananera,gestor municipal,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2010-06-01
30,340000,6381.8,1335,0,4.0,3970000.0,2000000.0,,1.0,1.0,1,4/1/2019,5/1/2019,Empleado,Ibagué,Ingeniero residente ambiental,Familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Postgrado,Ninguno,2016-03-10
30,200000,3754.0,1335,1,3.0,2000000.0,1200000.0,,3.0,2.0,1,8/9/2019,9/8/2019,Empleado,Bogota,Coordinador de producto,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Técnico,Ninguno,2018-08-01
30,200000,3754.0,1335,1,4.0,1250000.0,900000.0,250000.0,1.0,1.0,1,8/9/2019,9/8/2019,Empleado,Bucaramanga,Asesor,Arrendada,menos de un año,,,Soltero/a,Profesional,Ninguno,2019-04-01
30,200000,3754.0,1335,1,3.0,1262000.0,500000.0,1000000.0,2.0,3.0,2,8/9/2019,9/8/2019,Empleado,bucaramanga,auxiliar de Punto de venta,Familiar,mas de 5 años,Termino fijo,Mensual,Unión Libre,Secundaria,Ninguno,2017-07-04
30,200000,3754.0,1335,1,2.0,1400000.0,500000.0,200000.0,1.0,1.0,1,8/9/2019,9/8/2019,Independiente,caldas antioquia,dueña,Arrendada,entre uno y cinco años,,,Soltero/a,Técnico,Ninguno,
28,250000,4379.666667,1335,0,1.0,1800000.0,700000.0,600000.0,2.0,,1,1/11/2018,2/8/2018,Empleado,Cartagena,Operador de Produccion,Arrendada,mas de 5 años,Termino fijo,Quincenal,Casado/a,Técnico,Ninguno,12
30,160000,3003.2,1334,0,3.0,2154000.0,600000.0,,1.0,1.0,1,1/30/2018,3/1/2018,Empleado,bogota,Administradora de Drogueria,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,08/10/2008
30,230000,4317.1,1332,1,3.0,1250000.0,650000.0,120000.0,,,1,8/12/2019,9/11/2019,Empleado,Villa rica cauca,Operador de producción,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2019-01-02
30,200000,3754.0,1332,1,2.0,1782112.0,300000.0,,2.0,2.0,2,8/12/2019,9/11/2019,Empleado,buenaventura,auxiliar facturacion,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2014-08-04
30,150000,2815.5,1332,0,3.0,1952000.0,682000.0,,,,1,11/30/2018,12/29/2018,Empleado,Bogota,analista de cartera,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2014-08-08
30,200000,3754.0,1331,1,4.0,1700000.0,200000.0,1100000.0,1.0,1.0,1,8/13/2019,9/12/2019,Empleado,Bogota,Soldado profesional,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Secundaria,Ninguno,2014-08-20
30,300000,5631.0,1330,1,2.0,1687140.0,360000.0,380000.0,1.0,1.0,1,8/14/2019,9/13/2019,Empleado,TURBACO BOLIVAR,ASISTENTE DE DIRECCION Y GERENCIA,Propia,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,No tengo,Ninguno,2013-12-05
30,450000,8446.5,1330,1,3.0,2000000.0,1200000.0,500000.0,,,1,8/14/2019,9/13/2019,Empleado,Cali,Analista Contable,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Carro,2013-05-06
30,200000,3754.0,1330,1,2.0,1500000.0,500000.0,500000.0,,,1,8/14/2019,9/13/2019,Empleado,Bogota,Asesora comercial,Familiar,menos de un año,Indefinido,Mensual,Casado/a,Secundaria,Ninguno,2017-05-16
30,250000,4692.5,1330,1,1.0,1660000.0,500000.0,,1.0,1.0,1,8/14/2019,9/13/2019,Empleado,Bogota,Técnico en sistemas ,Arrendada,entre uno y cinco años,Termino fijo,Mensual,Unión Libre,Técnico,Ninguno,2019-01-28
30,450000,8446.5,1328,1,3.0,1100000.0,300000.0,,,,1,8/16/2019,9/15/2019,Empleado,floridablanca ,supervisor de operaciones,Propia,entre uno y cinco años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,1 AÑO 4 MESES
30,500000,9385.0,1328,1,2.0,1400000.0,900000.0,150000.0,1.0,1.0,1,8/16/2019,9/15/2019,Empleado,Sopo,Operador bus,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2014-07-11
30,200000,3754.0,1328,1,4.0,3500000.0,1600000.0,600000.0,2.0,1.0,1,8/16/2019,9/15/2019,Prestador de servicios,SANTA MARTA,COORDINADOR SOCIAL,Arrendada,entre uno y cinco años,,,Casado/a,Profesional,Ninguno,2011-03-26
30,200000,3754.0,1328,1,2.0,1800000.0,800000.0,400000.0,,5.0,1,8/16/2019,9/15/2019,Independiente,Barrancabermeja ,Asesor de ventas,Familiar,mas de 5 años,,,Casado/a,Secundaria,Ninguno,
30,150000,2815.5,1326,0,3.0,1952000.0,682000.0,,,,2,12/5/2018,1/4/2019,Empleado,Bogota,analista de cartera,Arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2014-08-08
30,340000,6381.8,1324,1,4.0,9000000.0,4000000.0,1000000.0,1.0,1.0,1,8/20/2019,9/19/2019,Independiente,Bucaramanga,Abogado ,Familiar,mas de 5 años,,,Casado/a,Profesional,Ninguno,
30,180000,3378.6,1324,0,3.0,2000000.0,450000.0,120000.0,,,1,3/23/2018,4/22/2018,Empleado,BOGOTA,ANALISTA CONTABLE,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2017-11-07
29,500000,9072.166667,1324,1,3.0,2500000.0,500000.0,800000.0,3.0,2.0,1,8/21/2019,9/19/2019,Empleado,Santa marta,Operador de grúa,Propia,mas de 5 años,Termino fijo,Quincenal,Soltero/a,No tengo,Ninguno,2008-04-22
30,200000,3754.0,1324,0,4.0,1500000.0,850000.0,300000.0,1.0,1.0,1,3/15/2019,4/14/2019,Prestador de servicios,Ibagué,Entrenador,Familiar,mas de 5 años,Indefinido,Mensual,Unión Libre,Profesional,Ninguno,2012-06-01
30,270000,5067.9,1322,0,3.0,,,,1.0,3.0,1,9/26/2017,10/26/2017,Empleado,Bogota,Representante de ventas,,mas de 5 años,Indefinido,Mensual,,,Carro,2010-03-23
30,200000,3754.0,1322,0,3.0,2055000.0,650000.0,200000.0,,,1,12/18/2018,1/17/2019,Empleado,Bogotá ,Coordinador,Propia,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2013-04-01
30,200000,3754.0,1321,1,2.0,1232000.0,600000.0,140000.0,1.0,,1,8/23/2019,9/22/2019,Empleado,Bogota,Oficial eléctrico,Arrendada,mas de 5 años,Termino fijo,Quincenal,Unión Libre,Primaria,Moto,24/01/2019
30,250000,4692.5,1321,1,3.0,1800000.0,800000.0,500000.0,1.0,1.0,1,8/23/2019,9/22/2019,Independiente,Bogota,Jefe,Arrendada,entre uno y cinco años,,,Unión Libre,Secundaria,Ninguno,
30,200000,3754.0,1321,1,3.0,1200000.0,400000.0,40000.0,1.0,1.0,1,8/23/2019,9/22/2019,Empleado,Cali,Guarda dé seguridad,Familiar,menos de un año,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,2017-09-26
30,200000,3754.0,1318,1,3.0,1400000.0,300000.0,,,,1,8/26/2019,9/25/2019,Empleado,Bogota,Gerente de turno ,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2018-01-13
30,450000,8446.5,1318,1,2.0,1200000.0,500000.0,400000.0,1.0,1.0,1,8/26/2019,9/25/2019,Empleado,PACORA,AUXILIAR CONTABLE,Familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2016-05-11
28,450000,7883.4,1318,0,2.0,1600000.0,900000.0,,,,1,7/24/2019,8/21/2019,Empleado,bogota,auxiliar contable,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2016-12-06
30,300000,5631.0,1317,1,3.0,1300000.0,450000.0,380000.0,2.0,2.0,1,8/27/2019,9/26/2019,Empleado,Bogotá ,Promotor ,Arrendada,menos de un año,Termino fijo,Quincenal,Soltero/a,Técnico,Ninguno,2018-03-02
30,300000,5631.0,1317,1,2.0,1800000.0,400000.0,600000.0,,,1,8/27/2019,9/26/2019,Empleado,bogota,cordinador de seguridad,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2007-03-27
30,250000,4692.5,1317,0,3.0,2500000.0,1500000.0,,,,1,2/16/2018,3/18/2018,Empleado,Manizales,Jefe de casting,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2014-01-14
29,250000,4536.083333,1315,1,2.0,828116.0,500000.0,300000.0,,1.0,1,8/30/2019,9/28/2019,Empleado,LA UNION VALLE,RECEPCIONISTA,Familiar,entre uno y cinco años,Indefinido,Mensual,Casado/a,Tecnólogo,Moto,2005-08-29
30,500000,9385.0,1314,1,4.0,3000000.0,500000.0,,1.0,1.0,1,8/30/2019,9/29/2019,Empleado,Bogota,Asisencial,Propia,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,1990-04-27
30,200000,3754.0,1314,1,2.0,1020000.0,200000.0,,,,1,8/30/2019,9/29/2019,Empleado,ibague,Soporte tecnico 1,Arrendada,mas de 5 años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2018-1-09
30,200000,3754.0,1314,1,3.0,907000.0,300000.0,,1.0,,1,8/30/2019,9/29/2019,Empleado,medellin,auxiliar comercial,Arrendada,entre uno y cinco años,Indefinido,Mensual,Casado/a,Tecnólogo,Ninguno,2018-06-05
30,200000,3754.0,1314,0,2.0,1200000.0,550000.0,,,,1,1/23/2019,2/20/2019,Empleado,Medellín,Guarda de seguridad,Arrendada,menos de un año,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,2016-09-01
30,100000,1877.0,1314,0,2.0,,,,0.0,0.0,1,10/29/2015,11/28/2015,Empleado,santo tomás,Jefe de Sistemas,,mas de 5 años,Indefinido,Mensual,,,Moto,2 años
30,500000,9385.0,1311,1,2.0,1400000.0,300000.0,,,,1,9/2/2019,10/2/2019,Empleado,BOGOTA,AUXILIAR CONTABLE,Familiar,menos de un año,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2016-02-04
30,150000,2815.5,1310,0,3.0,1000000.0,500000.0,100000.0,,,1,12/19/2017,1/18/2018,Empleado,BARRANCABERMEJA,GESTIÓN DE RECURSOS Y ENCARGADO SIG,Arrendada,menos de un año,Termino fijo,Quincenal,Soltero/a,Tecnólogo,Ninguno,8 HORAS
30,300000,5631.0,1310,1,2.0,1100000.0,350000.0,500000.0,1.0,1.0,1,9/3/2019,10/3/2019,Empleado,Medellín,Asesoracomercial,Arrendada,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,2017-07-26
30,350000,6569.5,1310,1,3.0,1037000.0,780000.0,1600000.0,,,1,9/3/2019,10/3/2019,Prestador de servicios,Ipiales ,Auxiliar de ingeniería ,Arrendada,mas de 5 años,,,Soltero/a,Profesional,Ninguno,2019-04-10
30,350000,6569.5,1310,1,3.0,1700000.0,1000000.0,,1.0,1.0,1,9/3/2019,10/3/2019,Empleado,Bogotá,Conductor,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2016-10-22
30,100000,1877.0,1309,0,2.0,1200000.0,700000.0,200000.0,1.0,1.0,1,8/9/2017,9/8/2017,Empleado,Bogotá,Operaria,Familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,2015-11-16
30,200000,3754.0,1309,0,3.0,2194000.0,550000.0,350000.0,,,1,2/28/2019,3/30/2019,Empleado,Medellin,Representante de ventas ,Arrendada,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Tecnólogo,Ninguno,2015-07-15
30,150000,2815.5,1309,1,2.0,1100000.0,400000.0,150000.0,1.0,1.0,1,9/4/2019,10/4/2019,Empleado,Manizales,Operario,Familiar,entre uno y cinco años,Termino fijo,Quincenal,Unión Libre,Secundaria,Ninguno,2018-05-26
30,200000,3754.0,1309,1,2.0,1035000.0,300000.0,,1.0,1.0,2,9/4/2019,10/4/2019,Empleado,bogota,Auxiliar de Control de Calidad,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2013-01-10
30,200000,3754.0,1309,1,2.0,2107350.0,1200000.0,200000.0,2.0,2.0,1,9/4/2019,10/4/2019,Empleado,Palmira,Op de montacargas,Familiar,entre uno y cinco años,Termino fijo,Quincenal,Unión Libre,Secundaria,Ninguno,2018-09-10
30,200000,3754.0,1309,1,3.0,1400000.0,900000.0,300000.0,1.0,1.0,1,9/4/2019,10/4/2019,Empleado,Bogotá,Mensajero motorizado,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Moto,2016-02-16
30,220000,4129.4,1307,1,3.0,1800000.0,400000.0,350000.0,,,1,9/6/2019,10/6/2019,Independiente,bogota ,Abogada,Arrendada,entre uno y cinco años,,,Soltero/a,Profesional,Ninguno,
30,310000,5818.7,1307,1,3.0,900000.0,200000.0,80000.0,,,1,9/6/2019,10/6/2019,Empleado,medellin,auxiliar logistico,Familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2017-04-19
30,500000,9385.0,1307,1,2.0,1540000.0,1200000.0,,1.0,,1,9/6/2019,10/6/2019,Empleado,SINCELEJO,ENFERMERA,Familiar,menos de un año,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2014-10-13
30,300000,5631.0,1307,1,3.0,4500000.0,2800000.0,1000000.0,,1.0,1,9/6/2019,10/6/2019,Empleado,Bogotá,Profesional Especializado,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Postgrado,Carro,2011-04-15
30,350000,6569.5,1307,1,3.0,1500000.0,250000.0,400000.0,2.0,1.0,1,9/6/2019,10/6/2019,Empleado,Itagui ,Chef internacional,Familiar,mas de 5 años,Termino fijo,Quincenal,Unión Libre,Técnico,Ninguno,2019-03-01
30,500000,9385.0,1307,1,3.0,2600000.0,650000.0,350000.0,1.0,1.0,1,9/6/2019,10/6/2019,Empleado,Armenia ,Líder de zona,Familiar,entre uno y cinco años,Termino fijo,Mensual,Unión Libre,Profesional,Moto,2017-05-01
30,120000,2252.4,1306,0,2.0,1250000.0,350000.0,200000.0,1.0,1.0,1,2/7/2018,3/9/2018,Pensionado,Bogota,,Propia,mas de 5 años,,Mensual,Viudo/a,No tengo,Moto,
30,200000,3754.0,1306,0,3.0,1115000.0,500000.0,1115000.0,,,2,1/16/2018,2/15/2018,Empleado,bogota,guarda de seguridad,Arrendada,menos de un año,Termino fijo,Mensual,Soltero/a,Secundaria,Moto,8 meses
30,160000,3003.2,1305,0,4.0,1300000.0,450000.0,300000.0,2.0,2.0,1,11/15/2018,12/15/2018,Empleado,Sincelejo,Auxiliar administrativo,Familiar,mas de 5 años,Termino fijo,Mensual,Casado/a,Profesional,Carro,2015-01-27
30,240000,4504.8,1304,1,2.0,2800000.0,550000.0,160000.0,1.0,1.0,1,9/9/2019,10/9/2019,Empleado,Bogota,Directora comercial ,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2018-01-09
30,200000,3754.0,1304,0,3.0,1713000.0,500000.0,400000.0,1.0,1.0,1,1/3/2019,2/2/2019,Empleado,IBAGUE,ANALISTA CONTABLE,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Divorciado/a,Profesional,Ninguno,2012-07-12
30,350000,6569.5,1304,1,4.0,2500000.0,1200000.0,450000.0,1.0,3.0,1,9/9/2019,10/9/2019,Independiente,TUNJA ,ADMINISTRATIVO,Familiar,entre uno y cinco años,,,Casado/a,Profesional,Ninguno,
30,250000,4692.5,1304,1,2.0,1700000.0,600000.0,,1.0,1.0,1,9/9/2019,10/9/2019,Empleado,Tunja,Vigilante,Propia,mas de 5 años,Termino fijo,Mensual,Soltero/a,Secundaria,Ninguno,2018-04-26
30,200000,3754.0,1304,1,2.0,2000000.0,1200000.0,500000.0,,,1,9/9/2019,10/9/2019,Empleado,Inírida ,Auxiliar enfermeria,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Moto,2019-01-03
30,350000,6569.5,1304,1,2.0,1340000.0,350000.0,,2.0,2.0,1,9/9/2019,10/9/2019,Empleado,Bogotá,Guarda de seguridad,Familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Secundaria,Moto,2018-06-22
30,350000,6569.5,1304,1,4.0,2800000.0,1000000.0,800000.0,2.0,2.0,1,9/9/2019,10/9/2019,Empleado,Ibagué ,Docente,Arrendada,menos de un año,Indefinido,Mensual,Unión Libre,Postgrado,Ninguno,2005-08-16
30,270000,5067.9,1303,0,3.0,2500000.0,100000.0,500000.0,,,1,8/22/2017,9/21/2017,Empleado,BOGOTA,ASESORA COMERCIAL,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2 AÑOS
30,200000,3754.0,1303,1,3.0,1200000.0,400000.0,160000.0,,,1,9/10/2019,10/10/2019,Empleado,Bogotá,Mercaderista,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2017-07-04
30,250000,4692.5,1303,1,4.0,4000000.0,2000000.0,500000.0,1.0,1.0,1,9/10/2019,10/10/2019,Independiente,Bucaramanga ,Abogado,Familiar,entre uno y cinco años,,,Casado/a,Profesional,Ninguno,
30,100000,1877.0,1303,1,2.0,880000.0,500000.0,830000.0,2.0,2.0,1,9/10/2019,10/10/2019,Empleado,Facatativá,Operario,Familiar,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Secundaria,Ninguno,2018-08-16
30,400000,7508.0,1303,1,2.0,1500000.0,450000.0,300000.0,3.0,2.0,1,9/10/2019,10/10/2019,Empleado,Bogotá ,Mensajero - cobrador ,Familiar,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Tecnólogo,Moto,2017-02-28
30,500000,9385.0,1303,1,3.0,2220000.0,1700000.0,500000.0,1.0,2.0,1,9/10/2019,10/10/2019,Empleado,bogota,analista administrativa,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2007-06-09
30,250000,4692.5,1303,0,3.0,1800000.0,500000.0,,1.0,2.0,1,9/25/2018,10/21/2018,Empleado,bogota,analista,Arrendada,mas de 5 años,Indefinido,Quincenal,Casado/a,Profesional,Moto,2015-06-01
30,250000,4692.5,1302,1,3.0,3780000.0,1500000.0,1700000.0,,,1,9/11/2019,10/11/2019,Prestador de servicios, Bogotá ,Asistente Control Interno ,Arrendada,menos de un año,Termino fijo,Mensual,Casado/a,Postgrado,Moto,2019-02-04
30,450000,8446.5,1302,1,3.0,4000000.0,1000000.0,,,,1,9/11/2019,10/11/2019,Independiente,Bogotá,Abogado,Familiar,mas de 5 años,,,Casado/a,Profesional,Moto,
30,350000,6569.5,1302,1,3.0,2300000.0,400000.0,300000.0,,,1,9/11/2019,10/11/2019,Prestador de servicios,Bogotá ,Diseñador gráfico ,Arrendada,entre uno y cinco años,,,Soltero/a,Profesional,Ninguno,12/07/2017
30,150000,2815.5,1302,1,3.0,1885880.0,300000.0,,1.0,1.0,1,9/11/2019,10/11/2019,Empleado,amalfi,auxiliar administrativo,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Carro,1994-03-14
30,180000,3378.6,1301,1,3.0,1012000.0,100000.0,120000.0,,,1,9/12/2019,10/12/2019,Empleado,Bogota,Aux operativo ,Familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2017-01-31
30,320000,6006.4,1300,1,3.0,1611000.0,900000.0,400000.0,2.0,2.0,1,9/13/2019,10/13/2019,Empleado,CHINCHINA,ANALISTA DE FACTURACION,Propia,mas de 5 años,Termino fijo,Mensual,Unión Libre,Técnico,Ninguno,2015-05-21
30,320000,6006.4,1300,1,2.0,1291000.0,500000.0,300000.0,,,1,9/13/2019,10/13/2019,Empleado,villavicencio,regente de farmacia,Arrendada,mas de 5 años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2017-03-13
30,300000,5631.0,1300,1,4.0,4200000.0,1250000.0,650000.0,,2.0,1,9/13/2019,10/13/2019,Empleado,bogota,eje de logistica,Familiar,mas de 5 años,Indefinido,Mensual,Casado/a,Técnico,Carro,2012-04-12
30,170000,3190.9,1299,1,3.0,1114000.0,300000.0,1000000.0,1.0,1.0,1,9/14/2019,10/14/2019,Empleado,Pereira,Subgerente de tiensa,Familiar,mas de 5 años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2018-02-15
30,150000,2815.5,1299,0,3.0,1100000.0,300000.0,,1.0,1.0,1,3/20/2018,4/19/2018,Empleado,Medellin,Asistente Administrativa,Familiar,entre uno y cinco años,Termino fijo,Quincenal,Unión Libre,Técnico,Ninguno,2018-01-03
30,100000,1877.0,1299,0,3.0,1060000.0,700000.0,,,,1,3/6/2018,4/5/2018,Empleado,bogota,operador externo,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2014-06-03
30,300000,5631.0,1298,0,1.0,,,,1.0,1.0,1,3/8/2017,4/7/2017,Empleado,Bucaramanga,Guarda de seguridad,,entre uno y cinco años,Indefinido,Mensual,,,Moto,1 año y cuatro meses
30,200000,3754.0,1298,0,3.0,1600000.0,600000.0,200000.0,,,1,12/20/2017,1/19/2018,Prestador de servicios,Cajica,Profesor ,Familiar,mas de 5 años,,,Soltero/a,Profesional,Ninguno,2016-02-01
30,200000,3754.0,1298,0,1.0,16000000.0,500000.0,100000.0,1.0,1.0,1,6/26/2019,7/26/2019,Prestador de servicios,bogota,aux farmacia,Familiar,mas de 5 años,,,Soltero/a,Técnico,Ninguno,2014-01-15
30,300000,5631.0,1297,1,4.0,4500000.0,2500000.0,500000.0,1.0,1.0,1,9/16/2019,10/16/2019,Empleado,bogota,Gerente Comercial,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Profesional,Carro,2018-03-08
30,200000,3754.0,1297,1,1.0,1700000.0,1000000.0,400000.0,2.0,1.0,1,9/16/2019,10/16/2019,Empleado,Sahagún ,Operador de cilindro ,Arrendada,menos de un año,Indefinido,Quincenal,Unión Libre,Secundaria,Moto,2013-02-11
30,200000,3754.0,1297,1,2.0,1264000.0,400000.0,100000.0,1.0,1.0,1,9/16/2019,10/16/2019,Empleado,Bogota,Guarda de seguridad,Arrendada,menos de un año,Termino fijo,Mensual,Soltero/a,Secundaria,Ninguno,2018-12-01
30,200000,3754.0,1296,1,4.0,2500000.0,1000000.0,1200000.0,1.0,1.0,1,9/17/2019,10/17/2019,Empleado,bogota,administrador,Familiar,entre uno y cinco años,Indefinido,Mensual,Casado/a,Profesional,Ninguno,2016-09-16
30,200000,3754.0,1296,1,3.0,1200000.0,400000.0,300000.0,1.0,1.0,1,9/17/2019,10/17/2019,Empleado,Cúcuta,ASESOR DE VENTAS,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2018-06-04
30,200000,3754.0,1295,1,3.0,2500000.0,800000.0,1000000.0,1.0,1.0,1,9/18/2019,10/18/2019,Independiente,Neiva,Jefe y Administrador,Propia,mas de 5 años,,,Soltero/a,Profesional,Carro,
30,220000,4129.4,1295,1,2.0,1518000.0,750000.0,,2.0,2.0,1,9/18/2019,10/18/2019,Empleado,Soacha Cundinamarca ,Vigilancia ,Arrendada,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Secundaria,Ninguno,2019-01-03
30,150000,2815.5,1295,0,2.0,,,,1.0,1.0,1,12/23/2015,1/22/2016,Empleado,Medellin,Operaria,,mas de 5 años,Termino fijo,Quincenal,,,Ninguno,5 años
30,450000,8446.5,1294,0,2.0,3979000.0,2000000.0,650000.0,2.0,2.0,1,1/15/2019,2/14/2019,Empleado,SANTA MARTA,PROFESIONAL UNIVERSITARIO GRADO 2,,mas de 5 años,Indefinido,Mensual,,,Carro,2010-10-25
30,500000,9385.0,1294,1,2.0,1400000.0,500000.0,200000.0,,1.0,1,9/19/2019,10/19/2019,Empleado,Medellin,Vigilante,Arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2017-03-10
30,400000,7508.0,1293,0,2.0,,,,1.0,1.0,1,3/6/2017,4/5/2017,Empleado,BOGOTA,ANALISTA DE CONTRATACION,,mas de 5 años,Indefinido,Mensual,,,Ninguno,2 AÑOS
30,250000,4692.5,1293,1,2.0,1700000.0,500000.0,,2.0,1.0,1,9/20/2019,10/20/2019,Empleado,Yopal,Supervisor HSEQ,Arrendada,mas de 5 años,Termino fijo,Mensual,Unión Libre,Tecnólogo,Ninguno,2018-01-24
30,150000,2815.5,1291,0,3.0,,,,1.0,1.0,1,4/19/2017,5/19/2017,Independiente,Itagui,Propietario,,mas de 5 años,,,,,Ninguno,
30,230000,4317.1,1291,0,2.0,3500000.0,6000000.0,300000.0,1.0,1.0,1,7/31/2019,8/30/2019,Prestador de servicios,Armenia,Instructor ,Familiar,entre uno y cinco años,,,Soltero/a,Profesional,Moto,2005-02-15
30,250000,4692.5,1290,1,2.0,1000000.0,300000.0,100000.0,,1.0,1,9/23/2019,10/23/2019,Empleado,Bogotá,Auxiliar,Familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2017-07-10
30,180000,3378.6,1290,0,3.0,,,,1.0,1.0,1,10/2/2017,11/1/2017,Empleado,Jamundi,Docente primaria,,entre uno y cinco años,Termino fijo,Quincenal,,,Ninguno,24 de agosto del 2.006
30,250000,4692.5,1290,1,3.0,2600000.0,1600000.0,,1.0,1.0,1,9/23/2019,10/23/2019,Independiente,Bucaramanga,Conductor,Arrendada,entre uno y cinco años,,,Unión Libre,Secundaria,Carro,
30,250000,4692.5,1290,0,2.0,900000.0,100000.0,,,,1,4/30/2018,5/30/2018,Empleado,medellin,operario de bodega,Familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Moto,2015-09-25
30,300000,5631.0,1289,1,3.0,900000.0,400000.0,800000.0,,,1,9/24/2019,10/24/2019,Empleado,Bucaramanga,Almacenista,Arrendada,mas de 5 años,Indefinido,Mensual,Unión Libre,Secundaria,Ninguno,2015-04-11
