PLAZO,CAPITAL,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,latitud,longitud,meses_transcurridos,mes_de_pago,TIPO EMPLEO_independiente,TIPO DE VIVIENDA_propia,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico,Cuotas en mora
30.0,0.2,2631.0,1.690565241854344,0.6,3.43722,-76.5225,72.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1470.0,1.3,0.3,6.25184,-75.56359,90.07884362680684,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.3,1948.0,3.8,1.2,4.60971,-74.08175,31.192509855453352,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1343.0,1.3,0.7,10.96854,-74.78132,29.007884362680684,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1736.0,1.0,0.3,4.43889,-75.23222,33.86990801576872,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.125,1584.0,1.2,0.8,6.25184,-75.56359,62.549277266754274,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
28.0,0.15,1990.0,0.85,0.3,6.25184,-75.56359,31.192509855453352,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1552.0,1.38,0.4,6.25184,-75.56359,31.192509855453352,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.32,616.0,1.5,0.0009,2.64867,-75.63457,12.0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24.0,0.2,1943.0,2.7,1.0,5.8245,-73.03408,84.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1812.0,0.82,0.32,6.25184,-75.56359,4.0,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1988.0,3.0,1.0,4.60971,-74.08175,31.192509855453352,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,695.0,1.5,0.4,4.60971,-74.08175,34.62549277266754,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1479.0,1.3,0.9,2.50861,-78.4511,37.48357424441525,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.25,2206.0,1.93691456500078,0.6,4.60971,-74.08175,16.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1338.0,1.6,0.4,5.06889,-75.51738,5.223390275952694,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.3,2436.0,2.4,1.2,4.60971,-74.08175,31.192509855453352,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.14,2094.0,1.3,0.4,4.60971,-74.08175,1.314060446780552,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.1,2259.0,1.4233202031008751,0.6,4.52949,-75.64091,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2032.0,1.5,0.4,3.43722,-76.5225,41.0,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.34,903.0,2.5,1.2,4.60971,-74.08175,12.0,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
30.0,0.25,1785.0,3.0,1.8,6.25184,-75.56359,68.92247043363994,6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.1,2606.0,1.4006999664009232,0.6,3.53944,-76.30361,24.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,966.0,1.7,1.0,4.81333,-75.69611,49.50722733245729,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.2,1752.0,2.441,0.6,6.25184,-75.56359,99.11300919842311,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1363.0,2.04,0.8,6.25184,-75.56359,34.09986859395532,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1345.0,1.9211772979738944,0.6,4.57937,-74.21682,31.192509855453352,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.2,1382.0,1.3,0.7,11.24079,-74.19904,11.202365308804206,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
30.0,0.2,1364.0,1.6,1.0,4.142,-73.62664,31.192509855453352,8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1693.0,1.3,1.1,4.85876,-74.05866,9.888304862023652,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.17,1138.0,1.6119949796818285,0.6,5.06889,-75.51738,6.0,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.5,655.0,1.5,0.6,4.60971,-74.08175,51.6754270696452,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.2,2204.0,2.193017796687581,0.6,3.43722,-76.5225,216.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1234.0,2.78,0.98,4.60971,-74.08175,64.81603153745073,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.3,1521.0,1.75,0.5,7.12539,-73.1198,84.16557161629434,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,457.0,4.9,1.0,4.60971,-74.08175,84.06701708278581,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.2,2004.0,1.316,0.0003,4.60971,-74.08175,31.192509855453352,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,1847.0,2.0,0.6,3.8801,-77.03116,134.59264126149802,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.25,609.0,2.5,0.8,3.43722,-76.5225,31.192509855453352,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.25,957.0,1.9,0.8,6.25184,-75.56359,13.074901445466493,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.3,1330.0,1.68714,0.36,4.60971,-74.08175,68.26544021024966,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.35,540.0,1.8,1.0,4.60971,-74.08175,142.3455978975033,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
29.0,0.25,589.0,1.31,0.5,8.94617,-75.44275,22.1419185282523,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.22,1382.0,1.6,1.4,4.83916,-75.66727,65.93298291721419,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.3,1938.0,1.4,0.5,1.21361,-77.28111,31.192509855453352,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.15,1436.0,1.6,1.0,4.60971,-74.08175,10.11826544021025,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
24.0,0.25,1428.0,4.4,2.9,4.60971,-74.08175,31.37319316688568,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,461.0,8.0,1.0,4.60971,-74.08175,31.192509855453352,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
30.0,0.12,1960.0,0.99,0.25,4.60971,-74.08175,31.192509855453352,12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.5,687.0,3.0,0.5,4.60971,-74.08175,31.192509855453352,6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1077.0,1.25,0.8,4.60971,-74.08175,27.23390275952693,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1358.0,1.045687,0.1,6.25184,-75.56359,10.38107752956636,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.15,1704.0,2.3,0.6,4.60971,-74.08175,31.192509855453352,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
30.0,0.19,1657.0,2.234,0.75,4.60971,-74.08175,23.5545335085414,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1134.0,1.2,0.7,4.60971,-74.08175,20.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.3,718.0,1.9254196748472712,0.6,6.33732,-75.55795,35.4796320630749,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.18,1366.0,0.1,0.35,4.60971,-74.08175,6.471747700394218,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.4,1266.0,1.1,0.0003,4.60971,-74.08175,6.0,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.4,629.0,1.220216,0.3,4.60971,-74.08175,35.44678055190539,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.4,1080.0,1.3,0.6,3.53944,-76.30361,61.62943495400789,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.25,551.0,5.2,2.0,3.53944,-76.30361,50.49277266754271,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.2,2129.0,0.002,0.0008,4.60971,-74.08175,31.192509855453352,7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.15,1840.0,1.6,0.85,4.60971,-74.08175,31.192509855453352,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
30.0,0.2,1941.0,1.4,0.5,6.25184,-75.56359,15.801576872536137,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.5,470.0,7.5,0.8,4.60971,-74.08175,31.192509855453352,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.2,1463.0,2.13,1.1,10.39972,-75.51444,20.532194480946124,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
29.0,0.2,1982.0,1.1,0.4,6.25184,-75.56359,31.192509855453352,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
16.0,0.19,1031.0,2.0,1.0,4.60971,-74.08175,31.192509855453352,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.2,1968.0,2.1,0.2,10.96854,-74.78132,31.192509855453352,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.1,2612.0,1.3090551649049722,0.6,3.43722,-76.5225,6.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,982.0,1.8,0.35,5.87401,-72.98217,84.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14.0,0.2,1995.0,1.05,0.5,4.48425,-74.24499,31.192509855453352,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.5,806.0,3.211,1.6,3.43722,-76.5225,81.63600525624179,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1875.0,3.741,1.95,10.96854,-74.78132,275.7884362680683,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30.0,0.35,2819.0,1.9636312472195936,0.6,4.43889,-75.23222,31.192509855453352,8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1934.0,1.3,0.8,6.33732,-75.55795,31.192509855453352,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.5,1188.0,2.4,0.6,4.142,-73.62664,59.36268068331143,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.5,1307.0,1.54,1.2,9.30472,-75.39778,58.77135348226018,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.3,446.0,2.893617,0.4,6.69903,-72.73233,197.9632063074901,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,2038.0,0.746196,0.35,4.57937,-74.21682,10.0,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.25,1142.0,1.5,0.4,6.33732,-75.55795,31.192509855453352,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.2,1731.0,1.9260554640922865,0.6,4.60971,-74.08175,31.192509855453352,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.2,1359.0,1.02,0.6,6.15153,-75.61657,29.007884362680684,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.22,1383.0,1.4,0.2,3.8801,-77.03116,9.461235216819974,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.15,614.0,0.7812,0.4,4.60971,-74.08175,31.192509855453352,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.3,2358.0,1.0,0.6,4.60971,-74.08175,12.45072273324573,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.5,807.0,1.709,0.9,6.25184,-75.56359,334.59264126149804,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.19,1814.0,1.55,0.2,6.25184,-75.56359,31.192509855453352,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1966.0,1.3,0.5,3.43722,-76.5225,31.192509855453352,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
29.0,0.25,791.0,1.1,0.0005,5.06889,-75.51738,12.0,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.32,1216.0,1.8,0.5,6.25184,-75.56359,19.579500657030223,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,777.0,1.5,0.8,4.60971,-74.08175,31.192509855453352,12,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
30.0,0.25,1469.0,1.039,0.3,6.18461,-75.59913,76.34691195795007,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
27.0,0.35,1420.0,2.3,0.7,4.60971,-74.08175,18.23258869908016,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.35,1223.0,1.498,0.3,4.60971,-74.08175,40.50591327201051,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29.0,0.2,1931.0,1.166,0.6,3.43722,-76.5225,12.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.4,1795.0,2.241792499679585,0.6,4.60971,-74.08175,31.192509855453352,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.17,860.0,3.5,1.8,2.5142,-76.84939,31.192509855453352,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.34,1346.0,1.2,0.7,4.81333,-75.69611,48.68593955321945,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.2,1020.0,0.8,0.4,4.60971,-74.08175,144.0,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
30.0,0.5,682.0,1.8,0.3,4.60971,-74.08175,33.37713534822602,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29.0,0.15,2179.0,1.8397605555208312,0.6,4.60971,-74.08175,36.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1393.0,4.1,2.0,4.60971,-74.08175,3.416557161629435,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,2227.0,1.8908626425631727,0.6,10.96854,-74.78132,12.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.35,1178.0,3.9,2.0,4.60971,-74.08175,10.90670170827858,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.25,611.0,1.0,0.7,6.25184,-75.56359,68.29829172141919,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.3,1404.0,1.95,0.6,4.60971,-74.08175,288.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
30.0,0.25,1593.0,2.0105941529202305,0.6,4.60971,-74.08175,31.192509855453352,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.15,1414.0,0.9,0.7,4.60971,-74.08175,20.2365308804205,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.23,911.0,1.0,0.4,4.60971,-74.08175,19.90801576872536,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.25,1667.0,1.35,0.6,4.60971,-74.08175,18.101182654402105,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.36,2248.0,1.894842126566012,0.6,4.43889,-75.23222,0.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1295.0,2.5,0.8,2.9273,-75.28189,31.192509855453352,10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.47,1815.0,5.5,1.8,6.25184,-75.56359,31.192509855453352,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.22,2081.0,1.9208044150438728,0.6,4.60971,-74.08175,24.0,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1482.0,1.8,1.2,10.39972,-75.51444,31.192509855453352,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.23,1672.0,1.6,0.9,4.60971,-74.08175,97.73324572930356,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.3,1984.0,1.9908304208219825,0.6,5.06889,-75.51738,66.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.5,623.0,3.0,1.9,6.25184,-75.56359,31.192509855453352,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.45,1318.0,1.2,0.5,5.52708,-75.4593,39.48751642575559,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.35,641.0,1.9,0.7,4.60971,-74.08175,22.371879106438897,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.35,1385.0,1.3,0.6,4.60971,-74.08175,4.336399474375821,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.1,1417.0,1.5,0.4,9.24194,-74.42667,37.549277266754274,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.3,629.0,2.2,1.5,6.25184,-75.56359,190.76872536136665,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.25,1344.0,1.782112,0.3,3.8801,-77.03116,59.85545335085414,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,869.0,1.6,1.0,4.60971,-74.08175,31.192509855453352,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.2,1636.0,1.2,0.5,4.60971,-74.08175,33.47568988173456,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.35,777.0,4.0,2.4,4.60971,-74.08175,27.890932982917214,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1344.0,0.93,0.4,4.60971,-74.08175,11.957950065703022,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
23.0,0.15,2639.0,1.6845791720051704,0.6,4.60971,-74.08175,7.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,470.0,3.0,1.5,4.60971,-74.08175,109.49408672798948,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.39,492.0,2.2733084922149533,0.6,4.60971,-74.08175,31.192509855453352,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,1964.0,1.2,0.65,6.25184,-75.56359,31.192509855453352,12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
24.0,0.18,1624.0,1.985,1.3,4.60971,-74.08175,14.98028909329829,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.5,933.0,2.6,1.4,4.60971,-74.08175,31.192509855453352,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.15,2191.0,1.25,0.65,4.60971,-74.08175,31.192509855453352,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.5,496.0,2.104,0.7,3.43722,-76.5225,174.8028909329829,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.15,735.0,5.8,3.68,4.60971,-74.08175,6.40604467805519,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.15,1939.0,1.774,0.62,6.25184,-75.56359,3.383705650459921,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
20.0,0.14,2014.0,1.6379808952730954,0.6,4.60971,-74.08175,16.0,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2197.0,1.9886131420215545,0.6,4.60971,-74.08175,31.192509855453352,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1863.0,2.5,1.5,4.60971,-74.08175,31.192509855453352,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
30.0,0.15,2211.0,1.829070573729,0.6,4.60971,-74.08175,31.192509855453352,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1421.0,1.05,0.35,10.46314,-73.25322,30.65045992115637,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1822.0,2.97,1.3,6.25184,-75.56359,38.17345597897504,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.16,1962.0,2.0,0.5,6.68306,-75.98917,3.9750328515111697,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.2,2006.0,1.07,0.75,4.60971,-74.08175,24.0,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.3,1338.0,0.89,0.15,4.60971,-74.08175,41.16294349540079,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.2,702.0,1.19,0.25,3.98695,-73.75797,156.86596583442838,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29.0,0.17,2639.0,1.6265818605941398,0.6,6.25184,-75.56359,31.192509855453352,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,1571.0,2.0,0.2,4.60971,-74.08175,17.444152431011826,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,880.0,0.85,0.4,4.60971,-74.08175,31.192509855453352,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
29.0,0.3,1610.0,2.0,1.0,4.60971,-74.08175,62.48357424441525,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.25,478.0,1.7,0.6,4.60971,-74.08175,128.87647831800265,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.35,764.0,1.129,0.5,4.60971,-74.08175,31.192509855453352,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30.0,0.2,947.0,0.781242,0.45,6.33732,-75.55795,5.617608409986859,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
30.0,0.5,1283.0,4.495,1.0,10.96854,-74.78132,58.93561103810775,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.2,1349.0,0.828,0.35,4.60971,-74.08175,15.407358738501973,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1075.0,3.2,1.0,4.60971,-74.08175,67.21419185282522,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
27.0,0.35,2109.0,1.0,0.0004,4.60971,-74.08175,6.0,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.27,1202.0,3.6144,1.2,4.60971,-74.08175,21.84625492772668,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.15,2176.0,1.8303443078042527,0.6,4.60971,-74.08175,31.192509855453352,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
12.0,0.2,1250.0,2.5,1.0,5.06889,-75.51738,0.0,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.25,2365.0,1.65,0.55,4.60971,-74.08175,5.091984231274639,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
30.0,0.25,1422.0,1.262,0.5,7.12539,-73.1198,22.306176084099867,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
30.0,0.12,1898.0,0.8,0.46,4.60971,-74.08175,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
30.0,0.22,1103.0,2.5478463616099347,0.6,4.60971,-74.08175,198.91590013140603,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
30.0,0.25,2134.0,3.2,1.3,4.60971,-74.08175,31.192509855453352,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.4,1127.0,1.8,1.15,3.43722,-76.5225,22.60183968462549,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.5,1282.0,4.495,1.0,10.96854,-74.78132,58.96846254927727,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.3,1584.0,1.5,0.2,10.91843,-74.76459,21.87910643889619,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.25,2226.0,2.003813522390434,0.6,4.60971,-74.08175,36.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
30.0,0.35,1163.0,3.058,0.6,4.81333,-75.69611,342.21419185282525,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.3,1400.0,1.4,0.56,10.39972,-75.51444,14.98028909329829,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
30.0,0.2,1726.0,2.0,1.5,4.60971,-74.08175,7.09592641261498,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,0.35,2252.0,1.6784862635694535,0.6,1.21361,-77.28111,24.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
29.0,0.15,503.0,1.8,1.0,6.25184,-75.56359,0.0657030223390276,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.2,1432.0,2.2,1.0,4.60971,-74.08175,14.848883048620236,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,0.5,1084.0,4.0,1.0,5.06889,-75.51738,31.192509855453352,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.0,0.1,1785.0,0.8,0.2,10.91843,-74.76459,39.388961892247046,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,0.15,1447.0,2.0161106133667595,0.6,4.60971,-74.08175,78.28515111695138,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
