PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE,latitud,longitud,meses_transcurridos,Cuotas en mora,ESTRATO,mes_de_pago,TIPO EMPLEO_empleado,TIPO EMPLEO_independiente,TIPO EMPLEO_pensionado,TIPO EMPLEO_prestador de servicios,TIPO DE VIVIENDA_familiar,TIPO DE VIVIENDA_propia,AÑOS EN LA VIVIENDA_mas de 5 anos,AÑOS EN LA VIVIENDA_menos de un ano,TIPO DE CONTRATO_prestacion de servicios,TIPO DE CONTRATO_termino fijo,PERIODO DE PAGO_quincenal,ESTADO CIVIL_comprometido/a,ESTADO CIVIL_divorciado/a,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,ESTADO CIVIL_viudo/a,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_primaria,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico,NIVEL EDUCATIVO_tecnologo,TIPO DE VEHICULO_moto,TIPO DE VEHICULO_ninguno
30.0,0.2,3754.0,1356.0,1.7,0.2,1.0,0.0,8.74798,-75.88143,31.07752956636005,1,2.0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,0.2,3754.0,1356.0,2.36,0.9,1.0,0.0,4.60971,-74.08175,6.011826544021025,1,2.0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.25,4692.5,1356.0,2.868813,1.05,1.0,0.0,7.06528,-73.85472,64.65177398160316,1,2.0,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,0.2,3628.866667,1356.0,1.2,0.2,1.0,0.0,4.60971,-74.08175,27.431011826544022,0,2.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.15,2815.5,1355.0,4.5,0.5,1.0,0.0,4.60971,-74.08175,144.15243101182654,0,3.0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.17,3190.9,1354.0,0.8,0.25,1.0,0.0,4.60971,-74.08175,5.0,0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1354.0,1.0,0.3,1.0,0.0,3.43722,-76.5225,6.274638633377135,0,3.0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,1353.0,4.585,2.0,1.0,0.0,4.57937,-74.21682,283.21287779237844,1,2.0,8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.3,5631.0,1353.0,1.0,0.5,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1352.0,1.8,1.2,1.0,0.0,4.60971,-74.08175,47.27332457293036,1,2.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.2,3754.0,1352.0,1.2,0.3,1.0,0.0,3.43722,-76.5225,9.625492772667542,1,4.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,0.25,4692.5,1352.0,1.759228,0.7,1.0,0.0,9.30472,-75.39778,31.07752956636005,1,3.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.15,2815.5,1352.0,2.15,0.25,2.0,1.0,4.33646,-74.36378,31.07752956636005,0,3.0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,1352.0,4.0,1.5,1.0,0.0,4.60971,-74.08175,54.632063074901446,1,2.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.2,3754.0,1352.0,1.45,0.8,1.0,0.0,4.142,-73.62664,64.71747700394218,0,3.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,1352.0,0.8282,0.05,1.0,0.0,6.18461,-75.59913,47.20762155059133,1,1.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,1352.0,3.1,0.4,1.0,0.0,6.25184,-75.56359,216.39290407358737,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1351.0,1.3,0.5,1.0,0.0,6.25184,-75.56359,18.134034165571617,1,1.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.25,4692.5,1351.0,2.0,0.7,1.0,0.0,4.60971,-74.08175,30.09198423127464,1,3.0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.39,7320.3,1351.0,2.5,0.6,1.0,0.0,4.60971,-74.08175,53.38370565045992,1,5.0,8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.2,3754.0,1351.0,1.325,0.2,1.0,0.0,3.43722,-76.5225,14.684625492772668,1,3.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,1351.0,1.6,0.4,1.0,0.0,1.21361,-77.28111,31.07752956636005,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1351.0,0.827,0.4,1.0,0.0,10.46314,-73.25322,31.07752956636005,1,3.0,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.27,5067.9,1351.0,2.0,1.2,1.0,0.0,6.19053,-72.47588,31.07752956636005,1,3.0,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.25,4692.5,1351.0,1.4,0.5,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.12,2252.4,1350.0,0.9,0.15,1.0,0.0,4.60971,-74.08175,9.756898817345595,1,1.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.1,1877.0,1350.0,1.8,0.6,1.0,0.0,10.96854,-74.78132,30.65045992115637,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.25,4692.5,1350.0,1.8,0.4,1.0,0.0,4.60971,-74.08175,13.76478318002628,1,4.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.3,5631.0,1350.0,7.0,4.5,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24.0,0.2,3003.2,1350.0,3.0,1.45,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1349.0,1.3,0.8,1.0,0.0,4.60971,-74.08175,8.5742444152431,1,2.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.25,4692.5,1349.0,2.0476240060126685,0.6,1.0,0.0,4.60971,-74.08175,36.0,0,3.0,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1349.0,1.65,0.7,1.0,0.0,10.89686,-74.886,112.58212877792378,1,1.0,8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1349.0,3.2,0.7,1.0,0.0,5.54782,-75.64368,22.17477003942181,1,3.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1349.0,0.828,0.35,1.0,0.0,5.06667,-74.56667,15.407358738501973,1,2.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,1349.0,3.0,1.5,1.0,0.0,3.43722,-76.5225,31.07752956636005,1,3.0,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.25,4692.5,1349.0,2.5,1.0,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,2.0,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,1349.0,3.0,0.7,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,2.0,8,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.25,4692.5,1349.0,4.1,1.9,1.0,0.0,10.96854,-74.78132,47.79894875164258,1,4.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.15,2815.5,1349.0,1.2,0.7,1.0,0.0,11.38321,-72.24321,31.07752956636005,1,2.0,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.35,6569.5,1349.0,5.5,1.4,1.0,0.0,6.25184,-75.56359,47.63469119579501,0,4.0,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,1349.0,3.0,1.8,1.0,0.0,4.52897,-73.92273,17.542706964520367,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28.0,0.1,1751.866667,1349.0,1.5561864221455384,0.6,1.0,0.0,6.25184,-75.56359,25.0,0,2.0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1349.0,0.737,0.7,1.0,0.0,4.60971,-74.08175,10.0,0,1.0,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,1349.0,2.2,1.0,1.0,0.0,5.06889,-75.51738,31.07752956636005,0,2.0,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.19,3566.3,1348.0,1.8684219921540617,0.6,1.0,0.0,4.60971,-74.08175,12.0,0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15.0,0.15,1407.75,1348.0,2.622,0.6,1.0,0.0,6.33732,-75.55795,4.0,0,2.0,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1346.0,1.05,0.33,1.0,0.0,10.39972,-75.51444,7.030223390275952,1,3.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1346.0,0.9,1.2,1.0,0.0,4.60971,-74.08175,30.35479632063075,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.25,4692.5,1346.0,1.986062645582713,0.6,1.0,0.0,4.60971,-74.08175,18.0,0,1.0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.34,6381.8,1346.0,1.2,0.7,1.0,0.0,4.81333,-75.69611,48.68593955321945,1,3.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1346.0,2.5,0.95,1.0,0.0,3.26074,-76.53499,2.9894875164257555,0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1345.0,1.035,0.3,1.0,0.0,4.60971,-74.08175,78.580814717477,1,2.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1345.0,1.9293749505944824,0.6,1.0,0.0,4.57937,-74.21682,31.07752956636005,0,3.0,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,1345.0,1.98,0.6,1.0,0.0,4.60971,-74.08175,26.609724047306177,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.25,4692.5,1344.0,1.782112,0.3,1.0,0.0,3.8801,-77.03116,59.85545335085414,1,2.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.3,5631.0,1344.0,2.0,1.2,1.0,0.0,4.60971,-74.08175,35.90670170827858,1,3.0,8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,1344.0,2.25,0.7,1.0,0.0,3.43722,-76.5225,6.701708278580814,1,3.0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,1344.0,2.15,0.4,1.0,0.0,4.60971,-74.08175,52.69382391590013,1,2.0,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,1344.0,0.93,0.4,1.0,0.0,2.9273,-75.28189,11.957950065703022,1,2.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,0.25,4692.5,1344.0,1.4,0.45,1.0,0.0,8.74798,-75.88143,12.352168199737187,1,2.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.4,7508.0,1343.0,1.5,0.5,1.0,0.0,4.83916,-75.66727,21.419185282523,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
30.0,0.3,5631.0,1343.0,1.8,0.6,1.0,0.0,4.43889,-75.23222,144.0,0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,0.3,5631.0,1343.0,5.0,2.1,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,4.0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1343.0,3.0,0.5,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,4.0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,3754.0,1343.0,1.3,0.7,1.0,0.0,10.96854,-74.78132,29.007884362680684,1,3.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1343.0,0.85,0.25,1.0,0.0,5.44783,-74.66311,15.703022339027596,1,2.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
29.0,0.3,5443.3,1343.0,1.888,0.3,1.0,0.0,4.60971,-74.08175,41.03153745072273,1,2.0,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,0.25,4692.5,1343.0,2.4,1.0,1.0,0.0,3.79936,-75.19467,179.9605781865966,1,2.0,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.35,6569.5,1342.0,1.5,0.2,1.0,0.0,10.39972,-75.51444,20.56504599211564,1,3.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.27,5067.9,1342.0,1.297,0.1,1.0,0.0,4.43889,-75.23222,72.01051248357425,1,2.0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,1342.0,1.389,1.0,1.0,0.0,6.25184,-75.56359,42.64126149802891,1,2.0,9,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1342.0,1.9,0.85,1.0,0.0,3.43722,-76.5225,31.07752956636005,1,2.0,9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,1342.0,1.06,0.3,1.0,0.0,3.43722,-76.5225,4.1721419185282524,1,3.0,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1342.0,1.06,0.55,1.0,0.0,7.07993,-74.6989,3.088042049934297,1,2.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,1342.0,3.5,1.0,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,1342.0,2.627492370482594,0.6,1.0,0.0,6.25184,-75.56359,292.1484888304862,0,3.0,10,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,1342.0,2.0080951715642907,0.6,1.0,0.0,4.60971,-74.08175,48.0,0,3.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.3,5631.0,1340.0,2.039704075128313,0.6,1.0,0.0,4.60971,-74.08175,10.0,0,3.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.5,9385.0,1339.0,1.2,0.5,2.0,1.0,4.60971,-74.08175,35.57818659658344,1,2.0,9,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.3,5631.0,1339.0,1.6,1.0,1.0,0.0,4.43889,-75.23222,31.07752956636005,1,2.0,9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,0.25,4692.5,1339.0,1.0,0.5,1.0,0.0,4.43889,-75.23222,31.07752956636005,1,2.0,9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,0.2,3754.0,1339.0,0.889065,0.4,1.0,0.0,3.43722,-76.5225,18.068331143232587,1,3.0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.15,2815.5,1338.0,2.0,0.2,1.0,0.0,7.06528,-73.85472,28.088042049934295,1,2.0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,1338.0,0.89,0.15,1.0,0.0,4.60971,-74.08175,41.16294349540079,1,3.0,9,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
