PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE,latitud,longitud,meses_transcurridos,Cuotas en mora,ESTRATO,mes_de_pago,TIPO EMPLEO_empleado,TIPO EMPLEO_independiente,TIPO EMPLEO_pensionado,TIPO EMPLEO_prestador de servicios,TIPO DE VIVIENDA_familiar,TIPO DE VIVIENDA_propia,AÑOS EN LA VIVIENDA_mas de 5 anos,AÑOS EN LA VIVIENDA_menos de un ano,TIPO DE CONTRATO_prestacion de servicios,TIPO DE CONTRATO_termino fijo,PERIODO DE PAGO_quincenal,ESTADO CIVIL_comprometido/a,ESTADO CIVIL_divorciado/a,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,ESTADO CIVIL_viudo/a,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_primaria,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico,NIVEL EDUCATIVO_tecnologo,TIPO DE VEHICULO_moto,TIPO DE VEHICULO_ninguno
30.0,0.2,3754.0,2197.0,1.706188969796937,0.6,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,3.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2197.0,2.0039395947227945,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2196.0,1.5804429503345023,0.6,1.0,0.0,3.53944,-76.30361,31.07752956636005,1,3.0,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2196.0,1.7475766746477195,0.6,1.0,0.0,4.43889,-75.23222,31.07752956636005,1,2.0,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.15,2815.5,2196.0,1.4,0.6,1.0,0.0,3.53944,-76.30361,1.5111695137976346,1,2.0,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.1,1877.0,2196.0,1.2,0.35,1.0,0.0,6.18461,-75.59913,67.27989487516426,1,3.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2196.0,2.0930192962885403,0.6,1.0,0.0,6.25184,-75.56359,144.0,1,2.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2196.0,2.7,1.2,1.0,0.0,4.60971,-74.08175,60.0,1,3.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27.0,0.3,5067.9,2195.0,2.0557866882018647,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,3754.0,2193.0,1.7075351870782907,0.6,1.0,0.0,5.54782,-75.64368,36.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2193.0,1.5127692704278441,0.6,1.0,0.0,2.43823,-76.61316,3.0,1,4.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.25,4692.5,2193.0,2.1000636101726293,0.6,1.0,0.0,4.33646,-74.36378,72.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2193.0,2.106790602430296,0.6,2.0,1.0,6.25184,-75.56359,144.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2193.0,1.6276491305977565,0.6,1.0,0.0,3.43722,-76.5225,31.07752956636005,1,3.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.4,7508.0,2193.0,2.3456988956100684,0.6,1.0,0.0,4.60971,-74.08175,60.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.3,5631.0,2193.0,1.6575141947230811,0.6,1.0,0.0,3.26074,-76.53499,17.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2192.0,1.3,0.45,1.0,0.0,10.46314,-73.25322,24.11300919842313,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2192.0,1.26,0.7,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.18,3378.6,2192.0,2.05415964719991,0.6,1.0,0.0,7.06222,-73.08644,31.07752956636005,1,4.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.15,2815.5,2192.0,1.653847520387588,0.6,1.0,0.0,6.15515,-75.37371,31.07752956636005,1,2.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.16,3003.2,2191.0,1.618731174934842,0.6,1.0,0.0,6.33732,-75.55795,24.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.16,3003.2,2191.0,2.2763978839151893,0.6,1.0,0.0,6.33732,-75.55795,216.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2191.0,1.601149074905349,0.6,2.0,1.0,2.43823,-76.61316,72.0,1,4.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,3754.0,2191.0,2.086533047183911,0.6,1.0,0.0,7.06222,-73.08644,31.07752956636005,1,4.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.15,2815.5,2191.0,1.25,0.65,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,2.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.25,4692.5,2191.0,1.4875610753946304,0.6,1.0,0.0,1.21361,-77.28111,27.0,1,1.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.12,2252.4,2190.0,1.7696965179429789,0.6,1.0,0.0,4.60971,-74.08175,24.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2190.0,1.8424521689506044,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,3.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29.0,0.3,5443.3,2190.0,2.107154221534394,0.6,1.0,0.0,11.24079,-74.19904,36.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,0.4,7257.733333,2190.0,2.195414780906658,0.6,2.0,1.0,11.24079,-74.19904,36.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.25,4692.5,2189.0,2.0852126887892393,0.6,1.0,0.0,4.60971,-74.08175,54.73061760840999,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9.0,0.2,1126.2,2189.0,1.7793220033506074,0.6,1.0,0.0,4.60971,-74.08175,10.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,2188.0,2.0758660287609008,0.6,2.0,1.0,4.60971,-74.08175,48.0,0,4.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.3,5631.0,2186.0,2.2047635544935122,0.6,1.0,0.0,4.60971,-74.08175,66.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,3754.0,2186.0,1.8991901178789803,0.6,1.0,0.0,4.60971,-74.08175,24.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2186.0,2.0,0.3,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,2.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.35,6569.5,2186.0,1.9923032538424632,0.6,1.0,0.0,2.9273,-75.28189,36.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,2184.0,2.02727081111394,0.6,1.0,0.0,10.96854,-74.78132,36.0,1,1.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24.0,0.17,2552.72,2183.0,1.8415393230765833,0.6,1.0,0.0,4.60971,-74.08175,24.0,1,3.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,0.15,2346.25,2182.0,1.7519566984413508,0.6,1.0,0.0,4.60971,-74.08175,5.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2179.0,1.7474000169221569,0.6,1.0,0.0,4.06004,-74.69212,31.07752956636005,1,1.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.1,1877.0,2179.0,1.5713913905214785,0.6,1.0,0.0,2.9273,-75.28189,31.07752956636005,1,1.0,5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2179.0,1.980265958144411,0.6,1.0,0.0,4.60971,-74.08175,24.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2179.0,2.0729673206441728,0.6,1.0,0.0,7.53941,-72.77238,36.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2179.0,1.7633697552310963,0.6,1.0,0.0,6.25184,-75.56359,24.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29.0,0.15,2721.65,2179.0,1.8593764992843003,0.6,1.0,0.0,4.60971,-74.08175,36.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2178.0,1.8,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,2.0,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2177.0,1.1,0.7,1.0,0.0,6.25184,-75.56359,11.268068331143231,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.25,4692.5,2177.0,2.1036417284361946,0.6,1.0,0.0,4.60971,-74.08175,60.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
23.0,0.2,2878.066667,2177.0,1.8755353462582658,0.6,1.0,0.0,4.60971,-74.08175,24.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2176.0,1.6662672417721751,0.6,1.0,0.0,9.30472,-75.39778,31.07752956636005,1,3.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2176.0,1.0,0.4,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,4.0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.2,3754.0,2176.0,3.25,2.0,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.15,2815.5,2176.0,1.8428950054563842,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,2.0,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.3,5631.0,2176.0,2.085458271494005,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,2.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.5,9385.0,2176.0,2.208840928142024,0.6,1.0,0.0,6.25184,-75.56359,36.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2175.0,1.9392883135490777,0.6,1.0,0.0,4.60971,-74.08175,12.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.18,3378.6,2175.0,1.4354024061982713,0.6,1.0,0.0,7.88299,-76.62587,6.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,2175.0,1.7792691005500618,0.6,1.0,0.0,6.25184,-75.56359,5.0,1,2.0,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2172.0,2.5,1.2,1.0,0.0,10.61712,-75.15146,211.7279894875164,1,3.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,0.2,3754.0,2172.0,1.7110915681797145,0.6,1.0,0.0,6.15515,-75.37371,24.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2172.0,1.9098168208573867,0.6,1.0,0.0,4.142,-73.62664,31.07752956636005,1,2.0,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.15,2815.5,2172.0,1.15,0.6,1.0,0.0,4.60971,-74.08175,16.819973718791065,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2172.0,1.2,0.5,1.0,0.0,4.60971,-74.08175,5.223390275952694,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2172.0,1.3796595668679732,0.6,1.0,0.0,3.8801,-77.03116,4.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2171.0,1.9557990840898238,0.6,2.0,1.0,4.60971,-74.08175,60.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.3,5631.0,2171.0,1.8596289317318302,0.6,1.0,0.0,9.31505,-75.29283,12.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,3754.0,2171.0,1.858560416252475,0.6,1.0,0.0,4.60971,-74.08175,12.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2171.0,1.938875395362654,0.6,1.0,0.0,11.24079,-74.19904,31.07752956636005,1,1.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.25,4692.5,2170.0,2.65,0.5,1.0,0.0,4.60971,-74.08175,11.005256241787125,1,3.0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.15,2815.5,2170.0,1.81884179473019,0.6,1.0,0.0,4.60971,-74.08175,24.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,3754.0,2169.0,1.7070746428084984,0.6,1.0,0.0,6.25184,-75.56359,31.07752956636005,1,3.0,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2168.0,2.4,0.0008,1.0,0.0,4.57937,-74.21682,24.0,1,3.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.2,3754.0,2168.0,1.7905343051754414,0.6,1.0,0.0,5.54782,-75.64368,60.0,1,4.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.4,7508.0,2168.0,2.6,1.2,1.0,0.0,4.57937,-74.21682,0.0,1,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.35,6569.5,2168.0,2.224531083760864,0.6,1.0,0.0,4.60971,-74.08175,48.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.2,3754.0,2168.0,1.862080657232033,0.6,1.0,0.0,4.60971,-74.08175,13.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.45,8446.5,2168.0,2.0460312169388146,0.6,1.0,0.0,6.25184,-75.56359,12.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.35,6569.5,2168.0,1.71110019721565,0.6,1.0,0.0,3.43722,-76.5225,8.0,1,3.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27.0,0.25,4223.25,2167.0,1.9852233520183944,0.6,1.0,0.0,4.60971,-74.08175,31.07752956636005,1,4.0,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,0.25,4692.5,2164.0,1.9,0.7,1.0,0.0,4.60971,-74.08175,24.0,1,3.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,0.45,8164.95,2164.0,2.0539844840815995,0.6,1.0,0.0,10.39972,-75.51444,11.695137976346912,1,3.0,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,0.3,5631.0,2163.0,2.1735636305975596,0.6,1.0,0.0,6.25184,-75.56359,120.0,1,4.0,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,0.2,3754.0,2162.0,2.0,1.35,1.0,0.0,6.25184,-75.56359,6.0,1,3.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
