PLAZO,CAPITAL,INT CORRIENTE,PRÓXIMA FECHA PAGO,DÍAS MORA,Cuotas en mora,TIPO EMPLEO,TIPO DE VIVIENDA,ESTRATO,AÑOS EN LA VIVIENDA,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,PERSONAS A CARGO,NUMERO DE HIJOS,TIPO DE VEHICULO,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE,latitud,longitud,meses_transcurridos
30,150000,2815.5,2017-02-03,1902,0,empleado,nan,3.0,mas de 5 anos,,,,indefinido,quincenal,nan,nan,0.0,0.0,ninguno,1,0,4.60971,-74.08175,
30,150000,2815.5,2018-02-18,1902,1,empleado,familiar,4.0,mas de 5 anos,1100000.0,350000.0,900000.0,indefinido,quincenal,soltero/a,tecnico,,,moto,1,0,8.74798,-75.88143,11.038107752956636
29,200000,3628.866667,2018-02-20,1900,1,empleado,familiar,3.0,entre uno y cinco anos,1200000.0,200000.0,500000.0,termino fijo,quincenal,soltero/a,tecnico,1.0,,ninguno,1,0,4.60971,-74.08175,15.0
30,200000,3754.0,2018-02-21,1899,1,empleado,propia,2.0,mas de 5 anos,1000000.0,250000.0,120000.0,indefinido,quincenal,union libre,secundaria,1.0,,moto,2,1,5.06889,-75.51738,4.50065703022339
30,180000,3378.6,2018-02-21,1899,1,empleado,arrendada,3.0,entre uno y cinco anos,1500000.0,700000.0,,indefinido,mensual,casado/a,tecnico,1.0,,ninguno,1,0,6.25184,-75.56359,76.34691195795007
30,100000,1877.0,2018-02-21,1899,1,desempleado,arrendada,2.0,entre uno y cinco anos,1800000.0,500000.0,300000.0,nan,nan,soltero/a,tecnologo,,,carro,1,0,4.60971,-74.08175,6.734559789750328
30,250000,4692.5,2018-02-22,1898,1,empleado,familiar,3.0,mas de 5 anos,2500000.0,900000.0,600000.0,indefinido,quincenal,union libre,tecnico,2.0,3.0,ninguno,1,0,6.25184,-75.56359,
30,120000,2252.4,2018-02-22,1898,1,empleado,familiar,2.0,mas de 5 anos,800000.0,460000.0,,termino fijo,quincenal,union libre,tecnico,2.0,2.0,ninguno,1,0,4.60971,-74.08175,0.0
30,100000,1877.0,2018-02-22,1898,1,empleado,familiar,4.0,mas de 5 anos,1000000.0,750000.0,,indefinido,mensual,union libre,profesional,,,moto,1,0,10.96854,-74.78132,11.498028909329829
30,150000,2815.5,2018-02-23,1897,1,empleado,arrendada,2.0,entre uno y cinco anos,1100000.0,400000.0,100000.0,indefinido,quincenal,union libre,secundaria,2.0,2.0,ninguno,1,0,4.60971,-74.08175,5.486202365308804
30,250000,4692.5,2018-02-23,1897,1,empleado,nan,2.0,mas de 5 anos,2400000.0,700000.0,1200000.0,indefinido,mensual,nan,nan,4.0,3.0,ninguno,1,0,9.30472,-75.39778,29.730617608409986
30,500000,9385.0,2016-11-25,1897,0,empleado,nan,3.0,entre uno y cinco anos,,,,indefinido,quincenal,nan,nan,1.0,1.0,ninguno,1,0,4.60971,-74.08175,
30,130000,2440.1,2017-07-12,1897,0,empleado,familiar,2.0,mas de 5 anos,1451000.0,800000.0,500000.0,indefinido,mensual,soltero/a,tecnologo,3.0,4.0,ninguno,1,0,4.60971,-74.08175,55.78186596583443
30,150000,2815.5,2018-02-24,1896,1,empleado,arrendada,3.0,mas de 5 anos,1100000.0,500000.0,200000.0,indefinido,quincenal,divorciado/a,secundaria,2.0,2.0,ninguno,1,0,4.60971,-74.08175,
30,200000,3754.0,2018-02-24,1896,1,empleado,familiar,3.0,entre uno y cinco anos,1500000.0,500000.0,,indefinido,mensual,soltero/a,secundaria,,,moto,1,0,5.53528,-73.36778,432.0
30,200000,3754.0,2018-02-25,1895,1,empleado,familiar,2.0,mas de 5 anos,2800000.0,800000.0,300000.0,indefinido,quincenal,casado/a,secundaria,1.0,1.0,moto,1,0,4.60971,-74.08175,75.88699080157687
30,220000,4129.4,2018-02-25,1895,1,empleado,nan,3.0,entre uno y cinco anos,,,,termino fijo,quincenal,nan,nan,1.0,1.0,ninguno,1,0,3.43722,-76.5225,7.0
30,200000,3754.0,2018-01-17,1895,0,empleado,familiar,2.0,entre uno y cinco anos,1030000.0,500000.0,,indefinido,mensual,union libre,secundaria,,,ninguno,1,0,10.85953,-74.77386,108.0
30,250000,4692.5,2017-03-16,1894,0,independiente,nan,4.0,mas de 5 anos,,,,nan,nan,nan,nan,0.0,0.0,ninguno,1,0,4.60971,-74.08175,
30,180000,3378.6,2018-02-28,1892,1,empleado,arrendada,2.0,entre uno y cinco anos,1200000.0,400000.0,100000.0,indefinido,mensual,soltero/a,tecnico,,,ninguno,1,0,4.60971,-74.08175,17.64126149802891
30,190000,3566.3,2018-03-01,1891,1,empleado,arrendada,2.0,entre uno y cinco anos,1200000.0,400000.0,100000.0,termino fijo,mensual,union libre,tecnico,,,ninguno,1,0,5.54782,-75.64368,15.637319316688568
30,160000,3003.2,2018-03-01,1891,1,empleado,propia,3.0,entre uno y cinco anos,1400000.0,600000.0,200000.0,indefinido,mensual,union libre,tecnico,1.0,1.0,ninguno,1,0,4.60971,-74.08175,7.687253613666229
30,350000,6569.5,2017-04-26,1891,0,empleado,nan,3.0,entre uno y cinco anos,4500000.0,2500000.0,1500000.0,indefinido,quincenal,nan,nan,2.0,3.0,ninguno,1,0,4.60971,-74.08175,
30,170000,3190.9,2018-03-02,1890,1,empleado,arrendada,2.0,mas de 5 anos,2120000.0,600000.0,,termino fijo,mensual,soltero/a,tecnico,1.0,,ninguno,1,0,4.60971,-74.08175,242.6412614980289
30,160000,3003.2,2018-03-02,1890,1,independiente,arrendada,4.0,mas de 5 anos,2000000.0,800000.0,200000.0,nan,nan,soltero/a,tecnologo,,,ninguno,1,0,3.43722,-76.5225,
18,150000,1689.3,2018-03-02,1890,1,empleado,familiar,3.0,mas de 5 anos,1500000.0,400000.0,,indefinido,quincenal,soltero/a,tecnico,1.0,1.0,ninguno,1,0,1.21361,-77.28111,
30,220000,4129.4,2018-03-03,1889,1,independiente,arrendada,2.0,entre uno y cinco anos,8000000.0,2000000.0,240000.0,nan,nan,union libre,tecnologo,1.0,,moto,1,0,1.97611,-75.79454,
30,180000,3378.6,2018-03-03,1889,1,desempleado,arrendada,3.0,entre uno y cinco anos,450000.0,120000.0,,nan,nan,soltero/a,tecnico,,,ninguno,1,0,4.60971,-74.08175,
30,200000,3754.0,2018-03-04,1888,1,empleado,familiar,4.0,mas de 5 anos,1200000.0,400000.0,,indefinido,mensual,union libre,secundaria,2.0,1.0,ninguno,1,0,3.43722,-76.5225,36.925098554533506
14,200000,1751.866667,2017-09-27,1888,0,empleado,arrendada,3.0,entre uno y cinco anos,1300000.0,600000.0,200000.0,termino fijo,quincenal,soltero/a,profesional,1.0,1.0,moto,1,0,7.53941,-72.77238,48.0
30,200000,3754.0,2018-03-07,1885,1,empleado,familiar,3.0,mas de 5 anos,1759000.0,850000.0,,indefinido,quincenal,soltero/a,tecnologo,2.0,2.0,ninguno,1,0,7.06222,-73.08644,203.1208935611038
28,200000,3503.733333,2018-03-07,1885,1,empleado,familiar,2.0,mas de 5 anos,1500000.0,600000.0,200000.0,indefinido,quincenal,union libre,secundaria,1.0,,ninguno,1,0,4.60971,-74.08175,5.45335085413929
30,150000,2815.5,2018-03-08,1884,1,empleado,familiar,3.0,entre uno y cinco anos,925000.0,300000.0,0.0,indefinido,quincenal,union libre,secundaria,2.0,,carro,1,0,3.43722,-76.5225,720.0
30,160000,3003.2,2018-03-09,1883,1,empleado,nan,4.0,mas de 5 anos,,,,termino fijo,mensual,nan,nan,0.0,0.0,ninguno,1,0,4.60971,-74.08175,
30,200000,3754.0,2018-03-09,1883,1,empleado,familiar,4.0,mas de 5 anos,1130000.0,500000.0,300000.0,indefinido,quincenal,soltero/a,tecnico,1.0,1.0,ninguno,1,0,6.25184,-75.56359,23.94875164257556
30,200000,3754.0,2017-02-22,1883,0,empleado,nan,2.0,entre uno y cinco anos,,,,indefinido,quincenal,nan,nan,3.0,3.0,ninguno,1,0,4.60971,-74.08175,96.0
30,200000,3754.0,2018-03-09,1883,1,empleado,familiar,4.0,entre uno y cinco anos,5000000.0,2500000.0,,indefinido,quincenal,soltero/a,no tengo,1.0,1.0,ninguno,1,0,4.60971,-74.08175,48.16031537450723
29,250000,4536.083333,2018-03-09,1883,1,empleado,arrendada,6.0,mas de 5 anos,1290000.0,700000.0,2000000.0,indefinido,quincenal,union libre,tecnologo,1.0,2.0,ninguno,1,0,6.25184,-75.56359,77.95663600525624
30,300000,5631.0,2018-03-10,1882,1,empleado,propia,3.0,mas de 5 anos,2000000.0,5480000.0,1250000.0,termino fijo,mensual,casado/a,profesional,2.0,2.0,moto,1,0,4.60971,-74.08175,0.985545335085414
30,150000,2815.5,2018-03-10,1882,1,empleado,familiar,3.0,entre uno y cinco anos,1000000.0,5000000.0,400000.0,indefinido,quincenal,soltero/a,secundaria,1.0,1.0,ninguno,1,0,4.60971,-74.08175,19.842312746386334
30,180000,3378.6,2018-03-10,1882,1,empleado,arrendada,2.0,mas de 5 anos,1600000.0,500000.0,300000.0,indefinido,mensual,union libre,tecnico,1.0,1.0,ninguno,1,0,4.43889,-75.23222,40.73587385019711
30,180000,3378.6,2018-03-10,1882,1,empleado,arrendada,2.0,entre uno y cinco anos,1100000.0,800000.0,,indefinido,quincenal,soltero/a,secundaria,1.0,1.0,moto,1,0,6.25184,-75.56359,3.6465177398160313
30,200000,3754.0,2018-03-10,1882,1,empleado,familiar,4.0,entre uno y cinco anos,1200000.0,400000.0,300000.0,indefinido,quincenal,soltero/a,profesional,,,carro,1,0,4.91857,-74.02799,7.063074901445466
30,200000,3754.0,2018-03-11,1881,1,independiente,nan,3.0,menos de un ano,15000000.0,700000.0,3000000.0,nan,nan,nan,nan,1.0,1.0,moto,1,0,2.43823,-76.61316,
30,130000,2440.1,2018-03-11,1881,1,independiente,familiar,3.0,mas de 5 anos,1500000.0,250000.0,200000.0,nan,nan,union libre,tecnico,1.0,1.0,ninguno,1,0,3.72315,-75.48316,
30,150000,2815.5,2018-03-11,1881,1,empleado,familiar,2.0,mas de 5 anos,842000.0,600000.0,200000.0,indefinido,quincenal,union libre,secundaria,1.0,,ninguno,1,0,4.60971,-74.08175,17.805519053876477
30,180000,3378.6,2018-03-11,1881,1,empleado,propia,2.0,mas de 5 anos,1000000.0,450000.0,0.0,termino fijo,quincenal,soltero/a,no tengo,0.0,1.0,ninguno,1,0,6.25184,-75.56359,
30,270000,5067.9,2018-03-11,1881,1,empleado,arrendada,2.0,menos de un ano,1350000.0,700000.0,640000.0,indefinido,quincenal,soltero/a,secundaria,1.0,2.0,ninguno,1,0,5.69188,-76.65835,72.0
9,200000,1126.2,2015-09-13,1881,0,empleado,nan,3.0,mas de 5 anos,,,,indefinido,quincenal,nan,nan,1.0,1.0,ninguno,1,0,4.60971,-74.08175,0.0
30,100000,1877.0,2015-07-20,1880,0,independiente,nan,2.0,mas de 5 anos,,,,nan,nan,nan,nan,0.0,0.0,ninguno,1,0,4.60971,-74.08175,
30,200000,3754.0,2017-11-03,1879,0,empleado,propia,3.0,mas de 5 anos,1500000.0,600000.0,,indefinido,mensual,soltero/a,no tengo,,1.0,ninguno,1,0,4.60971,-74.08175,
30,150000,2815.5,2017-11-03,1879,0,empleado,familiar,4.0,entre uno y cinco anos,1300000.0,500000.0,400000.0,termino fijo,mensual,soltero/a,tecnologo,,1.0,ninguno,1,0,4.33646,-74.36378,
30,190000,3566.3,2018-03-14,1878,1,independiente,familiar,2.0,entre uno y cinco anos,10500000.0,2350000.0,500000.0,nan,nan,union libre,tecnologo,2.0,2.0,moto,1,0,4.60971,-74.08175,
30,250000,4692.5,2018-03-15,1877,1,empleado,familiar,4.0,entre uno y cinco anos,1200000.0,400000.0,300000.0,indefinido,quincenal,soltero/a,profesional,,,carro,2,1,4.91857,-74.02799,7.227332457293035
30,100000,1877.0,2018-03-15,1877,1,empleado,familiar,3.0,entre uno y cinco anos,1520000.0,500000.0,300000.0,indefinido,quincenal,soltero/a,profesional,,,ninguno,1,0,4.43889,-75.23222,25.032851511169515
30,500000,9385.0,2018-03-16,1876,1,empleado,nan,3.0,menos de un ano,,,,termino fijo,quincenal,nan,nan,1.0,1.0,carro,1,0,4.60971,-74.08175,72.0
30,500000,9385.0,2018-03-16,1876,1,empleado,propia,3.0,mas de 5 anos,4770000.0,2200000.0,,termino fijo,mensual,casado/a,tecnologo,2.0,2.0,ninguno,1,0,4.60971,-74.08175,
30,150000,2815.5,2018-03-16,1876,1,empleado,familiar,2.0,menos de un ano,1400000.0,700000.0,150000.0,termino fijo,quincenal,soltero/a,secundaria,,,ninguno,1,0,4.17061,-76.16641,9.592641261498029
30,300000,5631.0,2018-03-17,1875,1,empleado,familiar,1.0,mas de 5 anos,3741000.0,1950000.0,1850000.0,indefinido,mensual,casado/a,postgrado,4.0,4.0,carro,1,0,10.96854,-74.78132,275.7884362680683
30,130000,2440.1,2018-03-17,1875,1,empleado,propia,2.0,mas de 5 anos,1000000.0,450000.0,0.0,termino fijo,quincenal,soltero/a,no tengo,0.0,1.0,ninguno,2,1,6.25184,-75.56359,
30,300000,5631.0,2018-03-18,1874,1,empleado,propia,4.0,entre uno y cinco anos,24250000.0,1500000.0,,indefinido,quincenal,casado/a,tecnologo,1.0,1.0,ninguno,1,0,6.17591,-75.59174,264.0
30,200000,3754.0,2018-03-18,1874,1,nan,nan,3.0,mas de 5 anos,,,380000.0,nan,nan,nan,nan,,,nan,1,0,4.60971,-74.08175,
30,120000,2252.4,2018-03-18,1874,1,empleado,arrendada,3.0,menos de un ano,1500000.0,450000.0,200000.0,termino fijo,quincenal,soltero/a,tecnico,,,ninguno,1,0,4.60971,-74.08175,
30,250000,4692.5,2018-03-18,1874,1,empleado,arrendada,2.0,entre uno y cinco anos,1755000.0,900000.0,350000.0,indefinido,quincenal,union libre,secundaria,2.0,2.0,ninguno,1,0,6.49156,-74.40326,11.0
30,120000,2252.4,2017-11-29,1874,0,empleado,familiar,4.0,entre uno y cinco anos,1200000.0,100000.0,200000.0,termino fijo,quincenal,soltero/a,profesional,0.0,0.0,moto,1,0,6.18461,-75.59913,
30,200000,3754.0,2018-03-18,1874,1,prestador de servicios,familiar,3.0,mas de 5 anos,1650000.0,350000.0,,nan,nan,soltero/a,tecnico,,,ninguno,1,0,10.39972,-75.51444,28.87647831800263
19,150000,1783.15,2018-03-19,1873,1,empleado,familiar,2.0,entre uno y cinco anos,937000.0,400000.0,200000.0,termino fijo,mensual,soltero/a,tecnico,,,ninguno,1,0,4.62306,-75.76278,13.600525624178712
30,250000,4692.5,2018-03-21,1871,1,empleado,propia,3.0,mas de 5 anos,1908000.0,1400000.0,,indefinido,mensual,union libre,profesional,2.0,2.0,ninguno,1,0,4.60971,-74.08175,5.486202365308804
30,240000,4504.8,2018-03-21,1871,1,empleado,familiar,3.0,entre uno y cinco anos,2500000.0,1600000.0,300000.0,indefinido,quincenal,soltero/a,tecnico,,3.0,ninguno,1,0,10.39972,-75.51444,
30,180000,3378.6,2018-03-21,1871,1,empleado,familiar,3.0,entre uno y cinco anos,1200000.0,500000.0,600000.0,indefinido,quincenal,soltero/a,secundaria,1.0,1.0,ninguno,1,0,6.25184,-75.56359,85.4796320630749
29,150000,2721.65,2018-03-21,1871,1,empleado,familiar,3.0,menos de un ano,2250000.0,600000.0,200000.0,termino fijo,mensual,casado/a,secundaria,2.0,1.0,ninguno,1,0,6.33732,-75.55795,73.16031537450722
30,250000,4692.5,2018-03-22,1870,1,empleado,arrendada,2.0,entre uno y cinco anos,1100000.0,800000.0,100000.0,indefinido,mensual,union libre,secundaria,3.0,1.0,moto,1,0,4.43889,-75.23222,11.0
30,280000,5255.6,2018-03-22,1870,1,prestador de servicios,familiar,3.0,entre uno y cinco anos,2400000.0,800000.0,900000.0,nan,nan,union libre,postgrado,1.0,1.0,moto,1,0,6.25184,-75.56359,
23,200000,2878.066667,2018-03-22,1870,1,empleado,propia,3.0,mas de 5 anos,1762000.0,800000.0,,indefinido,quincenal,soltero/a,tecnologo,,,ninguno,1,0,4.60971,-74.08175,6.898817345597897
30,120000,2252.4,2018-03-23,1869,1,empleado,familiar,1.0,mas de 5 anos,1000000.0,300000.0,200000.0,termino fijo,quincenal,soltero/a,tecnico,,,ninguno,1,0,6.25184,-75.56359,18.42969776609724
30,100000,1877.0,2018-03-24,1868,1,empleado,familiar,2.0,mas de 5 anos,1200000.0,850000.0,200000.0,indefinido,quincenal,union libre,tecnico,2.0,2.0,ninguno,1,0,6.25184,-75.56359,0.0
30,250000,4692.5,2018-03-24,1868,1,empleado,nan,2.0,entre uno y cinco anos,,,,termino fijo,quincenal,nan,nan,1.0,1.0,ninguno,1,0,6.33732,-75.55795,17.0
30,250000,4692.5,2018-03-24,1868,1,prestador de servicios,arrendada,2.0,entre uno y cinco anos,2713000.0,1500000.0,5000.0,nan,nan,soltero/a,tecnico,0.0,0.0,ninguno,1,0,8.74798,-75.88143,
30,150000,2815.5,2018-03-24,1868,1,empleado,familiar,3.0,mas de 5 anos,900000.0,150.0,100000.0,indefinido,mensual,soltero/a,tecnico,,,ninguno,2,1,10.96854,-74.78132,
26,250000,4066.833333,2018-03-24,1868,1,empleado,arrendada,3.0,entre uno y cinco anos,1000000.0,400000.0,1500000.0,indefinido,mensual,soltero/a,profesional,,,ninguno,1,0,4.60971,-74.08175,18.85676741130092
30,300000,5631.0,2017-03-10,1867,0,empleado,nan,3.0,mas de 5 anos,,,,indefinido,mensual,nan,nan,0.0,0.0,carro,1,0,4.60971,-74.08175,36.0
30,250000,4692.5,2018-03-26,1866,1,empleado,propia,2.0,mas de 5 anos,1200000.0,300000.0,800000.0,indefinido,quincenal,soltero/a,no tengo,,2.0,ninguno,1,0,8.23773,-73.35604,32.58869908015769
30,350000,6569.5,2017-07-16,1865,0,empleado,arrendada,4.0,entre uno y cinco anos,3710000.0,1000000.0,2500000.0,indefinido,quincenal,nan,nan,1.0,1.0,ninguno,1,0,6.25184,-75.56359,
30,100000,1877.0,2017-07-22,1864,0,empleado,propia,1.0,mas de 5 anos,1250000.0,450000.0,300000.0,indefinido,mensual,soltero/a,secundaria,0.0,0.0,ninguno,1,0,4.60971,-74.08175,18.0
30,270000,5067.9,2018-03-29,1863,1,independiente,familiar,3.0,entre uno y cinco anos,1200000.0,600000.0,200000.0,nan,nan,union libre,profesional,1.0,0.0,ninguno,1,0,4.60971,-74.08175,
30,300000,5631.0,2017-04-16,1863,0,independiente,familiar,4.0,entre uno y cinco anos,2500000.0,1500000.0,1000000.0,nan,nan,soltero/a,postgrado,,,ninguno,1,0,4.60971,-74.08175,
30,200000,3754.0,2018-02-08,1863,0,empleado,familiar,2.0,entre uno y cinco anos,1030000.0,500000.0,,indefinido,mensual,union libre,secundaria,,,ninguno,2,1,10.85953,-74.77386,108.0
30,200000,3754.0,2018-03-30,1862,1,empleado,familiar,3.0,mas de 5 anos,2000000.0,1000000.0,,indefinido,mensual,soltero/a,secundaria,1.0,,ninguno,1,0,2.50861,-78.4511,20.92641261498029
30,250000,4692.5,2018-03-30,1862,1,empleado,arrendada,3.0,menos de un ano,1400000.0,250000.0,,termino fijo,quincenal,soltero/a,tecnologo,,,ninguno,1,0,6.15639,-75.78722,18.42969776609724
30,220000,4129.4,2018-03-30,1862,1,empleado,familiar,3.0,entre uno y cinco anos,1200000.0,350000.0,150000.0,indefinido,quincenal,soltero/a,secundaria,,,moto,1,0,6.18461,-75.59913,29.204993429697765
30,200000,3754.0,2018-03-30,1862,1,empleado,familiar,3.0,mas de 5 anos,1500000.0,600000.0,100000.0,indefinido,quincenal,soltero/a,tecnologo,1.0,,moto,1,0,6.25184,-75.56359,44.90801576872536
30,350000,6569.5,2018-03-30,1862,1,empleado,familiar,3.0,mas de 5 anos,2300000.0,500000.0,350000.0,indefinido,mensual,soltero/a,profesional,1.0,1.0,ninguno,1,0,4.60971,-74.08175,58.93561103810775
30,150000,2815.5,2018-03-31,1861,1,empleado,arrendada,2.0,menos de un ano,1000000.0,750000.0,,indefinido,mensual,union libre,tecnico,1.0,,ninguno,1,0,4.60971,-74.08175,4.829172141918528
30,250000,4692.5,2018-03-31,1861,1,empleado,familiar,2.0,menos de un ano,1350000.0,800000.0,200000.0,indefinido,mensual,union libre,tecnico,2.0,2.0,ninguno,1,0,4.60971,-74.08175,108.44283837056504
29,200000,3628.866667,2018-03-31,1861,1,empleado,familiar,2.0,entre uno y cinco anos,2800000.0,1400000.0,,indefinido,quincenal,union libre,secundaria,3.0,3.0,ninguno,1,0,10.46314,-73.25322,
30,300000,5631.0,2017-04-27,1860,0,empleado,familiar,4.0,mas de 5 anos,1200000.0,500000.0,300000.0,indefinido,quincenal,soltero/a,profesional,,,ninguno,1,0,6.25184,-75.56359,41.85282522996058
30,200000,3754.0,2017-05-03,1860,0,empleado,nan,3.0,entre uno y cinco anos,,,,indefinido,quincenal,nan,nan,2.0,2.0,ninguno,1,0,4.60971,-74.08175,12.0
30,160000,3003.2,2017-10-29,1858,0,empleado,arrendada,2.0,entre uno y cinco anos,1034000.0,200000.0,200000.0,termino fijo,quincenal,soltero/a,secundaria,1.0,1.0,ninguno,1,0,4.60971,-74.08175,8.0
18,200000,2252.4,2018-04-03,1858,1,pensionado,familiar,4.0,entre uno y cinco anos,2183000.0,1300000.0,2000000.0,nan,nan,viudo/a,profesional,,,ninguno,1,0,8.74798,-75.88143,
30,230000,4317.1,2018-04-04,1857,1,empleado,arrendada,2.0,entre uno y cinco anos,1200000.0,400000.0,,indefinido,quincenal,soltero/a,secundaria,,,ninguno,1,0,4.60971,-74.08175,15.604467805519054
30,180000,3378.6,2018-04-04,1857,1,empleado,familiar,3.0,mas de 5 anos,1100000.0,300000.0,50000.0,termino fijo,quincenal,soltero/a,tecnologo,1.0,,ninguno,1,0,6.55952,-73.13637,5.683311432325887
30,180000,3378.6,2018-04-04,1857,1,empleado,familiar,3.0,mas de 5 anos,1000000.0,820000.0,180000.0,indefinido,quincenal,soltero/a,tecnico,1.0,1.0,ninguno,1,0,4.60971,-74.08175,
30,280000,5255.6,2018-04-04,1857,1,empleado,nan,2.0,entre uno y cinco anos,,,,indefinido,quincenal,nan,nan,0.0,0.0,ninguno,1,0,4.60971,-74.08175,2.0
30,220000,4129.4,2018-04-04,1857,1,empleado,familiar,2.0,mas de 5 anos,842000.0,600000.0,200000.0,indefinido,quincenal,union libre,secundaria,1.0,,ninguno,2,1,4.60971,-74.08175,18.593955321944808
30,250000,4692.5,2018-04-05,1856,1,empleado,familiar,3.0,mas de 5 anos,3000000.0,1000000.0,,indefinido,mensual,soltero/a,profesional,0.0,0.0,moto,1,0,4.60971,-74.08175,7.128777923784494
30,150000,2815.5,2017-09-10,1856,0,prestador de servicios,familiar,2.0,mas de 5 anos,1400000.0,600000.0,100000.0,nan,nan,soltero/a,tecnico,0.0,0.0,ninguno,1,0,3.58234,-76.49146,
30,150000,2815.5,2018-04-06,1855,1,empleado,arrendada,2.0,mas de 5 anos,900000.0,450000.0,80000.0,termino fijo,mensual,union libre,tecnologo,3.0,3.0,ninguno,1,0,4.60971,-74.08175,
30,330000,6194.1,2018-04-06,1855,1,empleado,nan,1.0,entre uno y cinco anos,,,,indefinido,quincenal,nan,nan,1.0,1.0,ninguno,1,0,10.46314,-73.25322,16.0
30,150000,2815.5,2018-04-07,1854,1,empleado,familiar,1.0,mas de 5 anos,950000.0,340000.0,100000.0,indefinido,quincenal,soltero/a,tecnico,,,ninguno,1,0,3.43722,-76.5225,84.0
30,105000,1970.85,2018-04-07,1854,1,independiente,familiar,3.0,mas de 5 anos,2200000.0,1400000.0,,nan,nan,soltero/a,profesional,2.0,1.0,ninguno,1,0,6.25184,-75.56359,
27,100000,1689.3,2018-04-09,1852,1,empleado,arrendada,2.0,menos de un ano,800000.0,250000.0,,termino fijo,mensual,union libre,secundaria,,,ninguno,1,0,7.02917,-71.42806,11.530880420499344
10,180000,1126.2,2016-05-02,1852,0,empleado,nan,3.0,entre uno y cinco anos,,,,indefinido,quincenal,nan,nan,1.0,1.0,moto,1,0,4.60971,-74.08175,20.0
28,420000,7357.84,2018-04-10,1851,1,empleado,familiar,3.0,mas de 5 anos,1600000.0,400000.0,300000.0,indefinido,quincenal,union libre,tecnico,1.0,1.0,ninguno,1,0,6.25184,-75.56359,
15,150000,1407.75,2018-04-10,1851,1,independiente,arrendada,4.0,entre uno y cinco anos,1800000.0,650000.0,300000.0,nan,nan,soltero/a,profesional,,,moto,1,0,9.31505,-75.29283,
30,200000,3754.0,2018-04-11,1850,1,empleado,arrendada,3.0,mas de 5 anos,1200000.0,650000.0,250000.0,indefinido,quincenal,soltero/a,tecnico,,2.0,ninguno,1,0,5.04333,-76.01667,84.78975032851511
30,120000,2252.4,2018-04-11,1850,1,empleado,arrendada,2.0,mas de 5 anos,789000.0,400000.0,100000.0,indefinido,quincenal,soltero/a,secundaria,2.0,,ninguno,1,0,6.33732,-75.55795,23.324572930354798
30,300000,5631.0,2018-04-11,1850,1,independiente,arrendada,3.0,entre uno y cinco anos,2700000.0,1900000.0,500000.0,nan,nan,union libre,tecnologo,2.0,2.0,ninguno,1,0,5.06889,-75.51738,
30,120000,2252.4,2017-12-17,1850,0,empleado,propia,4.0,entre uno y cinco anos,2000000.0,800000.0,500000.0,termino fijo,mensual,soltero/a,no tengo,,,ninguno,1,0,4.60971,-74.08175,
30,200000,3754.0,2018-04-12,1849,1,empleado,familiar,2.0,mas de 5 anos,950000.0,300000.0,100000.0,indefinido,quincenal,soltero/a,tecnologo,1.0,1.0,moto,1,0,4.60971,-74.08175,24.63863337713535
30,250000,4692.5,2018-04-13,1848,1,empleado,propia,3.0,mas de 5 anos,3750000.0,2750000.0,500000.0,indefinido,mensual,casado/a,tecnologo,2.0,1.0,ninguno,1,0,4.60971,-74.08175,111.36662286465177
30,220000,4129.4,2018-04-13,1848,1,independiente,familiar,3.0,menos de un ano,5000000.0,1500000.0,500000.0,nan,nan,casado/a,profesional,1.0,1.0,ninguno,1,0,6.33732,-75.55795,
30,200000,3754.0,2018-04-14,1847,1,empleado,arrendada,2.0,mas de 5 anos,2000000.0,600000.0,100000.0,indefinido,quincenal,casado/a,tecnico,2.0,,ninguno,1,0,3.8801,-77.03116,134.59264126149802
30,250000,4692.5,2017-06-09,1847,0,empleado,arrendada,2.0,entre uno y cinco anos,1800000.0,400000.0,150000.0,indefinido,quincenal,soltero/a,tecnico,0.0,0.0,ninguno,1,0,3.43722,-76.5225,45.893561103810775
30,170000,3190.9,2018-04-15,1846,1,empleado,familiar,3.0,entre uno y cinco anos,850000.0,300000.0,100000.0,indefinido,quincenal,soltero/a,tecnico,,,ninguno,1,0,6.18461,-75.59913,11.268068331143233
30,100000,1877.0,2017-07-20,1844,0,empleado,nan,1.0,mas de 5 anos,,,,termino fijo,mensual,nan,nan,3.0,2.0,ninguno,1,0,10.39972,-75.51444,75.32851511169514
30,100000,1877.0,2015-08-02,1843,0,empleado,nan,3.0,mas de 5 anos,,,,indefinido,mensual,nan,nan,0.0,0.0,ninguno,1,0,4.60971,-74.08175,3.0
30,210000,3941.7,2018-04-19,1842,1,empleado,arrendada,2.0,mas de 5 anos,1700000.0,1000000.0,,indefinido,quincenal,soltero/a,profesional,2.0,2.0,moto,1,0,2.50861,-78.4511,65.99868593955323
30,220000,4129.4,2018-04-19,1842,1,empleado,propia,6.0,entre uno y cinco anos,1200000.0,400000.0,600000.0,indefinido,quincenal,soltero/a,no tengo,,,ninguno,1,0,10.39972,-75.51444,12.614980289093298
