PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,Cuotas en mora,ESTRATO,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,PERSONAS A CARGO,NUMERO DE HIJOS,NUM.CREDITOS SOLICITADOS,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,AÑOS EN LA VIVIENDA,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,TIPO DE VEHICULO,TIEMPO TRABAJO
30,120000,2252.4,1898,1,2.0,800000.0,460000.0,,2.0,2.0,1,1/23/2018,2/22/2018,Empleado,BOGOTA,CALL CENTER ,familiar,mas de 5 años,Termino fijo,Quincenal,Unión Libre,Técnico,Ninguno,SEIS HORAS
30,100000,1877.0,1898,1,4.0,1000000.0,750000.0,,,,1,1/23/2018,2/22/2018,Empleado,Barranquilla,Auxiliar Gestion de seguridad,familiar,mas de 5 años,Indefinido,Mensual,Unión Libre,Profesional,Moto,2017-02-07
30,150000,2815.5,1897,1,2.0,1100000.0,400000.0,100000.0,2.0,2.0,1,1/24/2018,2/23/2018,Empleado,bogota,auxiliar general,arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2017-08-10
30,250000,4692.5,1897,1,2.0,2400000.0,700000.0,1200000.0,4.0,3.0,1,1/24/2018,2/23/2018,Empleado,SINCELEJO,ARQUITECTO RESIDENTE DE OBRA,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2015-08-03
30,500000,9385.0,1897,0,3.0,,,,1.0,1.0,1,10/26/2016,11/25/2016,Empleado,bogota,auxiliar administrativa,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2020-06-01
30,130000,2440.1,1897,0,2.0,1451000.0,800000.0,500000.0,3.0,4.0,1,6/12/2017,7/12/2017,Empleado,BOGOTA,AUX ADMINISTRATIVO,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Tecnólogo,Ninguno,2012-10-18
30,150000,2815.5,1896,1,3.0,1100000.0,500000.0,200000.0,2.0,2.0,1,1/25/2018,2/24/2018,Empleado,bogota,Auxiliar de bodega,arrendada,mas de 5 años,Indefinido,Quincenal,Divorciado/a,Secundaria,Ninguno,2019-09-11
30,200000,3754.0,1896,1,3.0,1500000.0,500000.0,,,,1,1/25/2018,2/24/2018,Empleado,TUNJA,ACTIVADORA ,familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Secundaria,Moto,36
30,200000,3754.0,1895,1,2.0,2800000.0,800000.0,300000.0,1.0,1.0,1,1/26/2018,2/25/2018,Empleado,bogota,cantante,familiar,mas de 5 años,Indefinido,Quincenal,Casado/a,Secundaria,Moto,2011-09-30
30,220000,4129.4,1895,1,3.0,,,,1.0,1.0,1,1/26/2018,2/25/2018,Empleado,cali,operario de calidad,familiar,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,7 meses
30,200000,3754.0,1895,0,2.0,1030000.0,500000.0,,,,1,12/18/2017,1/17/2018,Empleado,Malambo Atlántico,Guarda de seguridad,familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Secundaria,Ninguno,9
30,250000,4692.5,1894,0,4.0,,,,0.0,0.0,1,2/14/2017,3/16/2017,Independiente,BOGOTA,ANALISTA DE MERCADO,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
30,180000,3378.6,1892,1,2.0,1200000.0,400000.0,100000.0,,,1,1/29/2018,2/28/2018,Empleado,bogota,operario ,arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,2016-08-10
30,190000,3566.3,1891,1,2.0,1200000.0,400000.0,100000.0,,,1,1/30/2018,3/1/2018,Empleado,Bucaramanga ,Auxiliar de enfermería ,arrendada,entre uno y cinco años,Termino fijo,Mensual,Unión Libre,Técnico,Ninguno,2016-10-11
30,160000,3003.2,1891,1,3.0,1400000.0,600000.0,200000.0,1.0,1.0,1,1/30/2018,3/1/2018,Empleado,bogota,AUXILIAR DE ENFERMERIA,propia,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2017-06-10
30,350000,6569.5,1891,0,3.0,4500000.0,2500000.0,1500000.0,2.0,3.0,1,3/27/2017,4/26/2017,Empleado,Bogota,Ejecutivo financiero,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2017-07-01
30,170000,3190.9,1890,1,2.0,2120000.0,600000.0,,1.0,,1,1/31/2018,3/2/2018,Empleado,bogota,counter,arrendada,mas de 5 años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,1997-11-11
30,160000,3003.2,1890,1,4.0,2000000.0,800000.0,200000.0,,,1,1/31/2018,3/2/2018,Independiente,Cali,Florista,arrendada,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,
18,150000,1689.3,1890,1,3.0,1500000.0,400000.0,,1.0,1.0,1,2/12/2018,3/2/2018,Empleado,Pasto,Experto Mazda,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,06032017
30,220000,4129.4,1889,1,2.0,8000000.0,2000000.0,240000.0,1.0,,1,2/1/2018,3/3/2018,Independiente,Suaza,Propietario,arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Moto,
30,180000,3378.6,1889,1,3.0,450000.0,120000.0,,,,1,2/1/2018,3/3/2018,Desempleado,Bogotá ,,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,
30,200000,3754.0,1888,1,4.0,1200000.0,400000.0,,2.0,1.0,1,2/2/2018,3/4/2018,Empleado,Cali,Técnico redes,familiar,mas de 5 años,Indefinido,Mensual,Unión Libre,Secundaria,Ninguno,2015-01-05
14,200000,1751.866667,1888,0,3.0,1300000.0,600000.0,200000.0,1.0,1.0,1,9/13/2017,9/27/2017,Empleado,Cucuta,Cajera,arrendada,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Profesional,Moto,4 años
30,200000,3754.0,1885,1,3.0,1759000.0,850000.0,,2.0,2.0,1,2/5/2018,3/7/2018,Empleado,Florida Blanca ,Líder Abastecimiento Alimentos,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2001-03-03
28,200000,3503.733333,1885,1,2.0,1500000.0,600000.0,200000.0,1.0,,1,2/7/2018,3/7/2018,Empleado,Bogota,Supervisor de meseros,familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2017-08-25
30,150000,2815.5,1884,1,3.0,925000.0,300000.0,0.0,2.0,,1,2/6/2018,3/8/2018,Empleado,CALI,PROMOTOR,familiar,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Secundaria,Carro,60
30,160000,3003.2,1883,1,4.0,,,,0.0,0.0,1,2/7/2018,3/9/2018,Empleado,Bogotá,fonosudiologa,familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2018-06-13
30,200000,3754.0,1883,1,4.0,1130000.0,500000.0,300000.0,1.0,1.0,1,2/7/2018,3/9/2018,Empleado,Medellin,Asesora comercial,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,09/02/2016
30,200000,3754.0,1883,0,2.0,,,,3.0,3.0,1,1/23/2017,2/22/2017,Empleado,Bogota,Auxiliar Administrativo,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,8 años
30,200000,3754.0,1883,1,4.0,5000000.0,2500000.0,,1.0,1.0,1,2/7/2018,3/9/2018,Empleado,Bogota,representante legal ,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2014-02-02
29,250000,4536.083333,1883,1,6.0,1290000.0,700000.0,2000000.0,1.0,2.0,1,2/8/2018,3/9/2018,Empleado,MEDELLIN,CUIDADORA ANCIANOS,arrendada,mas de 5 años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Ninguno,2011-08-11
30,300000,5631.0,1882,1,3.0,2000000.0,5480000.0,1250000.0,2.0,2.0,1,2/8/2018,3/10/2018,Empleado,bogota,Docente,propia,mas de 5 años,Termino fijo,Mensual,Casado/a,Profesional,Moto,2018-01-09
30,150000,2815.5,1882,1,3.0,1000000.0,5000000.0,400000.0,1.0,1.0,1,2/8/2018,3/10/2018,Empleado,Bogota,Promotor,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2016-06-14
30,180000,3378.6,1882,1,2.0,1600000.0,500000.0,300000.0,1.0,1.0,1,2/8/2018,3/10/2018,Empleado,Ibague,Auxiliar de enfermeria,arrendada,mas de 5 años,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2014-09-17
30,180000,3378.6,1882,1,2.0,1100000.0,800000.0,,1.0,1.0,1,2/8/2018,3/10/2018,Empleado,Medellín,Guarda de seguridad,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Moto,2017-10-20
30,200000,3754.0,1882,1,4.0,1200000.0,400000.0,300000.0,,,1,2/8/2018,3/10/2018,Empleado,Cajica,Programador de mantenimiento,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Carro,2017-07-08
30,200000,3754.0,1881,1,3.0,15000000.0,700000.0,3000000.0,1.0,1.0,1,2/9/2018,3/11/2018,Independiente,popayán,gerente,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Moto,
30,130000,2440.1,1881,1,3.0,1500000.0,250000.0,200000.0,1.0,1.0,1,2/9/2018,3/11/2018,Independiente,chaparral,dueña de miscelanea,familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,
30,150000,2815.5,1881,1,2.0,842000.0,600000.0,200000.0,1.0,,1,2/9/2018,3/11/2018,Empleado,Bogotá,Auxiliar de proceso,familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2016-08-16
30,180000,3378.6,1881,1,2.0,1000000.0,450000.0,0.0,0.0,1.0,1,2/9/2018,3/11/2018,Empleado,Medellín,Vigilante en salas deventas,propia,mas de 5 años,Termino fijo,Quincenal,Soltero/a,No tengo,Ninguno,2012 02 27
30,270000,5067.9,1881,1,2.0,1350000.0,700000.0,640000.0,1.0,2.0,1,2/9/2018,3/11/2018,Empleado,Choco quibdo,Auxiliar de cocina ,arrendada,menos de un año,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,6
9,200000,1126.2,1881,0,3.0,,,,1.0,1.0,1,9/4/2015,9/13/2015,Empleado,BOGOTA,EJECUTIVA COMERCIAL,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,8:00 A 12:00 Y 2:00 A 6:00
30,100000,1877.0,1880,0,2.0,,,,0.0,0.0,1,6/20/2015,7/20/2015,Independiente,bogota,gerente,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
30,200000,3754.0,1879,0,3.0,1500000.0,600000.0,,,1.0,1,10/4/2017,11/3/2017,Empleado,bogota,aux arquitectura,propia,mas de 5 años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,
30,150000,2815.5,1879,0,4.0,1300000.0,500000.0,400000.0,,1.0,1,10/4/2017,11/3/2017,Empleado,fusagasuga,Auxiliar Administrativo,familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Tecnólogo,Ninguno,
30,190000,3566.3,1878,1,2.0,10500000.0,2350000.0,500000.0,2.0,2.0,1,2/12/2018,3/14/2018,Independiente,bogota,propietario,familiar,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Moto,
30,250000,4692.5,1877,1,4.0,1200000.0,400000.0,300000.0,,,2,2/13/2018,3/15/2018,Empleado,Cajica,Programador de mantenimiento,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Carro,2017-07-08
30,100000,1877.0,1877,1,3.0,1520000.0,500000.0,300000.0,,,1,2/13/2018,3/15/2018,Empleado,Ibagué,Asistente Administrativo,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2016-01-13
30,500000,9385.0,1876,1,3.0,,,,1.0,1.0,1,2/14/2018,3/16/2018,Empleado,Bogotá,Escolta,familiar,menos de un año,Termino fijo,Quincenal,Soltero/a,Profesional,Carro,6 años
30,500000,9385.0,1876,1,3.0,4770000.0,2200000.0,,2.0,2.0,1,2/14/2018,3/16/2018,Empleado,bogota,Operador de Medios,propia,mas de 5 años,Termino fijo,Mensual,Casado/a,Tecnólogo,Ninguno,2018-08-02
30,150000,2815.5,1876,1,2.0,1400000.0,700000.0,150000.0,,,1,2/14/2018,3/16/2018,Empleado,andalucia Valle del Cauca,Guarda de Seguridad,familiar,menos de un año,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,2017-04-28
30,300000,5631.0,1875,1,1.0,3741000.0,1950000.0,1850000.0,4.0,4.0,1,2/15/2018,3/17/2018,Empleado,Barranquilla,Docente,familiar,mas de 5 años,Indefinido,Mensual,Casado/a,Postgrado,Carro,1995-02-21
30,130000,2440.1,1875,1,2.0,1000000.0,450000.0,0.0,0.0,1.0,2,2/15/2018,3/17/2018,Empleado,Medellín,Vigilante en salas deventas,propia,mas de 5 años,Termino fijo,Quincenal,Soltero/a,No tengo,Ninguno,2012 02 27
30,300000,5631.0,1874,1,4.0,24250000.0,1500000.0,,1.0,1.0,1,2/16/2018,3/18/2018,Empleado,Envigado,Jefe De Operaciones,propia,entre uno y cinco años,Indefinido,Quincenal,Casado/a,Tecnólogo,Ninguno,22
30,120000,2252.4,1874,1,3.0,1500000.0,450000.0,200000.0,,,1,2/16/2018,3/18/2018,Empleado,bogota,asesor de ventas,arrendada,menos de un año,Termino fijo,Quincenal,Soltero/a,Técnico,Ninguno,24.07.2017
30,250000,4692.5,1874,1,2.0,1755000.0,900000.0,350000.0,2.0,2.0,1,2/16/2018,3/18/2018,Empleado,Puerto Berrio ,Conductor c2,arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,11 meses 
30,120000,2252.4,1874,0,4.0,1200000.0,100000.0,200000.0,0.0,0.0,1,10/30/2017,11/29/2017,Empleado,itagui,auxiliar juridico,familiar,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Profesional,Moto,2018-10-09
30,200000,3754.0,1874,1,3.0,1650000.0,350000.0,,,,1,2/16/2018,3/18/2018,Prestador de servicios,Cartagena,Técnico en mantenimiento y reparación de Computadores,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2015-09-21
19,150000,1783.15,1873,1,2.0,937000.0,400000.0,200000.0,,,1,2/28/2018,3/19/2018,Empleado,quimbaya,secretaria,familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Técnico,Ninguno,2017-01-10
30,250000,4692.5,1871,1,3.0,1908000.0,1400000.0,,2.0,2.0,1,2/19/2018,3/21/2018,Empleado,BOGOTA,CONTADOR,propia,mas de 5 años,Indefinido,Mensual,Unión Libre,Profesional,Ninguno,2017-09-05
30,240000,4504.8,1871,1,3.0,2500000.0,1600000.0,300000.0,,3.0,1,2/19/2018,3/21/2018,Empleado,Cartagena,Operario,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2019-10-01
30,180000,3378.6,1871,1,3.0,1200000.0,500000.0,600000.0,1.0,1.0,1,2/19/2018,3/21/2018,Empleado,MEDELLIN,AUXILIAR CONTABLE,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2011-01-05
29,150000,2721.65,1871,1,3.0,2250000.0,600000.0,200000.0,2.0,1.0,1,2/20/2018,3/21/2018,Empleado,bello,asesor comercial,familiar,menos de un año,Termino fijo,Mensual,Casado/a,Secundaria,Ninguno,2012-01-16
30,250000,4692.5,1870,1,2.0,1100000.0,800000.0,100000.0,3.0,1.0,1,2/20/2018,3/22/2018,Empleado,ibaque,guarda,arrendada,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Secundaria,Moto,11 meses
30,280000,5255.6,1870,1,3.0,2400000.0,800000.0,900000.0,1.0,1.0,1,2/20/2018,3/22/2018,Prestador de servicios,medellin,psicologa,familiar,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Postgrado,Moto,
23,200000,2878.066667,1870,1,3.0,1762000.0,800000.0,,,,1,2/27/2018,3/22/2018,Empleado,bogota,analista de operaciones,propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Ninguno,2017-08-01
30,120000,2252.4,1869,1,1.0,1000000.0,300000.0,200000.0,,,1,2/21/2018,3/23/2018,Empleado,Medellin,Asesora,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Técnico,Ninguno,2016-08-09
30,100000,1877.0,1868,1,2.0,1200000.0,850000.0,200000.0,2.0,2.0,1,2/22/2018,3/24/2018,Empleado,medellin,jefe control interno,familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,ext 102
30,250000,4692.5,1868,1,2.0,,,,1.0,1.0,1,2/22/2018,3/24/2018,Empleado,Bello,Operador de medios,familiar,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,17 meses
30,250000,4692.5,1868,1,2.0,2713000.0,1500000.0,5000.0,0.0,0.0,1,2/22/2018,3/24/2018,Prestador de servicios,Monteria,Técnico Administrativo,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,
30,150000,2815.5,1868,1,3.0,900000.0,150.0,100000.0,,,2,2/22/2018,3/24/2018,Empleado,Barranquilla,Cajero,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Técnico,Ninguno,
26,250000,4066.833333,1868,1,3.0,1000000.0,400000.0,1500000.0,,,1,2/26/2018,3/24/2018,Empleado,bogota,asesor comercial,arrendada,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2016-08-01
30,300000,5631.0,1867,0,3.0,,,,0.0,0.0,1,2/8/2017,3/10/2017,Empleado,Bogota,Ingeniero nivel 2,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Carro,3 años
30,250000,4692.5,1866,1,2.0,1200000.0,300000.0,800000.0,,2.0,1,2/24/2018,3/26/2018,Empleado,TOCANCIPA,OPERARIO,propia,mas de 5 años,Indefinido,Quincenal,Soltero/a,No tengo,Ninguno,2015-06-08
30,350000,6569.5,1865,0,4.0,3710000.0,1000000.0,2500000.0,1.0,1.0,1,6/16/2017,7/16/2017,Empleado,Medellín,Analista de datos,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2017-10-23
30,100000,1877.0,1864,0,1.0,1250000.0,450000.0,300000.0,0.0,0.0,1,6/22/2017,7/22/2017,Empleado,Bogota,Administrador,propia,mas de 5 años,Indefinido,Mensual,Soltero/a,Secundaria,Ninguno,18 meses
30,270000,5067.9,1863,1,3.0,1200000.0,600000.0,200000.0,1.0,0.0,1,2/27/2018,3/29/2018,Independiente,Bogota,Secretaria,familiar,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Profesional,Ninguno,
30,300000,5631.0,1863,0,4.0,2500000.0,1500000.0,1000000.0,,,1,3/17/2017,4/16/2017,Independiente,Bogota,Asesor,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Postgrado,Ninguno,
30,200000,3754.0,1863,0,2.0,1030000.0,500000.0,,,,2,1/9/2018,2/8/2018,Empleado,Malambo Atlántico,Guarda de seguridad,familiar,entre uno y cinco años,Indefinido,Mensual,Unión Libre,Secundaria,Ninguno,9
30,200000,3754.0,1862,1,3.0,2000000.0,1000000.0,,1.0,,1,2/28/2018,3/30/2018,Empleado,Mosquera,Analista,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Secundaria,Ninguno,2016-06-01
30,250000,4692.5,1862,1,3.0,1400000.0,250000.0,,,,1,2/28/2018,3/30/2018,Empleado,armenia,analista de tramite y cartera,arrendada,menos de un año,Termino fijo,Quincenal,Soltero/a,Tecnólogo,Ninguno,2016-08-16
30,220000,4129.4,1862,1,3.0,1200000.0,350000.0,150000.0,,,1,2/28/2018,3/30/2018,Empleado,itagui,operario,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Moto,2015-09-23
30,200000,3754.0,1862,1,3.0,1500000.0,600000.0,100000.0,1.0,,1,2/28/2018,3/30/2018,Empleado,MEDELLÍN,Análisita de calidad ,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2014-06-02
30,350000,6569.5,1862,1,3.0,2300000.0,500000.0,350000.0,1.0,1.0,1,2/28/2018,3/30/2018,Empleado,Bogota,Coordinadora,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2013-04-01
30,150000,2815.5,1861,1,2.0,1000000.0,750000.0,,1.0,,1,3/1/2018,3/31/2018,Empleado,bogota,call center ,arrendada,menos de un año,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2017-10-05
30,250000,4692.5,1861,1,2.0,1350000.0,800000.0,200000.0,2.0,2.0,1,3/1/2018,3/31/2018,Empleado,Bogota ,Patrullero ,familiar,menos de un año,Indefinido,Mensual,Unión Libre,Técnico,Ninguno,2009-02-15
29,200000,3628.866667,1861,1,2.0,2800000.0,1400000.0,,3.0,3.0,1,3/2/2018,3/31/2018,Empleado,Valledupar,Vigilante,familiar,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,04-26-2014
30,300000,5631.0,1860,0,4.0,1200000.0,500000.0,300000.0,,,1,3/28/2017,4/27/2017,Empleado,Medellín ,Auxiliar administrativo ,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2013-10-01
30,200000,3754.0,1860,0,3.0,,,,2.0,2.0,1,4/3/2017,5/3/2017,Empleado,Bogota,Conductor,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,1 año
30,160000,3003.2,1858,0,2.0,1034000.0,200000.0,200000.0,1.0,1.0,1,9/29/2017,10/29/2017,Empleado,bogota,operario,arrendada,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Secundaria,Ninguno,8meses
18,200000,2252.4,1858,1,4.0,2183000.0,1300000.0,2000000.0,,,1,3/16/2018,4/3/2018,Pensionado,Monteria,,familiar,entre uno y cinco años,Indefinido,Quincenal,Viudo/a,Profesional,Ninguno,
30,230000,4317.1,1857,1,2.0,1200000.0,400000.0,,,,1,3/5/2018,4/4/2018,Empleado,Bogotá,oficios varios,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2016-11-15
30,180000,3378.6,1857,1,3.0,1100000.0,300000.0,50000.0,1.0,,1,3/5/2018,4/4/2018,Empleado,San Gil,Siso . Administrativo,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Tecnólogo,Ninguno,2017-09-13
30,180000,3378.6,1857,1,3.0,1000000.0,820000.0,180000.0,1.0,1.0,1,3/5/2018,4/4/2018,Empleado,Bogota,Analista logistica,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2018-08-01
30,280000,5255.6,1857,1,2.0,,,,0.0,0.0,1,3/5/2018,4/4/2018,Empleado,Bogotá,Asesor de servicios,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2 meses
30,220000,4129.4,1857,1,2.0,842000.0,600000.0,200000.0,1.0,,2,3/5/2018,4/4/2018,Empleado,Bogotá,Auxiliar de proceso,familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Secundaria,Ninguno,2016-08-16
30,250000,4692.5,1856,1,3.0,3000000.0,1000000.0,,0.0,0.0,1,3/6/2018,4/5/2018,Empleado,Bogota,Coordinador,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Moto,2017-08-01
30,150000,2815.5,1856,0,2.0,1400000.0,600000.0,100000.0,0.0,0.0,1,8/11/2017,9/10/2017,Prestador de servicios,yumbo,aux enfermeria,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,
30,150000,2815.5,1855,1,2.0,900000.0,450000.0,80000.0,3.0,3.0,1,3/7/2018,4/6/2018,Empleado,Bogota,Analista,arrendada,mas de 5 años,Termino fijo,Mensual,Unión Libre,Tecnólogo,Ninguno,29 09 2017
30,330000,6194.1,1855,1,1.0,,,,1.0,1.0,1,3/7/2018,4/6/2018,Empleado,Valledupar,Guarda de seguridad,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,16 meses
30,150000,2815.5,1854,1,1.0,950000.0,340000.0,100000.0,,,1,3/8/2018,4/7/2018,Empleado,Cali,Asesora comercial,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,7
30,105000,1970.85,1854,1,3.0,2200000.0,1400000.0,,2.0,1.0,1,3/8/2018,4/7/2018,Independiente,Medellín,Periodista,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
27,100000,1689.3,1852,1,2.0,800000.0,250000.0,,,,1,3/13/2018,4/9/2018,Empleado,Mariquita,Analista Tecnologico,arrendada,menos de un año,Termino fijo,Mensual,Unión Libre,Secundaria,Ninguno,2017-03-27
10,180000,1126.2,1852,0,3.0,,,,1.0,1.0,1,4/22/2016,5/2/2016,Empleado,Bogotá,ingeniera biomedica,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Moto,20 meses
28,420000,7357.84,1851,1,3.0,1600000.0,400000.0,300000.0,1.0,1.0,1,3/13/2018,4/10/2018,Empleado,Medellin,Asesora,familiar,mas de 5 años,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2018-06-21
15,150000,1407.75,1851,1,4.0,1800000.0,650000.0,300000.0,,,1,3/27/2018,4/10/2018,Independiente,Corozal,Distribuidor ,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Moto,
30,200000,3754.0,1850,1,3.0,1200000.0,650000.0,250000.0,,2.0,1,3/12/2018,4/11/2018,Empleado,la ceja,lider servicios Generales,arrendada,mas de 5 años,Indefinido,Quincenal,Soltero/a,Técnico,Ninguno,2011-02-16
30,120000,2252.4,1850,1,2.0,789000.0,400000.0,100000.0,2.0,,1,3/12/2018,4/11/2018,Empleado,Bello,Operaria mano de obra,arrendada,mas de 5 años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,2016-04-01
30,300000,5631.0,1850,1,3.0,2700000.0,1900000.0,500000.0,2.0,2.0,1,3/12/2018,4/11/2018,Independiente,MANIZALES,PERIODISTA,arrendada,entre uno y cinco años,Indefinido,Quincenal,Unión Libre,Tecnólogo,Ninguno,
30,120000,2252.4,1850,0,4.0,2000000.0,800000.0,500000.0,,,1,11/17/2017,12/17/2017,Empleado,BOGOTA,ANALISTA CONTABLE,propia,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,No tengo,Ninguno,
30,200000,3754.0,1849,1,2.0,950000.0,300000.0,100000.0,1.0,1.0,1,3/13/2018,4/12/2018,Empleado,bogota,Auxiliar de odontologia,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Tecnólogo,Moto,2016-02-22
30,250000,4692.5,1848,1,3.0,3750000.0,2750000.0,500000.0,2.0,1.0,1,3/14/2018,4/13/2018,Empleado,Bogotá ,Agente de Protección y Seguridad III ,propia,mas de 5 años,Indefinido,Mensual,Casado/a,Tecnólogo,Ninguno,2008-12-01
