PLAZO,CAPITAL,INT CORRIENTE,DÍAS MORA,Cuotas en mora,ESTRATO,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,PERSONAS A CARGO,NUMERO DE HIJOS,NUM.CREDITOS SOLICITADOS,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,AÑOS EN LA VIVIENDA,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,TIPO DE VEHICULO,TIEMPO TRABAJO
30,120000,2252.4,2766,1,2.0,,,,1.0,2.0,1,9/8/2015,10/8/2015,Empleado,VALLEDUPAR,AUXILIAR ADMINISTRATIVO,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2 AÑOS
28,100000,1751.866667,2719,1,2.0,,,,2.0,2.0,1,10/27/2015,11/24/2015,Empleado,bogota,jefe de bodega y logisitca,familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,18 meses
29,400000,7257.733333,2711,1,3.0,,,,3.0,1.0,1,11/3/2015,12/2/2015,Pensionado,dosquebradas,jefe de recurso,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
22,100000,1376.466667,2696,1,3.0,,,,3.0,1.0,1,11/25/2015,12/17/2015,Empleado,BOGOTA,AUXILIAR TECNOLOGIA,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Moto,1 AÑO
30,230000,4317.1,2695,1,5.0,,,,1.0,1.0,1,11/18/2015,12/18/2015,Empleado,Manizales,Ingeniera de alimentos,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,2 años
30,330000,6194.1,2694,1,3.0,,,,1.0,1.0,1,11/19/2015,12/19/2015,Empleado,Medellín,Auxiliar de enfermeria,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,15 meses
30,100000,1877.0,2680,1,3.0,,,,0.0,0.0,1,12/3/2015,1/2/2016,Empleado,Cali,Profesional de Talento Humano,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Carro,6 meses
30,170000,3190.9,2680,1,4.0,,,,0.0,0.0,1,12/3/2015,1/2/2016,Empleado,Rionegro,Supervisor,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,1 año
18,150000,1689.3,2677,1,1.0,,,,1.0,1.0,1,12/18/2015,1/5/2016,Empleado,PEREIRA,AUXILIAR DE PARQUEADERO E INFORMADORA,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Moto,8 AÑOS
30,150000,2815.5,2666,1,3.0,,,,1.0,1.0,1,12/17/2015,1/16/2016,Empleado,Medellín,Auxiliar de facturación,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2021-03-01
27,100000,1689.3,2665,1,3.0,,,,2.0,2.0,1,12/21/2015,1/17/2016,Empleado,Cundinamarca,Analista Gestión Integral,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,4 años
30,130000,2440.1,2661,1,3.0,,,,0.0,1.0,1,12/22/2015,1/21/2016,Empleado,bogota,asistente compras,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2020-02-04
30,170000,3190.9,2659,1,3.0,,,,1.0,0.0,1,12/24/2015,1/23/2016,Empleado,VALLEDUPAR,AUXILIAR DE ENFERMERIA,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,3 AÑOS
15,160000,1501.6,2659,1,2.0,,,,0.0,0.0,1,1/8/2016,1/23/2016,Empleado,cali,asesor contact center,familiar,menos de un año,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,9 meses
14,150000,1313.9,2653,1,3.0,,,,2.0,2.0,1,1/15/2016,1/29/2016,Empleado,venecia,asistente,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,15 meses
30,150000,2815.5,2653,1,3.0,,,,1.0,1.0,1,12/30/2015,1/29/2016,Empleado,Bogota,Oficios varios,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,9 meses
30,200000,3754.0,2648,1,2.0,,,,0.0,0.0,1,1/4/2016,2/3/2016,Empleado,Bogota,Supervisor Camercial,familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,17 meses
30,100000,1877.0,2645,1,3.0,,,,0.0,0.0,1,1/7/2016,2/6/2016,Empleado,BUCARAMANGA,ASISTENTE DE GERENCIA,familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,7
30,180000,3378.6,2644,1,2.0,,,,0.0,0.0,1,1/8/2016,2/7/2016,Empleado,medellin,mensajero,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,3 años
30,400000,7508.0,2643,1,3.0,,,,1.0,1.0,1,1/9/2016,2/8/2016,Empleado,cali,analista,familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2 años
29,170000,3084.536667,2639,1,4.0,,,,0.0,2.0,1,1/14/2016,2/12/2016,Pensionado,medellin,,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
23,150000,2158.55,2639,1,3.0,,,,0.0,0.0,1,1/20/2016,2/12/2016,Empleado,Bogota,Auxiliar Administrativa,familiar,menos de un año,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,7 meses
30,380000,7132.6,2637,1,2.0,,,,0.0,0.0,1,1/15/2016,2/14/2016,Empleado,Bogota,AUXILIAR DE SERVICIOS GENERALES,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,1 Y 8 MESES
30,200000,3754.0,2631,1,3.0,,,,2.0,1.0,1,1/21/2016,2/20/2016,Empleado,Cali,Mensajero,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,6 años
30,300000,5631.0,2625,1,3.0,,,,1.0,1.0,1,1/27/2016,2/26/2016,Independiente,San agustin,Mecanico,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Carro,
30,250000,4692.5,2623,1,3.0,,,,2.0,0.0,1,1/29/2016,2/28/2016,Empleado,Envigado,Asesora comercial,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,4 meses
30,200000,3754.0,2619,1,2.0,,,,1.0,1.0,1,2/2/2016,3/3/2016,Empleado,Soacha,AUXILIAR CONTABLE,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,UN AÑO
30,150000,2815.5,2617,1,2.0,,,,1.0,1.0,1,2/4/2016,3/5/2016,Empleado,bogota,auxiliar de medios audiovisuales,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,7 años y 10 meses
27,150000,2533.95,2617,0,3.0,,,,0.0,0.0,1,7/23/2015,8/19/2015,Empleado,bogota,asistente facturacion,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,1 año
30,100000,1877.0,2612,1,4.0,,,,0.0,2.0,1,2/9/2016,3/10/2016,Empleado,cali,secretaria academica,familiar,entre uno y cinco años,Termino fijo,Mensual,Soltero/a,Profesional,Carro,6 meses
30,200000,3754.0,2609,1,4.0,,,,2.0,2.0,1,2/12/2016,3/13/2016,Empleado,Barranquilla,Pricing,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,3 meses
30,100000,1877.0,2606,1,3.0,,,,0.0,0.0,1,2/15/2016,3/16/2016,Empleado,palmira,reconocedor predial,familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2 años
30,150000,2815.5,2606,1,3.0,,,,0.0,0.0,1,2/15/2016,3/16/2016,Empleado,Medellin,representante de servicio,familiar,menos de un año,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,2 años
26,150000,2440.1,2606,1,2.0,,,,1.0,1.0,1,2/19/2016,3/16/2016,Empleado,madrid,resepcionista,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,1 año
30,200000,3754.0,2602,1,2.0,,,,1.0,1.0,1,2/19/2016,3/20/2016,Empleado,cali,operador logistico,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Carro,2019-05-27
30,100000,1877.0,2599,1,3.0,,,,1.0,1.0,1,2/22/2016,3/23/2016,Empleado,Betania,Auxiliar de despachos,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2019-07-23
30,100000,1877.0,2579,0,4.0,,,,2.0,1.0,1,7/15/2015,8/14/2015,Empleado,VALLEDUPAR,GERENTE,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Moto,2020-02-01
30,330000,6194.1,2574,1,2.0,,,,1.0,1.0,1,3/18/2016,4/17/2016,Empleado,Santo Tomas,Tecnico,familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,7 Años
30,100000,1877.0,2572,0,4.0,,,,2.0,2.0,1,7/17/2015,8/16/2015,Empleado,bogota,supervisor de logistica,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,10 años
30,180000,3378.6,2570,1,2.0,,,,0.0,2.0,1,3/22/2016,4/21/2016,Empleado,Yopal,Tecnico en el area de salud,familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Carro,2022-02-10
30,350000,6569.5,2567,1,3.0,,,,1.0,2.0,1,3/25/2016,4/24/2016,Empleado,bucaramanga,jefe de auxiliares de vuelo,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,3 años
30,350000,6569.5,2564,1,3.0,,,,2.0,1.0,1,3/28/2016,4/27/2016,Empleado,BARRANQUILLA,TECNOLOGO EN IMAGENES DIAGNOSTICAS,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,8 AM - 4 PM
30,300000,5631.0,2562,1,3.0,,,,2.0,2.0,1,3/30/2016,4/29/2016,Empleado,Medellin,Auxiliar administrativa,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,3 años
30,320000,6006.4,2560,1,2.0,,,,1.0,2.0,1,4/1/2016,5/1/2016,Empleado,CHIGORODO,ASESORA COMERCIAL,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Moto,3 AÑOS
22,150000,2064.7,2551,1,3.0,,,,1.0,1.0,1,4/18/2016,5/10/2016,Empleado,Bogota,Auxiliar de servicios,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,5 meses
30,200000,3754.0,2539,1,3.0,,,,0.0,1.0,1,4/22/2016,5/22/2016,Empleado,bello,auxiliar administrativo,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,8 años
30,170000,3190.9,2535,1,2.0,1200000.0,700000.0,140000.0,1.0,0.0,1,4/26/2016,5/26/2016,Empleado,soledad,guarda de seguridad,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2018-06-05
30,120000,2252.4,2531,0,1.0,,,,0.0,0.0,1,9/1/2015,10/1/2015,Empleado,Medellin,Representante de servicios,familiar,mas de 5 años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,10 meses
30,400000,7508.0,2516,0,3.0,,,,2.0,2.0,1,1/6/2016,2/5/2016,Independiente,Barranquilla,DesarrolladorSenior,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
30,250000,4692.5,2489,0,3.0,,,,0.0,0.0,1,6/16/2015,7/16/2015,Empleado,Agustin codazzi,Asistente de Calidad,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,Tres años
29,250000,4536.083333,2476,0,1.0,,,,0.0,0.0,1,6/10/2015,7/9/2015,Empleado,bogota,apoyo contratación,familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Carro,2013-04-25
30,200000,3754.0,2472,1,1.0,,,,3.0,4.0,1,6/28/2016,7/28/2016,Empleado,puerto boyaca,cuñero de produccion,familiar,entre uno y cinco años,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,15meses
30,150000,2815.5,2472,0,3.0,,,,0.0,0.0,1,9/23/2015,10/23/2015,Empleado,cali,Contratista,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,23 meses
30,300000,5631.0,2470,1,3.0,,,,0.0,0.0,1,6/30/2016,7/30/2016,Empleado,Barranquilla,Jefe de Talento Humano,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,2
24,250000,3754.0,2465,1,3.0,2220000.0,600000.0,,,,1,7/11/2016,8/4/2016,Empleado,Bogota,Coordinador de Operaciones,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Moto,2018-05-08
30,250000,4692.5,2464,1,3.0,,,,1.0,1.0,1,7/6/2016,8/5/2016,Desempleado,Cali,,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
30,200000,3754.0,2464,1,2.0,1500000.0,300000.0,200000.0,1.0,3.0,1,7/6/2016,8/5/2016,Empleado,Barranquilla,Impulsa,familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,18 diciembre 2017
30,300000,5631.0,2463,1,3.0,800000.0,600000.0,200000.0,2.0,2.0,1,7/7/2016,8/6/2016,Empleado,Bogota,Asistente Administativo,familiar,mas de 5 años,Termino fijo,Mensual,Soltero/a,Profesional,Ninguno,2018-05-02
30,200000,3754.0,2462,1,2.0,1000000.0,400000.0,100000.0,2.0,2.0,1,7/8/2016,8/7/2016,Empleado,Bucaramanga,Asesor de call center,arrendada,menos de un año,Indefinido,Quincenal,Unión Libre,Técnico,Ninguno,2018-01-19
19,300000,3566.3,2453,0,3.0,,,,1.0,0.0,1,6/12/2015,7/1/2015,Empleado,TABIO,AUXULIAR LOGISTICO,familiar,menos de un año,Termino fijo,Quincenal,Soltero/a,Profesional,Ninguno,2 AÑOS
30,300000,5631.0,2436,1,2.0,2400000.0,1200000.0,,1.0,1.0,1,8/3/2016,9/2/2016,Empleado,Bogotá,Almacenista,propia,entre uno y cinco años,Indefinido,Mensual,Soltero/a,No tengo,Ninguno,2018-02-01
28,100000,1751.866667,2434,0,3.0,,,,0.0,0.0,1,6/22/2015,7/20/2015,Empleado,medellin,docente,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,5años
30,230000,4317.1,2434,0,4.0,,,,0.0,0.0,1,4/18/2016,5/18/2016,Empleado,duitama,auxiliar,familiar,mas de 5 años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,12 años
30,350000,6569.5,2414,1,2.0,,,,1.0,0.0,1,8/25/2016,9/24/2016,Empleado,Fusagasuga,COORDINADOR QA,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Carro,9 meses
30,150000,2815.5,2400,1,2.0,,,,1.0,2.0,1,9/8/2016,10/8/2016,Empleado,Tulua,Operario de recoleccion,familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Moto,15 años
30,170000,3190.9,2394,0,3.0,,,,1.0,1.0,1,9/10/2015,10/10/2015,Empleado,bogota,vendedora,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,6 meses
30,300000,5631.0,2392,1,2.0,1750000.0,1000000.0,,2.0,1.0,1,9/16/2016,10/16/2016,Empleado,Bogota,Secretaria,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2012-08-06
30,200000,3754.0,2387,0,2.0,,,,0.0,0.0,1,7/9/2015,8/8/2015,Independiente,BOGOTA,GERENTE,familiar,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
30,150000,2815.5,2382,1,,,,,,,1,9/26/2016,10/26/2016,Empleado,bogota,,familiar,,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,
15,300000,2815.5,2375,1,2.0,,,,1.0,1.0,1,10/18/2016,11/2/2016,Empleado,bogota,patrullero,familiar,entre uno y cinco años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,indefinido
30,350000,6569.5,2365,1,3.0,,,,2.0,2.0,1,10/13/2016,11/12/2016,Empleado,Puerto tejada,Docente,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,2018-11-11
30,250000,4692.5,2365,1,3.0,1650000.0,550000.0,100000.0,2.0,1.0,1,10/13/2016,11/12/2016,Empleado,"BOGOTÁ, D.C.",Director Comercial,familiar,mas de 5 años,Indefinido,Mensual,Unión Libre,Tecnólogo,Ninguno,2016-05-11
30,300000,5631.0,2360,1,2.0,737000.0,400000.0,450000.0,3.0,3.0,1,10/18/2016,11/17/2016,Empleado,Bogota,Ejecutivo de cuenta,familiar,mas de 5 años,Termino fijo,Quincenal,Unión Libre,Secundaria,Ninguno,5 meses
30,300000,5631.0,2358,1,3.0,1000000.0,600000.0,200000.0,1.0,1.0,1,10/20/2016,11/19/2016,Empleado,Madrid Cundinamarca,Operario ,arrendada,entre uno y cinco años,Indefinido,Quincenal,Soltero/a,Secundaria,Ninguno,07/10/2015
30,200000,3754.0,2358,1,3.0,,,,0.0,0.0,1,10/20/2016,11/19/2016,Empleado,Medellin,Asesor,familiar,menos de un año,Indefinido,Quincenal,Soltero/a,Profesional,Ninguno,1 año
30,500000,9385.0,2358,1,2.0,,,,1.0,1.0,1,10/20/2016,11/19/2016,Empleado,bogota,docente,familiar,mas de 5 años,Indefinido,Mensual,Soltero/a,Profesional,Ninguno,6 años
