PLAZO,CAPITAL,INT CORRIENTE,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,DÍAS MORA,Cuotas en mora,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,ESTRATO,AÑOS EN LA VIVIENDA,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,PERSONAS A CARGO,NUMERO DE HIJOS,TIPO DE VEHICULO,TIEMPO TRABAJO,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE
30,200000,3754.0,6/27/2019,7/27/2019,1378,1,Prestador de servicios,bogota,asistente administrativa,Arrendada,3.0,menos de un año,1200000.0,700000.0,,,,Soltero/a,Profesional,,1.0,Ninguno,2018-06-04,1,0
30,200000,3754.0,6/27/2019,7/27/2019,1378,1,Empleado,Ocaña,Madre Sustituta ,Familiar,2.0,entre uno y cinco años,2500000.0,1700000.0,2000000.0,Indefinido,Mensual,Casado/a,Secundaria,1.0,3.0,Ninguno,2016-02-12,1,0
30,200000,3754.0,6/27/2019,7/27/2019,1378,1,Empleado,Ibagué,Administrador,Familiar,3.0,entre uno y cinco años,2200000.0,500000.0,300000.0,Indefinido,Mensual,Soltero/a,Profesional,,,Moto,2015-11-28,1,0
30,150000,2815.5,6/27/2019,7/27/2019,1378,1,Empleado,Bogota,Docente ,Familiar,3.0,mas de 5 años,2000000.0,800000.0,200000.0,Indefinido,Mensual,Soltero/a,Profesional,1.0,1.0,Ninguno,1999-01-20,1,0
30,200000,3754.0,6/27/2019,7/27/2019,1378,1,Empleado,BOGOTA,seguridad y salud en el trabajo ,Arrendada,3.0,mas de 5 años,1750000.0,400000.0,200000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,,,Ninguno,2014-04-01,1,0
30,230000,4317.1,6/28/2019,7/28/2019,1377,1,Independiente,Bogota,Administrador ,Propia,3.0,entre uno y cinco años,2500000.0,450000.0,250000.0,,,Unión Libre,Profesional,,,Carro,,1,0
30,180000,3378.6,8/30/2017,9/29/2017,1377,0,Empleado,Bogota,Asistente de gestion documental,Familiar,3.0,mas de 5 años,1300000.0,500000.0,500000.0,Indefinido,Mensual,Unión Libre,Tecnólogo,1.0,0.0,Ninguno,0,1,0
30,220000,4129.4,10/29/2018,11/28/2018,1377,0,Empleado,Medellin,Cocinero,Arrendada,4.0,menos de un año,1200000.0,700000.0,,Indefinido,Quincenal,Soltero/a,Técnico,,,Ninguno,2016-12-08,1,0
30,250000,4692.5,6/28/2019,7/28/2019,1377,1,Empleado,Facatativá ,Pls,Familiar,5.0,mas de 5 años,1300000.0,300000.0,200000.0,Indefinido,Quincenal,Soltero/a,Profesional,,,Carro,2015-02-01,1,0
30,200000,3754.0,2/19/2019,3/20/2019,1377,0,Empleado,Bogota,Auxiliar de bebidas ,Arrendada,2.0,entre uno y cinco años,1400000.0,400000.0,100000.0,Termino fijo,Quincenal,Soltero/a,Técnico,,,Ninguno,2018-06-01,1,0
30,500000,9385.0,6/28/2019,7/28/2019,1377,1,Empleado,Cali  ,Director de Costo ,Arrendada,3.0,entre uno y cinco años,2700000.0,500000.0,,Indefinido,Mensual,Soltero/a,Profesional,2.0,2.0,Ninguno,2015-01-28,2,1
30,150000,2815.5,9/14/2017,10/14/2017,1374,0,Empleado,Bogotá,Auxiliar administrativo,Arrendada,3.0,entre uno y cinco años,2200000.0,500000.0,,Indefinido,Mensual,Soltero/a,Secundaria,,,Ninguno,1 años 9 meses,1,0
30,250000,4692.5,7/2/2019,8/1/2019,1373,1,Empleado,Medellín,cajero,Familiar,2.0,mas de 5 años,926.0,200000.0,,Indefinido,Quincenal,Soltero/a,Técnico,1.0,,Ninguno,2016-02-08,1,0
30,130000,2440.1,2/16/2018,3/18/2018,1373,0,Empleado,MEDELLIN,ASISTENTE,Familiar,2.0,mas de 5 años,1500000.0,400000.0,200000.0,Indefinido,Quincenal,Casado/a,Técnico,1.0,1.0,Ninguno,2012-03-01,1,0
30,350000,6569.5,7/2/2019,8/1/2019,1373,1,Empleado,BOGOTA,RECURSOS HUMANOS,Familiar,3.0,mas de 5 años,3500000.0,1800000.0,,Indefinido,Mensual,Soltero/a,Profesional,,,Ninguno,2014-09-17,1,0
30,300000,5631.0,7/2/2019,8/1/2019,1373,1,Empleado,FRESNO TOLIMA,TECNICO OPERATIVO PSG,Arrendada,2.0,entre uno y cinco años,1436000.0,800000.0,200000.0,Indefinido,Mensual,Soltero/a,Técnico,1.0,,Ninguno,2014-11-03,1,0
30,250000,4692.5,7/2/2019,8/1/2019,1373,1,Empleado,Bogotá ,Citotegnologa,Arrendada,3.0,entre uno y cinco años,1500000.0,700000.0,50000.0,Indefinido,Mensual,Unión Libre,Técnico,2.0,2.0,Ninguno,2018-06-06,1,0
30,200000,3754.0,7/2/2019,8/1/2019,1373,1,Empleado,medellin,auxiliar administrativo,Propia,3.0,mas de 5 años,1688000.0,250000.0,350000.0,Indefinido,Quincenal,Casado/a,Tecnólogo,1.0,1.0,Moto,2013-01-02,1,0
30,400000,7508.0,7/3/2019,8/2/2019,1372,1,Empleado,Bogotá,Asesor,Arrendada,3.0,entre uno y cinco años,1170000.0,400000.0,,Indefinido,Quincenal,Unión Libre,Secundaria,1.0,1.0,Ninguno,2018-03-08,1,0
30,150000,2815.5,7/3/2019,8/2/2019,1372,1,Empleado,medellin,secretaria ,Familiar,2.0,entre uno y cinco años,1030000.0,600000.0,150000.0,Termino fijo,Quincenal,Unión Libre,Secundaria,,,Ninguno,2019-01-07,1,0
30,250000,4692.5,7/4/2019,8/3/2019,1371,1,Prestador de servicios,medellin,abogado,Familiar,4.0,mas de 5 años,3000000.0,500000.0,1000000.0,,,Soltero/a,Profesional,,,Ninguno,2017-04-04,1,0
30,150000,2815.5,7/4/2019,8/3/2019,1371,1,Empleado,Medellin ,Comercial ,Arrendada,3.0,menos de un año,1600000.0,500000.0,,Termino fijo,Mensual,Soltero/a,Técnico,,,Ninguno,2018-10-22,1,0
30,400000,7508.0,7/4/2019,8/3/2019,1371,1,Empleado,Bogotá,Profesional de proyectos,Familiar,2.0,mas de 5 años,3120000.0,1800000.0,250000.0,Indefinido,Mensual,Soltero/a,Técnico,1.0,1.0,Ninguno,2018-01-07,1,0
30,300000,5631.0,7/4/2019,8/3/2019,1371,1,Independiente,Barranquilla,Administradora,Familiar,3.0,mas de 5 años,1800000.0,700000.0,,,,Casado/a,Secundaria,,3.0,Ninguno,,1,0
29,400000,7257.733333,7/5/2019,8/3/2019,1371,1,Empleado,BUCARAMANGA,GERENTE DE LINEA,Familiar,3.0,mas de 5 años,5500000.0,1500000.0,,Indefinido,Quincenal,Soltero/a,Profesional,,,Ninguno,2008-10-02,1,0
30,250000,4692.5,7/5/2019,8/4/2019,1370,1,Empleado,Bogotá ,Auxiliar de enfermería ,Arrendada,3.0,entre uno y cinco años,2200000.0,800000.0,350000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,,,Ninguno,2016-12-01,1,0
26,250000,4066.833333,7/9/2019,8/4/2019,1370,1,Prestador de servicios,Bogotá,Ing. ambiental contratista,Familiar,4.0,mas de 5 años,3600000.0,1200000.0,600000.0,,,Casado/a,Profesional,1.0,1.0,Carro,,1,0
30,250000,4692.5,2/26/2018,3/28/2018,1370,0,Empleado,zona bananera,gestor municipal,Familiar,1.0,entre uno y cinco años,3500000.0,1000000.0,500000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,,,Ninguno,2010-06-01,1,0
23,300000,4317.1,2/7/2017,3/2/2017,1369,0,Empleado,Bogotá,Analista,Propia,3.0,entre uno y cinco años,,,,Indefinido,Mensual,Soltero/a,No tengo,1.0,1.0,Ninguno,25/06/2019,1,0
28,450000,7883.4,7/9/2019,8/6/2019,1368,1,Empleado,BOGOTA,AUXILIAR ENFERMERIA/ASIST SUEÑO,Propia,2.0,mas de 5 años,1200000.0,500000.0,,Termino fijo,Mensual,Unión Libre,Técnico,1.0,1.0,Ninguno,2016-08-17,1,0
30,200000,3754.0,11/9/2017,12/9/2017,1367,0,Independiente,cali,gefe,Arrendada,2.0,entre uno y cinco años,5000000.0,1000000.0,1000000.0,,,Unión Libre,Técnico,,1.0,Carro,,1,0
30,250000,4692.5,7/8/2019,8/7/2019,1367,1,Independiente,Barranquilla,Propietario,Arrendada,3.0,entre uno y cinco años,6500000.0,2000000.0,1000000.0,,,Unión Libre,Tecnólogo,0.0,2.0,Ninguno,,1,0
30,250000,4692.5,7/8/2019,8/7/2019,1367,1,Independiente,Barranquilla,Gerente,Familiar,3.0,mas de 5 años,2000000.0,700000.0,200000.0,,,Soltero/a,Profesional,,,Carro,,1,0
30,250000,4692.5,7/8/2019,8/7/2019,1367,1,Empleado,CALI,ASISTENTE DE GERENCIA,Familiar,2.0,mas de 5 años,1000000.0,300000.0,200000.0,Indefinido,Quincenal,Soltero/a,Profesional,,,Ninguno,2019-02-01,1,0
30,180000,3378.6,7/9/2019,8/8/2019,1366,1,Empleado,soledad-atlantico,servicios generales,Familiar,1.0,mas de 5 años,100000.0,350000.0,100000.0,Indefinido,Quincenal,Soltero/a,Secundaria,2.0,,Ninguno,2018-12-24,1,0
30,200000,3754.0,9/12/2018,10/12/2018,1366,0,Empleado,Itagui ,Asesora Comercial ,Arrendada,3.0,entre uno y cinco años,960000.0,450000.0,400000.0,Termino fijo,Quincenal,Soltero/a,Tecnólogo,,,Ninguno,2013-05-01,1,0
30,160000,3003.2,7/9/2019,8/8/2019,1366,1,Empleado,Bogotá,Facturador,Propia,2.0,entre uno y cinco años,1541000.0,500000.0,,Termino fijo,Mensual,Soltero/a,No tengo,1.0,1.0,Ninguno,2007-02-07,1,0
30,200000,3754.0,7/9/2019,8/8/2019,1366,1,Empleado,Cartagena,Oficial de obra civil ,Arrendada,1.0,menos de un año,1272000.0,400000.0,200000.0,Indefinido,Quincenal,Unión Libre,Primaria,1.0,3.0,Ninguno,07 mayo 2018,1,0
30,250000,4692.5,7/9/2019,8/8/2019,1366,1,Empleado,Barranquilla ,Policía ,Propia,2.0,entre uno y cinco años,2680000.0,1200000.0,480000.0,Indefinido,Mensual,Unión Libre,Secundaria,4.0,3.0,Moto,2002-04-08,1,0
30,200000,3754.0,7/9/2019,8/8/2019,1366,1,Independiente,Medellin,Alministradora,Arrendada,3.0,mas de 5 años,4000000.0,1200000.0,1000000.0,,,Divorciado/a,Secundaria,1.0,2.0,Moto,,1,0
30,250000,4692.5,7/9/2019,8/8/2019,1366,1,Empleado,Medellín ,Vigilante ,Familiar,2.0,mas de 5 años,1700000.0,600000.0,200000.0,Indefinido,Quincenal,Soltero/a,Secundaria,,,Moto,2018-11-24,1,0
30,150000,2815.5,7/9/2019,8/8/2019,1366,1,Empleado,Barranquilla,Auxiliar de contratación ,Familiar,4.0,mas de 5 años,1300000.0,350000.0,,Indefinido,Quincenal,Soltero/a,Profesional,,,Moto,2017-04-06,1,0
30,140000,2627.8,4/5/2017,5/5/2017,1365,0,Empleado,Medellín,Operaría,,3.0,mas de 5 años,,,,Indefinido,Quincenal,,,1.0,1.0,Ninguno,19 años,2,1
30,200000,3754.0,7/10/2019,8/9/2019,1365,1,Empleado,Bogota,Supervisor de seguridad,Arrendada,2.0,menos de un año,1560000.0,600000.0,1.0,Termino fijo,Quincenal,Unión Libre,Secundaria,1.0,1.0,Ninguno,2016-01-22,1,0
30,200000,3754.0,5/6/2019,6/5/2019,1365,0,Prestador de servicios,dosquebradas,Tecnico en monitorea ambiebtal,Familiar,3.0,mas de 5 años,1650000.0,800000.0,,,,Soltero/a,Tecnólogo,,,Moto,6/06/2012,1,0
30,200000,3754.0,7/11/2019,8/10/2019,1364,1,Empleado,Bogotá,Conductor--  TRAVESA,Familiar,1.0,mas de 5 años,1100000.0,500000.0,300000.0,Indefinido,Mensual,Unión Libre,Tecnólogo,,,Carro,2017-04-03,1,0
30,200000,3754.0,7/11/2019,8/10/2019,1364,1,Independiente,villavicencio,Programador,Familiar,3.0,mas de 5 años,1600000.0,1000000.0,600000.0,,,Soltero/a,Profesional,,,Ninguno,,1,0
30,250000,4692.5,7/11/2019,8/10/2019,1364,1,Independiente,Ibagué,Representante Legal,Arrendada,4.0,mas de 5 años,3500000.0,2500000.0,400000.0,,,Soltero/a,Técnico,,,Carro,,1,0
30,150000,2815.5,7/11/2019,8/10/2019,1364,1,Empleado,bogota,auxiliar de archivo,Arrendada,3.0,entre uno y cinco años,936000.0,300000.0,450000.0,Indefinido,Quincenal,Soltero/a,Técnico,1.0,1.0,Ninguno,2018-02-05,1,0
30,150000,2815.5,12/26/2017,1/25/2018,1363,0,Empleado,Facatativa,Selador,Familiar,2.0,entre uno y cinco años,1000000.0,350000.0,600000.0,Indefinido,Mensual,Unión Libre,Secundaria,2.0,2.0,Ninguno,2017-08-18,1,0
30,500000,9385.0,6/18/2018,7/18/2018,1363,0,Empleado,CUCUTA,DIRECTOR TECNICO,propia,4.0,mas de 5 años,2700000.0,1200000.0,500000.0,Termino fijo,Quincenal,Casado/a,Profesional,3.0,2.0,Moto,2013-02-01,1,0
30,300000,5631.0,3/4/2019,4/3/2019,1363,0,Empleado,Bogotá,Autorizadora,Familiar,2.0,entre uno y cinco años,1200000.0,850000.0,150000.0,Indefinido,Mensual,Soltero/a,Técnico,2.0,2.0,Ninguno,2018-06-13,1,0
30,280000,5255.6,7/12/2019,8/11/2019,1363,1,Empleado,Cucuta,Asesor de inclusión financiera,Propia,3.0,entre uno y cinco años,1900000.0,511000.0,2800000.0,Termino fijo,Mensual,Unión Libre,Profesional,,2.0,Moto,2018-04-12,1,0
30,250000,4692.5,7/12/2019,8/11/2019,1363,1,Empleado,Medellín,Docente,Familiar,3.0,mas de 5 años,2040000.0,800000.0,1000000.0,Indefinido,Mensual,Unión Libre,Profesional,,,Ninguno,2016-09-07,1,0
30,200000,3754.0,7/12/2019,8/11/2019,1363,1,Empleado,bogota,auxiliar nomina,Familiar,2.0,entre uno y cinco años,1600000.0,500000.0,100000.0,Indefinido,Quincenal,Casado/a,Tecnólogo,2.0,1.0,Ninguno,2018-08-10,1,0
30,200000,3754.0,7/15/2019,8/14/2019,1360,1,Empleado,Soacha,Supervisor,Familiar,2.0,mas de 5 años,1900000.0,400000.0,300000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,1.0,,Ninguno,2018-01-05,1,0
29,250000,4536.083333,7/16/2019,8/14/2019,1360,1,Pensionado,dosquebradas,,Familiar,4.0,entre uno y cinco años,2400000.0,600000.0,200000.0,,,Viudo/a,Secundaria,,2.0,Ninguno,,1,0
30,500000,9385.0,7/15/2019,8/14/2019,1360,1,Empleado,Bogota,Operador de datos ,Familiar,3.0,mas de 5 años,1439000.0,400000.0,500000.0,Termino fijo,Quincenal,Unión Libre,Tecnólogo,1.0,1.0,Ninguno,2014-12-09,1,0
30,200000,3754.0,7/16/2019,8/15/2019,1359,1,Empleado,Sabaneta,Operario,Familiar,3.0,mas de 5 años,1020000.0,600000.0,1000000.0,Termino fijo,Quincenal,Divorciado/a,Secundaria,,2.0,Moto,2017-02-13,1,0
30,200000,3754.0,7/16/2019,8/15/2019,1359,1,Empleado,Bogota,Guarda de seguridad,Arrendada,2.0,entre uno y cinco años,1200000.0,750000.0,,Indefinido,Mensual,Unión Libre,Secundaria,2.0,2.0,Ninguno,2019-01-21,1,0
30,150000,2815.5,7/16/2019,8/15/2019,1359,1,Empleado,Bogota ,Auxiliar de ornamentacion y soldadura ,Familiar,3.0,entre uno y cinco años,900000.0,400000.0,100000.0,Termino fijo,Quincenal,Soltero/a,Secundaria,,,Ninguno,01-04-2019,1,0
30,200000,3754.0,7/15/2019,8/15/2019,1359,1,Empleado,BUCARAMANGA,AUXILIAR CONTABLE,Familiar,2.0,entre uno y cinco años,1000000.0,450000.0,250000.0,Termino fijo,Quincenal,Soltero/a,Profesional,,,Moto,2019-1-16,1,0
30,200000,3754.0,7/15/2019,8/15/2019,1359,1,Empleado,Pradera,Docente,Familiar,3.0,mas de 5 años,2500000.0,1500000.0,,Indefinido,Mensual,Soltero/a,Profesional,1.0,1.0,Ninguno,1998-01-12,1,0
30,200000,3754.0,7/16/2019,8/15/2019,1359,1,Empleado,Bogota,Auxiliar administrativo,Arrendada,2.0,menos de un año,1075000.0,600000.0,50000.0,Indefinido,Mensual,Unión Libre,Técnico,2.0,1.0,Ninguno,06/02/2017,1,0
30,200000,3754.0,7/16/2019,8/15/2019,1359,1,Empleado,Bogotá,Asesor comercial,Arrendada,5.0,entre uno y cinco años,1700000.0,600000.0,300000.0,Indefinido,Quincenal,Soltero/a,Profesional,,,Ninguno,2016-05-15,1,0
30,350000,6569.5,7/16/2019,8/15/2019,1359,1,Independiente,bogota,Tecnico ,Arrendada,2.0,menos de un año,2700000.0,1750000.0,500000.0,,,Soltero/a,Profesional,2.0,1.0,Ninguno,,1,0
30,250000,4692.5,7/16/2019,8/15/2019,1359,1,Empleado,bogota,docente de matematicas,Arrendada,2.0,entre uno y cinco años,1560000.0,500000.0,320000.0,Termino fijo,Mensual,Unión Libre,Profesional,,,Ninguno,2019-01-08,1,0
30,400000,7508.0,7/16/2019,8/15/2019,1359,1,Empleado,bogota,analista tecnico,Propia,3.0,entre uno y cinco años,2422000.0,500000.0,,Indefinido,Quincenal,Casado/a,Técnico,,2.0,Carro,2001-01-09,1,0
30,200000,3754.0,7/17/2019,8/16/2019,1358,1,Empleado,Medellín,Asesor,Arrendada,2.0,mas de 5 años,1045687.0,100000.0,50000.0,Indefinido,Quincenal,Soltero/a,Secundaria,,,Ninguno,2018-09-04,1,0
30,340000,6381.8,7/17/2019,8/16/2019,1358,1,Independiente,Bogota,Propietaria,Propia,2.0,entre uno y cinco años,2300000.0,1700000.0,270000.0,,,Soltero/a,No tengo,0.0,0.0,Ninguno,,1,0
30,200000,3754.0,7/17/2019,8/16/2019,1358,1,Empleado,Cali,Secretaria,Familiar,3.0,mas de 5 años,2225000.0,900000.0,,Indefinido,Mensual,Divorciado/a,Tecnólogo,1.0,2.0,Ninguno,2004-11-26,1,0
30,250000,4692.5,7/18/2019,8/17/2019,1357,1,Empleado,manizales,psicosocial,Arrendada,2.0,mas de 5 años,1300000.0,800000.0,200000.0,Indefinido,Mensual,Soltero/a,Profesional,2.0,1.0,Ninguno,25-01-18,1,0
30,200000,3754.0,7/18/2019,8/17/2019,1357,1,Prestador de servicios,Bogota,Auxiliar de servicios generales,Arrendada,2.0,entre uno y cinco años,1000000.0,800000.0,200000.0,,,Unión Libre,Secundaria,3.0,3.0,Ninguno,2018-08-02,1,0
30,200000,3754.0,7/18/2019,8/17/2019,1357,1,Empleado,bucaramanga,auxiliar ambiental,Familiar,3.0,menos de un año,878000.0,500000.0,100000.0,Termino fijo,Quincenal,Soltero/a,Secundaria,,,Ninguno,2018-06-18,1,0
30,250000,4692.5,7/18/2019,8/17/2019,1357,1,Empleado,Palmira,Vendedora,Familiar,2.0,mas de 5 años,860000.0,300000.0,250000.0,Indefinido,Quincenal,Casado/a,Técnico,2.0,2.0,Ninguno,2015-10-10,1,0
30,230000,4317.1,7/18/2019,8/17/2019,1357,1,Empleado,Bogota,Asesor call center,Familiar,2.0,entre uno y cinco años,850000.0,400000.0,900000.0,Indefinido,Quincenal,Soltero/a,Secundaria,,,Ninguno,2018-11-08,2,1
30,200000,3754.0,7/18/2019,8/17/2019,1357,1,Independiente,Bogotá ,Jefe,Familiar,3.0,entre uno y cinco años,2500000.0,650000.0,1000000.0,,,Soltero/a,Profesional,1.0,1.0,Ninguno,,1,0
30,200000,3754.0,7/18/2019,8/17/2019,1357,1,Empleado,Soacha,Auxiliar de enfermería,Familiar,2.0,mas de 5 años,1700000.0,400000.0,,Indefinido,Mensual,Unión Libre,Técnico,1.0,1.0,Moto,2007-10-01,1,0
30,230000,4317.1,7/19/2019,8/18/2019,1356,1,Empleado,Bogota ,Aistente Administrativa ,Familiar,2.0,mas de 5 años,1800000.0,1000000.0,400000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,1.0,1.0,Ninguno,2011-08-24,1,0
30,200000,3754.0,11/24/2017,12/24/2017,1356,0,Desempleado,Bucaramanga ,,Familiar,6.0,mas de 5 años,1400000.0,300000.0,250000.0,,,Soltero/a,Profesional,,,Ninguno,,1,0
30,200000,3754.0,12/19/2017,1/18/2018,1356,0,Empleado,Bogota,AgenteV,Arrendada,5.0,entre uno y cinco años,125000000.0,500000.0,400000.0,Indefinido,Quincenal,Soltero/a,Profesional,,,Ninguno,2018-02-12,1,0
30,170000,3190.9,12/10/2018,1/9/2019,1356,0,Empleado,AGUADAS CALDAS,AUXILIAR ADMINISTRATIVO ,Arrendada,3.0,entre uno y cinco años,1650000.0,500000.0,150000.0,Termino fijo,Mensual,Soltero/a,Tecnólogo,,,Ninguno,2016-01-05,1,0
30,350000,6569.5,7/19/2019,8/18/2019,1356,1,Empleado,medellin,ejecutiva de cuenta,Familiar,3.0,mas de 5 años,2500000.0,1000000.0,300000.0,Indefinido,Quincenal,Divorciado/a,Profesional,3.0,3.0,Ninguno,2016-12-05,1,0
30,250000,4692.5,7/19/2019,8/18/2019,1356,1,Empleado,Bogotá ,Técnico ,Arrendada,2.0,menos de un año,1250000.0,600000.0,250000.0,Indefinido,Mensual,Soltero/a,Técnico,,,Ninguno,2018-07-26,1,0
30,200000,3754.0,7/19/2019,8/18/2019,1356,1,Independiente,monteria cordoba,comerciante,Familiar,2.0,entre uno y cinco años,1700000.0,200000.0,150000.0,,,Unión Libre,Técnico,1.0,,Moto,,1,0
30,200000,3754.0,7/19/2019,8/18/2019,1356,1,Prestador de servicios,Bogotá ,Gestor de convivencia ,Arrendada,2.0,entre uno y cinco años,2360000.0,900000.0,350000.0,,,Soltero/a,Técnico,2.0,2.0,Ninguno,2019-01-17,1,0
30,250000,4692.5,7/19/2019,8/18/2019,1356,1,Empleado,Barrancabermeja,Metalmecanico,Propia,2.0,entre uno y cinco años,2868813.0,1050000.0,300000.0,Indefinido,Quincenal,Unión Libre,Secundaria,3.0,,Moto,2014-02-27,1,0
29,200000,3628.866667,11/16/2018,12/12/2018,1356,0,Empleado,Bogota,Auxiliar pastelería,Arrendada,2.0,entre uno y cinco años,1200000.0,200000.0,300000.0,Indefinido,Quincenal,Unión Libre,Técnico,1.0,1.0,Ninguno,2016-08-03,1,0
30,150000,2815.5,2/6/2018,3/8/2018,1355,0,Empleado,BOGOTA,GERENTE GENERAL,Familiar,3.0,entre uno y cinco años,4500000.0,500000.0,,Indefinido,Quincenal,Unión Libre,Profesional,2.0,2.0,Ninguno,2006-02-01,1,0
30,170000,3190.9,12/7/2017,1/6/2018,1354,0,Empleado,bogota,mercaderista,Familiar,3.0,mas de 5 años,800000.0,250000.0,100000.0,Indefinido,Mensual,Soltero/a,Secundaria,1.0,1.0,Ninguno,5 meses,1,0
30,200000,3754.0,8/16/2018,9/15/2018,1354,0,Empleado,Cali,Auxiliar cartera,Familiar,3.0,entre uno y cinco años,1000000.0,300000.0,250000.0,Termino fijo,Mensual,Casado/a,Técnico,,,Ninguno,2018-02-06,1,0
30,200000,3754.0,7/22/2019,8/21/2019,1353,1,Empleado,riohacha,TECNICO-OPERADOR,Propia,2.0,mas de 5 años,4585000.0,2000000.0,1000000.0,Indefinido,Quincenal,Casado/a,Técnico,3.0,3.0,Ninguno,1995-12-14,1,0
30,300000,5631.0,7/22/2019,8/21/2019,1353,1,Empleado,Medellin, asesora de ventas ,Familiar,3.0,entre uno y cinco años,1000000.0,500000.0,800000.0,Indefinido,Quincenal,Soltero/a,Secundaria,1.0,1.0,Ninguno,21 06 2016 ,1,0
30,200000,3754.0,7/23/2019,8/22/2019,1352,1,Empleado,bogotá,auxiliar administrativa,Familiar,2.0,entre uno y cinco años,1800000.0,1200000.0,100000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,,,Ninguno,2015-08-14,1,0
30,200000,3754.0,7/23/2019,8/22/2019,1352,1,Empleado,cali,operario,Familiar,4.0,entre uno y cinco años,1200000.0,300000.0,100000.0,Indefinido,Mensual,Unión Libre,Técnico,,,Moto,2018-10-03,1,0
30,250000,4692.5,7/23/2019,8/22/2019,1352,1,Independiente,"Sincelejo, sucre",Gestor Documental,Arrendada,3.0,menos de un año,1759228.0,700000.0,100000.0,,,Soltero/a,Técnico,,,Ninguno,,1,0
30,150000,2815.5,6/18/2018,7/18/2018,1352,0,Independiente,Fusagasugá,Propietario - Administrador,Familiar,3.0,menos de un año,2150000.0,250000.0,150000.0,,,Soltero/a,Secundaria,,,Ninguno,,2,1
30,300000,5631.0,7/23/2019,8/22/2019,1352,1,Empleado,Bolivar ,Maestro ,Familiar,2.0,entre uno y cinco años,4000000.0,1500000.0,1000000.0,Indefinido,Quincenal,Unión Libre,Secundaria,2.0,2.0,Moto,2015-01-02,1,0
30,200000,3754.0,4/20/2018,5/20/2018,1352,0,Empleado,villavicencio,asesor comercial,Arrendada,3.0,mas de 5 años,1450000.0,800000.0,,Indefinido,Quincenal,Soltero/a,Profesional,,,Ninguno,2012-11-27,1,0
30,250000,4692.5,7/23/2019,8/22/2019,1352,1,Empleado,ITAGÜI,SUPERVISOR  BODEGA,Arrendada,1.0,entre uno y cinco años,828200.0,50000.0,40000.0,Indefinido,Quincenal,Soltero/a,Secundaria,1.0,1.0,Ninguno,2015-08-16,1,0
30,300000,5631.0,7/23/2019,8/22/2019,1352,1,Empleado,Medellin ,Patrullero,Familiar,3.0,mas de 5 años,3100000.0,400000.0,,Indefinido,Mensual,Soltero/a,Profesional,,,Ninguno,2001-07-10,1,0
30,200000,3754.0,7/24/2019,8/23/2019,1351,1,Empleado,Medellín ,Agente,Familiar,1.0,entre uno y cinco años,1300000.0,500000.0,100000.0,Termino fijo,Quincenal,Soltero/a,Técnico,,,Ninguno,2018-01-18,1,0
30,250000,4692.5,7/24/2019,8/23/2019,1351,1,Prestador de servicios,Coveñas - sucre ,Admin bases de datos sgss,Arrendada,3.0,entre uno y cinco años,2000000.0,700000.0,100000.0,,,Casado/a,Profesional,2.0,2.0,Moto,2017-01-19,1,0
30,390000,7320.3,7/24/2019,8/23/2019,1351,1,Prestador de servicios,Bogota,Coodinador de transporte,Familiar,5.0,mas de 5 años,2500000.0,600000.0,,,,Soltero/a,Tecnólogo,,,Ninguno,2015-02-10,1,0
30,200000,3754.0,7/24/2019,8/23/2019,1351,1,Empleado,cali,oficial de tallado y acabado,Arrendada,3.0,entre uno y cinco años,1325000.0,200000.0,150.0,Termino fijo,Mensual,Soltero/a,Técnico,1.0,1.0,Ninguno,2018-05-03,1,0
30,200000,3754.0,7/24/2019,8/23/2019,1351,1,Empleado,pasto,Asesor comercial,Familiar,3.0,mas de 5 años,1600000.0,400000.0,200000.0,Indefinido,Mensual,Soltero/a,Profesional,,,Ninguno,20180402,1,0
30,200000,3754.0,7/24/2019,8/23/2019,1351,1,Pensionado,Valledupar,,Familiar,3.0,entre uno y cinco años,827000.0,400000.0,600000.0,,,Unión Libre,Secundaria,2.0,2.0,Ninguno,,1,0
30,270000,5067.9,7/24/2019,8/23/2019,1351,1,Independiente,CHIA,CONTADOR,Familiar,3.0,mas de 5 años,2000000.0,1200000.0,150000.0,,,Casado/a,Profesional,2.0,2.0,Moto,,1,0
30,250000,4692.5,7/24/2019,8/23/2019,1351,1,Empleado,Bogota,Conductor ,Propia,3.0,entre uno y cinco años,1400000.0,500000.0,1000000.0,Indefinido,Quincenal,Casado/a,Técnico,1.0,2.0,Carro,,1,0
