PLAZO,CAPITAL,INT CORRIENTE,FECHA DESEMBOLSO,PRÓXIMA FECHA PAGO,DÍAS MORA,Cuotas en mora,TIPO EMPLEO,CIUDAD RESIDENCIA,TRABAJO,TIPO DE VIVIENDA,ESTRATO,AÑOS EN LA VIVIENDA,INGRESOS MENSUALES,GASTOS MENSUALES,INGRESOS ADICIONALES,TIPO DE CONTRATO,PERIODO DE PAGO,ESTADO CIVIL,NIVEL EDUCATIVO,PERSONAS A CARGO,NUMERO DE HIJOS,TIPO DE VEHICULO,TIEMPO TRABAJO,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE
15,150000,1407.75,6/16/2017,7/1/2017,2134,1,Empleado,Yopal,Suboficial,Arrendada,2.0,entre uno y cinco años,2185000.0,1300000.0,0.0,Indefinido,Mensual,Soltero/a,Secundaria,1.0,0.0,Ninguno,9 años,1,0
29,250000,4536.083333,6/2/2017,7/1/2017,2134,1,Empleado,Bogota,Auxiliar contable,Familiar,3.0,mas de 5 años,1700000.0,300000.0,350000.0,Indefinido,Quincenal,Soltero/a,Tecnólogo,0.0,0.0,Ninguno,3 años,1,0
30,250000,4692.5,6/1/2017,7/1/2017,2134,1,Pensionado,BOGOTA,Pensionada,Propia,2.0,mas de 5 años,3200000.0,1300000.0,0.0,Indefinido,Mensual,Casado/a,Secundaria,0.0,2.0,Ninguno,,1,0
30,500000,9385.0,6/1/2017,7/1/2017,2134,1,Empleado,Bogota,Auxiliar de laboratorio,Propia,2.0,entre uno y cinco años,1553000.0,480000.0,,Termino fijo,Mensual,Soltero/a,No tengo,1.0,3.0,Ninguno,2003-07-11,1,0
30,400000,7508.0,6/1/2017,7/1/2017,2134,1,Empleado,cartagena,auxiliar administrativo,Propia,3.0,mas de 5 años,1000000.0,400.0,550.0,Indefinido,Quincenal,Soltero/a,No tengo,0.0,0.0,Ninguno,8 meses,1,0
30,250000,4692.5,6/2/2017,7/2/2017,2133,1,Empleado,Bello,Servico al Cliente,Arrendada,3.0,entre uno y cinco años,992000.0,450000.0,100000.0,Termino fijo,Quincenal,Casado/a,Técnico,1.0,1.0,Ninguno,7 años,1,0
28,200000,3503.733333,6/5/2017,7/3/2017,2132,1,Independiente,MEDELLIN,COMUNICADOR GARFICO,Familiar,4.0,mas de 5 años,2800000.0,1500000.0,100000.0,Indefinido,,Unión Libre,Profesional,2.0,1.0,Carro,,1,0
29,150000,2721.65,6/5/2017,7/4/2017,2131,1,Empleado,chaparral,Guarda de seguridad,,2.0,mas de 5 años,,,,Indefinido,Mensual,,,0.0,0.0,Ninguno,6,1,0
30,140000,2627.8,6/5/2017,7/5/2017,2130,1,Empleado,Medellin,Guarda de seguridad,,2.0,entre uno y cinco años,,,,Indefinido,Quincenal,,,2.0,2.0,Ninguno,36 Meses,1,0
30,330000,6194.1,6/5/2017,7/5/2017,2130,1,Empleado,SOPO,SECRETARIA,,2.0,mas de 5 años,,,,Indefinido,Mensual,,,1.0,1.0,Ninguno,2 AÑOS,1,0
23,120000,1726.84,6/13/2017,7/6/2017,2129,1,Independiente,Manizales,independiente ,Arrendada,4.0,entre uno y cinco años,,,,,,Unión Libre,Técnico,5.0,5.0,Ninguno,4 años ,1,0
30,200000,3754.0,6/6/2017,7/6/2017,2129,1,Independiente,Bogota,Conductor,Propia,2.0,entre uno y cinco años,2000.0,800.0,,,,Soltero/a,No tengo,1.0,1.0,Ninguno,,1,0
30,400000,7508.0,6/7/2017,7/7/2017,2128,1,Empleado,Bogota,supervisor,Propia,2.0,entre uno y cinco años,1200000.0,600000.0,400000.0,Indefinido,Mensual,Soltero/a,No tengo,0.0,0.0,Ninguno,2 años,1,0
30,150000,2815.5,6/7/2017,7/7/2017,2128,1,Independiente,ibague,dueña,Propia,2.0,mas de 5 años,1700000.0,650000.0,150000.0,,,Soltero/a,Secundaria,1.0,3.0,Ninguno,6 años ,1,0
29,200000,3628.866667,6/9/2017,7/8/2017,2127,1,Independiente,Chitaga,Dueña,Familiar,3.0,menos de un año,4000000.0,1500000.0,500000.0,,,Soltero/a,Profesional,1.0,1.0,Ninguno,,1,0
29,100000,1814.433333,6/9/2017,7/8/2017,2127,1,Empleado,Barranquilla,auxiliar de obra,Familiar,1.0,entre uno y cinco años,807.0,180000.0,100000.0,Indefinido,Quincenal,Unión Libre,Secundaria,2.0,1.0,Ninguno,035-3684714,1,0
29,200000,3628.866667,6/9/2017,7/8/2017,2127,1,Empleado,Lorica,Subadministrador,Propia,3.0,menos de un año,1000000.0,200000.0,50000.0,Indefinido,Quincenal,Soltero/a,No tengo,0.0,0.0,Ninguno,2017-08-05,1,0
20,150000,1877.0,6/20/2017,7/10/2017,2125,1,Empleado,Bogota,Monitor de Calidad,,3.0,mas de 5 años,,,,Indefinido,Mensual,,,0.0,0.0,Ninguno,Seis meses,1,0
30,100000,1877.0,6/12/2017,7/12/2017,2123,1,Empleado,Bogota,AUXILIAR ADMINISTRATIVA,Arrendada,2.0,entre uno y cinco años,1200000.0,1000000.0,1000000.0,Indefinido,Quincenal,Soltero/a,Técnico,,2.0,Ninguno,2012-06-06,1,0
15,150000,1407.75,6/27/2017,7/12/2017,2123,1,Empleado,medellin, Coordinadora de metrologia,Propia,3.0,mas de 5 años,1500000.0,700000.0,200000.0,Termino fijo,Quincenal,Soltero/a,No tengo,,,Ninguno,05-06-2018,1,0
30,400000,7508.0,6/13/2017,7/13/2017,2122,1,Empleado,Bogota,Ejecutivo comercial,,4.0,entre uno y cinco años,3000000.0,700000.0,1000000.0,Indefinido,Mensual,,,2.0,2.0,Ninguno,02-04-2018,1,0
15,120000,1126.2,6/28/2017,7/13/2017,2122,1,Empleado,Itagüí,auxiliar operativo,Arrendada,3.0,menos de un año,1150000.0,800000.0,300000.0,Indefinido,Quincenal,Unión Libre,Secundaria,0.0,2.0,Ninguno,4 años,1,0
30,150000,2815.5,6/13/2017,7/13/2017,2122,1,Empleado,Bogota,Analista gestión documental ,Propia,2.0,mas de 5 años,1580000.0,300000.0,,Indefinido,Mensual,Soltero/a,No tengo,0.0,0.0,Moto,1 año,1,0
30,250000,4692.5,6/13/2017,7/13/2017,2122,1,Empleado,BOGOTA,ASISTENTE CONTABLE,Arrendada,2.0,menos de un año,963000.0,400000.0,0.0,Indefinido,Quincenal,Unión Libre,Profesional,0.0,0.0,Ninguno,10 MESES,1,0
30,150000,2815.5,6/15/2017,7/15/2017,2120,1,Empleado,mosquera,asesor comercial,Arrendada,3.0,entre uno y cinco años,1600000.0,1400000.0,100000.0,Indefinido,Mensual,Unión Libre,Técnico,3.0,1.0,Ninguno,1 mes ,1,0
30,150000,2815.5,6/15/2017,7/15/2017,2120,1,Independiente,Palmira,Administración,Propia,3.0,entre uno y cinco años,1500000.0,780000.0,250000.0,,,Casado/a,Tecnólogo,0.0,1.0,Ninguno,,1,0
25,250000,3910.416667,6/20/2017,7/15/2017,2120,1,Empleado,Bogota,CONTADOR,Propia,2.0,entre uno y cinco años,2500000.0,1000000.0,500000.0,Indefinido,Quincenal,Casado/a,Profesional,1.0,1.0,Ninguno,4 MESES,1,0
30,160000,3003.2,6/16/2017,7/16/2017,2119,1,Empleado,Bogota,Analista de facturación ,Familiar,3.0,mas de 5 años,1600000.0,700000.0,200000.0,Termino fijo,Mensual,Casado/a,Tecnólogo,2.0,2.0,Ninguno,2018-01-25,1,0
30,300000,5631.0,6/16/2017,7/16/2017,2119,1,Empleado,Bogota,jefe comercial,Arrendada,3.0,entre uno y cinco años,3980000.0,2450000.0,670000.0,Indefinido,Quincenal,Casado/a,Tecnólogo,2.0,1.0,Carro,3 años,1,0
30,150000,2815.5,6/16/2017,7/16/2017,2119,1,Empleado,valencia,concejal,Propia,1.0,mas de 5 años,1500000.0,600000.0,1500000.0,Termino fijo,Mensual,Soltero/a,No tengo,2.0,1.0,Moto,2 años,1,0
30,350000,6569.5,6/16/2017,7/16/2017,2119,1,Empleado,medellin,administradora,Propia,2.0,entre uno y cinco años,1150000.0,500.0,,Indefinido,Quincenal,Soltero/a,No tengo,2.0,2.0,Moto,13 años,1,0
24,100000,1501.6,6/23/2017,7/17/2017,2118,1,Empleado,Bogota,Lavado transmilenio,Arrendada,2.0,entre uno y cinco años,1200000.0,450000.0,100000.0,Indefinido,Quincenal,Unión Libre,Técnico,0.0,0.0,Ninguno,1 año,1,0
30,300000,5631.0,2/9/2017,3/11/2017,2116,0,Empleado,bogota,administrador,,2.0,entre uno y cinco años,,,,Indefinido,Mensual,,,0.0,0.0,Carro,24 meses,1,0
30,500000,9385.0,6/20/2017,7/20/2017,2115,1,Empleado,bogota,Analista de credito y cobranzas,Propia,3.0,mas de 5 años,1200000.0,800000.0,,Indefinido,Quincenal,Soltero/a,No tengo,1.0,1.0,Ninguno,2018-02-01,1,0
30,250000,4692.5,8/24/2016,9/23/2016,2115,0,Empleado,monteria,asesor comercial,,1.0,mas de 5 años,,,,Indefinido,Quincenal,,,3.0,2.0,Ninguno,11004904,1,0
30,150000,2815.5,6/20/2017,7/20/2017,2115,1,Empleado,Palmira,Tecnico instalador,Familiar,2.0,mas de 5 años,850000.0,150000.0,500000.0,Indefinido,Mensual,Soltero/a,Técnico,0.0,0.0,Ninguno,9 meses,1,0
30,200000,3754.0,6/21/2017,7/21/2017,2114,1,Empleado,Medelin,Auxiliar financiera,Propia,3.0,entre uno y cinco años,1100000.0,300000.0,120000.0,Termino fijo,Quincenal,Soltero/a,Técnico,0.0,0.0,Ninguno,1 año,1,0
30,250000,4692.5,6/21/2017,7/21/2017,2114,1,Empleado,Bogota,Auxiliar,Familiar,2.0,mas de 5 años,632873.0,300000.0,600.0,Termino fijo,Quincenal,Casado/a,Secundaria,0.0,1.0,Ninguno,8 años,1,0
9,100000,563.1,6/24/2015,7/3/2015,2114,0,Empleado,cali,auxiliar administrativo,,3.0,mas de 5 años,,,,Indefinido,Mensual,,,0.0,0.0,Ninguno,12 meses,1,0
12,200000,1501.6,7/10/2017,7/22/2017,2113,1,Prestador de servicios,Bogota,Aux. Enfermeria,Arrendada,3.0,entre uno y cinco años,1200000.0,700000.0,100000.0,,,Soltero/a,Técnico,1.0,1.0,Ninguno,,1,0
30,200000,3754.0,6/23/2017,7/23/2017,2112,1,Independiente,Bogota,Comerciante,,3.0,mas de 5 años,,,,,,,,2.0,2.0,Ninguno,,1,0
11,140000,963.5266667,6/17/2015,6/28/2015,2112,0,Empleado,cali,soldado profesional,,4.0,entre uno y cinco años,,,,Indefinido,Mensual,,,0.0,0.0,Ninguno,16,1,0
19,300000,3566.3,2/6/2017,2/25/2017,2111,0,Independiente,Bogota,Mercadeo y ventas,,5.0,mas de 5 años,,,,,,,,0.0,0.0,Ninguno,,1,0
27,350000,5912.55,6/29/2017,7/26/2017,2109,1,Empleado,Bogota,Auxiliar de facturacion,Propia,3.0,mas de 5 años,1000000.0,400.0,,Indefinido,Mensual,Soltero/a,No tengo,1.0,1.0,Moto,6 meses,1,0
30,300000,5631.0,6/27/2017,7/27/2017,2108,1,Empleado,Bogota,Tecnico de Soporte,Familiar,2.0,mas de 5 años,1200000.0,500000.0,400000.0,Indefinido,Quincenal,Soltero/a,No tengo,1.0,1.0,Ninguno,1 año,1,0
30,100000,1877.0,6/27/2017,7/27/2017,2108,1,Empleado,bogota,administrativo,Familiar,2.0,mas de 5 años,1300000.0,500000.0,100000.0,Indefinido,Quincenal,Casado/a,Técnico,0.0,0.0,Ninguno,1 año y medio,1,0
30,200000,3754.0,6/27/2017,7/27/2017,2108,1,Empleado,albania,jefe de sistemas,Propia,3.0,mas de 5 años,2809388.0,1800000.0,2100000.0,Indefinido,Mensual,Soltero/a,No tengo,3.0,2.0,Ninguno,15 años,1,0
17,200000,2127.266667,12/15/2016,1/1/2017,2108,0,Empleado,BOGOTA,AUXILIAR,,2.0,mas de 5 años,2800000.0,800000.0,,Indefinido,Mensual,,,0.0,0.0,Ninguno,2019-01-30,1,0
30,450000,8446.5,6/28/2017,7/28/2017,2107,1,Empleado,Bogota,Analista de pedidos,,2.0,entre uno y cinco años,,,,Indefinido,Mensual,,,2.0,2.0,Ninguno,7,1,0
28,200000,3503.733333,2/20/2017,3/20/2017,2107,0,Empleado,Cali,auxiliar de control,,2.0,mas de 5 años,,,,Indefinido,Quincenal,,,2.0,2.0,Moto,2020-02-03,1,0
29,250000,4536.083333,6/29/2017,7/28/2017,2107,1,Empleado,Medellin,Asesora repuestos,Arrendada,3.0,menos de un año,2400000.0,1600000.0,450000.0,Indefinido,Quincenal,Unión Libre,Técnico,1.0,1.0,Ninguno,13 años,1,0
30,200000,3754.0,6/29/2017,7/29/2017,2106,1,Empleado,Bogota,Auxiliar Contable,,3.0,mas de 5 años,,,,Indefinido,Quincenal,,,1.0,1.0,Ninguno,16 meses,1,0
30,400000,7508.0,6/29/2017,7/29/2017,2106,1,Empleado,itagui,Administrador,Propia,3.0,menos de un año,3000000.0,1000000.0,250000.0,Indefinido,Mensual,Soltero/a,No tengo,1.0,1.0,Moto,2018-08-01,1,0
30,100000,1877.0,6/30/2017,7/30/2017,2105,1,Empleado,MEDELLIN,AUXILIAR CONTABLE ,Familiar,2.0,mas de 5 años,1600000.0,700000.0,,Indefinido,Quincenal,Soltero/a,Tecnólogo,,,Moto,2017-03-14,1,0
30,200000,3754.0,6/30/2017,7/30/2017,2105,1,Empleado,Bogota,Tecnico Aeronautico,Propia,2.0,entre uno y cinco años,2900000.0,2000000.0,1100000.0,Indefinido,Mensual,Soltero/a,No tengo,1.0,2.0,Carro,7 años,1,0
13,170000,1382.723333,7/19/2017,8/1/2017,2103,1,Empleado,Bogota,"Asesora de servicio al cliente, ",Arrendada,3.0,mas de 5 años,2500000.0,750000.0,,Indefinido,Quincenal,Soltero/a,Técnico,1.0,1.0,Ninguno,2012-06-01,1,0
6,150000,563.1,7/27/2017,8/2/2017,2102,1,Empleado,Bogota,Tecnico de Soporte,Familiar,2.0,mas de 5 años,1200000.0,500000.0,400000.0,Indefinido,Quincenal,Soltero/a,No tengo,1.0,1.0,Ninguno,1 año,2,1
30,450000,8446.5,7/6/2017,8/5/2017,2099,1,Empleado,cali valle,analista,Propia,2.0,mas de 5 años,1430000.0,500.0,,Indefinido,Mensual,Soltero/a,No tengo,1.0,1.0,Ninguno,año y medio,1,0
30,500000,9385.0,7/7/2017,8/6/2017,2098,1,Empleado,Pasto,Técnico Investigador IV,,4.0,mas de 5 años,,,,Indefinido,Mensual,,,0.0,0.0,Ninguno,18,1,0
30,180000,3378.6,7/10/2017,8/9/2017,2095,1,Independiente,MEDELLIN,COMUNICADOR GARFICO,Familiar,4.0,mas de 5 años,2800000.0,1500000.0,100000.0,Indefinido,,Unión Libre,Profesional,2.0,1.0,Carro,,2,1
30,140000,2627.8,7/11/2017,8/10/2017,2094,1,Empleado,BOGOTA,RECEPCION,Familiar,2.0,entre uno y cinco años,1300000.0,400000.0,290000.0,Termino fijo,Mensual,Soltero/a,Secundaria,0.0,0.0,Moto,2017-06-01,1,0
27,200000,3378.6,7/14/2017,8/10/2017,2094,1,Empleado,Cartagena,guarda de seguridad,,2.0,entre uno y cinco años,,,,Termino fijo,Quincenal,,,2.0,2.0,Ninguno,más de tres años,1,0
30,200000,3754.0,7/11/2017,8/10/2017,2094,1,Empleado,Bogota,Analista gestión documental ,Propia,2.0,mas de 5 años,1580000.0,300000.0,,Indefinido,Mensual,Soltero/a,No tengo,0.0,0.0,Moto,1 año,2,1
30,250000,4692.5,4/7/2017,5/7/2017,2094,0,Empleado,Copacabana,Director de proyectos,,3.0,mas de 5 años,220000.0,600000.0,300000.0,Indefinido,Quincenal,,,0.0,0.0,Ninguno,2016-11-29,1,0
30,420000,7883.4,7/11/2017,8/10/2017,2094,1,Empleado,Cali,Inspector de bogega,Propia,4.0,mas de 5 años,1200000.0,400.0,800.0,Termino fijo,Mensual,Soltero/a,No tengo,1.0,1.0,Moto,1 año,1,0
30,150000,2815.5,7/13/2017,8/12/2017,2092,1,Empleado,bogota,ASISTENTE DE INMUEBLES,Familiar,3.0,mas de 5 años,1400000.0,700000.0,200000.0,Termino fijo,Quincenal,Soltero/a,Tecnólogo,,,Ninguno,2018-01-22,1,0
30,200000,3754.0,7/13/2017,8/12/2017,2092,1,Empleado,Bogotá,Coordinador Call,Arrendada,3.0,mas de 5 años,2200000.0,1000000.0,100000.0,Termino fijo,Mensual,Soltero/a,Tecnólogo,1.0,1.0,Ninguno,2017-09-12,1,0
30,150000,2815.5,7/13/2017,8/12/2017,2092,1,Empleado,BELEN DE UMBRIA,ACESOR,Arrendada,3.0,entre uno y cinco años,1800000.0,520000.0,250000.0,Indefinido,Mensual,Soltero/a,Técnico,0.0,0.0,Moto,2017-02-01,1,0
30,480000,9009.6,7/14/2017,8/13/2017,2091,1,Independiente,CHIA,GERENTE,Propia,2.0,menos de un año,3000000.0,600.0,,,,Soltero/a,No tengo,0.0,0.0,Ninguno,,1,0
30,130000,2440.1,7/18/2017,8/17/2017,2087,1,Empleado,Caldas antioquia,Oficios varios,Familiar,2.0,entre uno y cinco años,1100000.0,250000.0,200000.0,Indefinido,Quincenal,Casado/a,Secundaria,1.0,1.0,Ninguno,2012-04-30,1,0
30,130000,2440.1,7/18/2017,8/17/2017,2087,1,Empleado,Bogota,Guarda de seguridad,Arrendada,2.0,menos de un año,1200000.0,550000.0,100000.0,Termino fijo,Quincenal,Unión Libre,Secundaria,1.0,1.0,Ninguno,2018-01-30,1,0
30,220000,4129.4,7/18/2017,8/17/2017,2087,1,Empleado,Bogota,Director de convenios,Familiar,3.0,entre uno y cinco años,1500000.0,1000000.0,1000000.0,Termino fijo,Quincenal,Unión Libre,Técnico,2.0,2.0,Ninguno,8 años,1,0
30,150000,2815.5,7/18/2017,8/17/2017,2087,1,Empleado,Bogota,Contratista,Familiar,3.0,mas de 5 años,2500000.0,1000000.0,500000.0,Indefinido,Quincenal,Unión Libre,Secundaria,3.0,3.0,Ninguno,1 año,1,0
30,250000,4692.5,7/18/2017,8/17/2017,2087,1,Empleado,bogota,diseñador grafico,Arrendada,3.0,entre uno y cinco años,1500000.0,400000.0,600000.0,Indefinido,Quincenal,Unión Libre,Profesional,1.0,1.0,Ninguno,3 años,1,0
30,100000,1877.0,7/18/2017,8/17/2017,2087,1,Empleado,Bogotá,Operaria de aseo y mantenimiento,Familiar,1.0,entre uno y cinco años,800000.0,300000.0,150000.0,Indefinido,Mensual,Soltero/a,Secundaria,1.0,1.0,Ninguno,5,1,0
30,170000,3190.9,7/18/2017,8/17/2017,2087,1,Empleado,bogota,analista,Familiar,3.0,mas de 5 años,1000000.0,200000.0,140000.0,Indefinido,Quincenal,Soltero/a,Secundaria,0.0,0.0,Ninguno,6448000-19138,1,0
30,150000,2815.5,7/19/2017,8/18/2017,2086,1,Empleado,Pereira,ADMINISTRACIÓN,Familiar,3.0,mas de 5 años,1500000.0,600000.0,50000.0,Indefinido,Quincenal,Soltero/a,Profesional,0.0,0.0,Ninguno,3 AÑOS,1,0
30,150000,2815.5,7/21/2017,8/20/2017,2084,1,Empleado,Medellin,Oficios varios,Familiar,2.0,mas de 5 años,1200000.0,450000.0,150000.0,Indefinido,Mensual,Unión Libre,Primaria,4.0,2.0,Ninguno,2años,1,0
30,250000,4692.5,7/21/2017,8/20/2017,2084,1,Empleado,medellin,vigilante,Propia,2.0,mas de 5 años,1350000.0,700.0,,Indefinido,Quincenal,Soltero/a,No tengo,0.0,0.0,Moto,6 meses,1,0
30,220000,4129.4,7/24/2017,8/23/2017,2081,1,Empleado,Bogota,Mensajero motorizado,,3.0,mas de 5 años,,,,Indefinido,Quincenal,,,0.0,0.0,Moto,2 años,1,0
30,100000,1877.0,7/24/2017,8/23/2017,2081,1,Empleado,cucuta,facturador,Arrendada,2.0,entre uno y cinco años,1800000.0,1200000.0,500000.0,Termino fijo,Quincenal,Unión Libre,Tecnólogo,2.0,2.0,Ninguno,2020-05-25,1,0
30,250000,4692.5,7/24/2017,8/23/2017,2081,1,Empleado,CALI,ORGANIZACIÓN SERVICIOS Y ASESORÍAS,Propia,3.0,entre uno y cinco años,850.0,350.0,60.0,Indefinido,Quincenal,Soltero/a,No tengo,0.0,0.0,Ninguno,3 años,1,0
30,160000,3003.2,7/25/2017,8/24/2017,2080,1,Empleado,bogota,opérario,,3.0,entre uno y cinco años,,,,Indefinido,Quincenal,,,1.0,2.0,Ninguno,3 años,1,0
30,220000,4129.4,7/25/2017,8/24/2017,2080,1,Empleado,Medellin,Asesora de negocios,,2.0,mas de 5 años,2000000.0,800000.0,200000.0,Indefinido,Mensual,,,,2.0,Moto,2015-10-13,1,0
24,100000,1501.6,7/31/2017,8/24/2017,2080,1,Empleado,alcala valle,auxiliar administrativo,Familiar,2.0,mas de 5 años,955000.0,375000.0,770000.0,Indefinido,Mensual,Soltero/a,Tecnólogo,0.0,0.0,Ninguno,año y medio,1,0
30,200000,3754.0,7/27/2017,8/26/2017,2078,1,Empleado,bucaramanga,asesor comercial,,3.0,menos de un año,,,,Indefinido,Quincenal,,,0.0,0.0,Ninguno,2021-03-11,1,0
30,200000,3754.0,7/27/2017,8/26/2017,2078,1,Independiente,Bogota,Contratista,Arrendada,3.0,entre uno y cinco años,1500000.0,850000.0,,,,Unión Libre,Técnico,2.0,2.0,Ninguno,2000-01-26,1,0
30,100000,1877.0,7/28/2017,8/27/2017,2077,1,Empleado,Bogota,Auxiliar Administrativo,Propia,3.0,entre uno y cinco años,1500000.0,550000.0,0.0,,,Soltero/a,Técnico,2.0,2.0,Ninguno,25 AÑOS,1,0
30,350000,6569.5,1/26/2017,2/25/2017,2074,0,Empleado,Bogota,Asesor,,2.0,mas de 5 años,,,,Indefinido,Quincenal,,,0.0,0.0,Ninguno,2021-01-11,1,0
30,250000,4692.5,7/31/2017,8/30/2017,2074,1,Independiente,Cali,CONTRATISTA ,Familiar,4.0,mas de 5 años,2000000.0,1200000.0,200000.0,,,Unión Libre,Tecnólogo,1.0,1.0,Carro,,1,0
30,150000,2815.5,8/1/2017,8/31/2017,2073,1,Empleado,Bogota,Consultor Empresarial,Familiar,2.0,entre uno y cinco años,780000.0,400000.0,500000.0,Indefinido,Quincenal,Unión Libre,Técnico,0.0,1.0,Ninguno,3 meses,1,0
30,150000,2815.5,8/1/2017,8/31/2017,2073,1,Empleado,Cundinamarca,Auxiliar de planta,Arrendada,2.0,mas de 5 años,850000.0,500000.0,380000.0,Indefinido,Quincenal,Unión Libre,Secundaria,2.0,2.0,Ninguno,18 meses,1,0
28,130000,2277.426667,8/4/2017,9/1/2017,2072,1,Empleado,bogota,telemercaderista,,2.0,mas de 5 años,,,,Indefinido,Mensual,,,1.0,1.0,Moto,3 años,1,0
30,250000,4692.5,8/3/2017,9/2/2017,2071,1,Empleado,barranquilla,asesor comercial,Propia,2.0,menos de un año,1075000.0,400.0,180.0,Indefinido,Mensual,Soltero/a,No tengo,0.0,0.0,Moto,2 AÑOS ,1,0
30,400000,7508.0,8/3/2017,9/2/2017,2071,1,Empleado,Armenia,Promotor ventas,arrendada,3.0,entre uno y cinco años,1100000.0,800000.0,100000.0,Termino fijo,Quincenal,Divorciado/a,Secundaria,1.0,1.0,Moto,4 años,1,0
30,130000,2440.1,8/4/2017,9/3/2017,2070,1,Empleado,bogota,agente contac center,Propia,2.0,mas de 5 años,800.0,400.0,250.0,Indefinido,Quincenal,Soltero/a,No tengo,0.0,0.0,Ninguno,9 meses,1,0
25,150000,2346.25,2/6/2017,3/3/2017,2068,0,Independiente,BOGOTA,propietario,,2.0,mas de 5 años,,,,,,,,0.0,0.0,Ninguno,,1,0
30,500000,9385.0,8/8/2017,9/7/2017,2066,1,Empleado,bogota,director de cartera,Propia,3.0,menos de un año,9300000.0,3700000.0,,Indefinido,Quincenal,Soltero/a,No tengo,2.0,4.0,Carro,13,1,0
30,120000,2252.4,8/11/2017,9/10/2017,2063,1,Empleado,Bogota,lector repartidor verificador,Familiar,3.0,mas de 5 años,981000.0,400000.0,200000.0,Indefinido,Quincenal,Unión Libre,Secundaria,2.0,2.0,Ninguno,Un año,1,0
30,170000,3190.9,8/11/2017,9/10/2017,2063,1,Empleado,barranquilla,asesor comercial,Propia,2.0,menos de un año,1075000.0,400.0,180.0,Indefinido,Mensual,Soltero/a,No tengo,0.0,0.0,Moto,2 AÑOS ,2,1
30,200000,3754.0,8/11/2017,9/10/2017,2063,1,Independiente,BOGOTA,PROPIETARIA,Propia,2.0,mas de 5 años,6000000.0,3000000.0,1500000.0,,,Soltero/a,Secundaria,0.0,2.0,Ninguno,,1,0
30,350000,6569.5,8/11/2017,9/10/2017,2063,1,Empleado,bogota,gestor de servicio,Propia,2.0,entre uno y cinco años,3500000.0,1000000.0,,Indefinido,Quincenal,Casado/a,Profesional,,,Moto,2022-08-26,1,0
30,180000,3378.6,8/14/2017,9/13/2017,2060,1,Empleado,villanueva casanare,auxiliar de campo,Familiar,2.0,entre uno y cinco años,1500000.0,1200000.0,350000.0,Indefinido,Quincenal,Unión Libre,Tecnólogo,1.0,1.0,Moto,5 años,1,0
30,170000,3190.9,8/14/2017,9/13/2017,2060,1,Empleado,Bogota,Policia nacional,,3.0,entre uno y cinco años,,,,Indefinido,Mensual,,,1.0,1.0,Ninguno,12 años,1,0
30,120000,2252.4,8/15/2017,9/14/2017,2059,1,Empleado,Bogota,Ejecutiva de cuenta,,3.0,entre uno y cinco años,,,,Indefinido,Mensual,,,0.0,1.0,Ninguno,10 meses,1,0
30,200000,3754.0,8/15/2017,9/14/2017,2059,1,Empleado,Bogota,Asistente administrativo,Arrendada,3.0,menos de un año,2100000.0,1500000.0,100000.0,Indefinido,Quincenal,Unión Libre,Tecnólogo,1.0,1.0,Ninguno,1 año,1,0
30,400000,7508.0,8/15/2017,9/14/2017,2059,1,Empleado,Bogotá,Contratista,propia,3.0,entre uno y cinco años,1990000.0,300000.0,,Termino fijo,Mensual,Soltero/a,No tengo,0.0,0.0,Ninguno,16 meses,1,0
30,500000,9385.0,8/16/2017,9/15/2017,2058,1,Empleado,BOGOTA,CONDUCTOR,,3.0,mas de 5 años,,,,Indefinido,Mensual,,,3.0,3.0,Ninguno,1998-01-02,1,0
28,300000,5255.6,8/18/2017,9/15/2017,2058,1,Empleado,zipaquira,asistente administrativo,Propia,2.0,entre uno y cinco años,1500000.0,900.0,,Indefinido,Mensual,Soltero/a,No tengo,1.0,1.0,Ninguno,dos años,1,0
30,350000,6569.5,8/16/2017,9/15/2017,2058,1,Empleado,BOGOTA,AUXILIAR ADMINISTRATIVO,Propia,2.0,mas de 5 años,1050000.0,300.0,,Indefinido,Quincenal,Soltero/a,No tengo,,,Ninguno,,1,0
30,150000,2815.5,8/17/2017,9/16/2017,2057,1,Empleado,Rionegro,Asesor comercial,Arrendada,4.0,entre uno y cinco años,1200000.0,550000.0,200000.0,Indefinido,Quincenal,Soltero/a,Técnico,0.0,0.0,Ninguno,+57 (4)3128642,1,0
30,100000,1877.0,8/18/2017,9/17/2017,2056,1,Empleado,Tocancipa,Directora de área,Familiar,3.0,mas de 5 años,2888000.0,1500090.0,200000.0,Indefinido,Quincenal,Unión Libre,Profesional,1.0,2.0,Ninguno,6 años,1,0
30,150000,2815.5,8/18/2017,9/17/2017,2056,1,Empleado,bogota,docente,Arrendada,3.0,menos de un año,1687000.0,650000.0,100000.0,Termino fijo,Quincenal,Soltero/a,Profesional,0.0,0.0,Ninguno,4 años,1,0
30,100000,1877.0,8/18/2017,9/17/2017,2056,1,Empleado,Bogota,Conductor,Familiar,2.0,mas de 5 años,1200000.0,550000.0,220000.0,Indefinido,Quincenal,Unión Libre,Secundaria,1.0,1.0,Ninguno,6 meses,1,0
