objectId,muni,featureCode,countryCode,cityId,ACL,name,population,updatedAt,location,country,createdAt,adminCode
044XbLUEsU,,PPL,CO,3673369,,paipa,13554,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.78013,""longitude"":-73.11708}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),36
07ecpwUKM9,,PPL,CO,3674640,,mogotes,3438,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.47559,""longitude"":-72.97046}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),26
0A8lZDjlXo,,PPL,CO,3674618,,molagavita,1205,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.67315,""longitude"":-72.80875}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),26
0BTkcHJKSb,,PPL,CO,3688433,,buenavista,2084,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.3539,""longitude"":-75.71782}",Colombia,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),23
0BywoEWTAU,,PPL,CO,3688452,,buenaventura,24842,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.58333,""longitude"":-77}",Colombia,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),29
0Jp4Z9oBoC,,PPL,CO,3667731,,sucre,1095,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.91833,""longitude"":-73.79109}",Colombia,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),26
0KXKmhHUJS,,PPL,CO,3685733,,cota,7615,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.80938,""longitude"":-74.098}",Colombia,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),33
0P4LfMy4FV,,PPL,CO,3665934,,villanueva,18699,Thu Dec 12 2019 14:16:08 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":10.60528,""longitude"":-72.98}",Colombia,Thu Dec 12 2019 14:16:08 GMT-0500 (Colombia Standard Time),17
0QSiwYGCrX,,PPL,CO,3687335,,carlosama,2010,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":0.86292,""longitude"":-77.72734}",Colombia,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),20
0QWuNHvgnr,,PPL,CO,3689205,,barbosa,16707,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.43809,""longitude"":-75.33136}",Colombia,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),2
0T7PbcFmOF,,PPL,CO,3674010,,natagaima,11217,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.62057,""longitude"":-75.09415}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),28
0WE2kmwUBB,,PPL,CO,3684860,,el bordo,12072,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":2.11696,""longitude"":-76.98214}",Colombia,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),9
0bJgaCeWTm,,PPL,CO,3671848,,potosi,3979,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":0.80739,""longitude"":-77.57216}",Colombia,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),20
0dnmvYBoqw,,PPL,CO,3670034,,san bernardo,2988,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.52119,""longitude"":-77.03091}",Colombia,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),9
0m0ZhZ9OwA,,PPL,CO,3687213,,casabianca,1593,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.07959,""longitude"":-75.12059}",Colombia,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),28
0oQiLsz46c,,PPL,CO,3792399,,el playon,5334,Thu Dec 12 2019 14:17:22 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":7.47131,""longitude"":-73.2031}",Colombia,Thu Dec 12 2019 14:17:22 GMT-0500 (Colombia Standard Time),26
1C1ZxvCvWB,,PPL,CO,3667868,,solano,2973,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":0.69937,""longitude"":-75.25353}",Colombia,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),8
1CMgcu5kJv,,PPL,CO,3667044,,tipacoque,1036,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.42031,""longitude"":-72.69184}",Colombia,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),36
1IyffpvzHj,,PPL,CO,3675409,,manzanares,16278,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.32472,""longitude"":-75.15694}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),37
1Kdy3o4hwX,,PPL,CO,3689709,,arbelaez,5252,Thu Dec 12 2019 14:17:20 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.27254,""longitude"":-74.41513}",Colombia,Thu Dec 12 2019 14:17:20 GMT-0500 (Colombia Standard Time),33
1NGzFpjsMB,,PPL,CO,3668323,,santuario,17722,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.13833,""longitude"":-75.26417}",Colombia,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),2
1NOVftRUoY,,PPL,CO,3665860,,vista hermosa,4282,Thu Dec 12 2019 14:16:08 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.12428,""longitude"":-73.75156}",Colombia,Thu Dec 12 2019 14:16:08 GMT-0500 (Colombia Standard Time),19
1XiU00U6wI,,PPL,CO,3674292,,mosquera,27005,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.70592,""longitude"":-74.23021}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),33
1cROUTARb0,,PPL,CO,3671615,,puebloviejo,13523,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":10.99376,""longitude"":-74.28439}",Colombia,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),38
1jUNg9HsmK,,PPL,CO,3681364,,guataqui,1139,Thu Dec 12 2019 14:17:14 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.51573,""longitude"":-74.78935}",Colombia,Thu Dec 12 2019 14:17:14 GMT-0500 (Colombia Standard Time),33
1kYFDrpxK3,,PPL,CO,3684266,,el dovio,7942,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.5079,""longitude"":-76.23619}",Colombia,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),29
1oYUsBH8vD,,PPL,CO,3683778,,el molino,5265,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":10.65225,""longitude"":-72.92405}",Colombia,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),17
1plxPzdI11,,PPL,CO,3769623,,chivor,1622,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.88556,""longitude"":-73.36889}",Colombia,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),36
1uL7hkSDkm,,PPLA,CO,3672778,,pasto,382236,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.21361,""longitude"":-77.28111}",Colombia,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),20
1vhBZ5iGkC,,PPL,CO,3678575,,la llanada,2747,Thu Dec 12 2019 14:17:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.48997,""longitude"":-77.58347}",Colombia,Thu Dec 12 2019 14:17:12 GMT-0500 (Colombia Standard Time),20
1yOkecNsFN,,PPL,CO,3667701,,supata,1907,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.06097,""longitude"":-74.23721}",Colombia,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),33
26avswz3vL,,PPL,CO,3678190,,la paz,1135,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.17848,""longitude"":-73.58948}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),26
2AlmpUzMk6,,PPL,CO,3685418,,cunday,2082,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.06004,""longitude"":-74.69212}",Colombia,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),28
2DkSEgAVR1,,PPL,CO,3673379,,pailitas,10480,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":8.95652,""longitude"":-73.62548}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),10
2Ej1yrpirv,,PPL,CO,3686471,,chiscas,1356,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.55642,""longitude"":-72.50378}",Colombia,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),36
2Gl14hwOoX,,PPLA2,CO,3666570,,turbo,50508,Thu Dec 12 2019 14:16:09 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":8.09263,""longitude"":-76.72822}",Colombia,Thu Dec 12 2019 14:16:09 GMT-0500 (Colombia Standard Time),2
2HG3LJFtG0,,PPL,CO,3681957,,granada,32365,Thu Dec 12 2019 14:17:14 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.54625,""longitude"":-73.70687}",Colombia,Thu Dec 12 2019 14:17:14 GMT-0500 (Colombia Standard Time),19
2MHhDDQ8DY,,PPL,CO,3671424,,puerto lleras,5076,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.02225,""longitude"":-73.4044}",Colombia,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),19
2MSkUK5nBJ,,PPL,CO,3675595,,malambo,101534,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":10.85953,""longitude"":-74.77386}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),4
2UFkxUJ6F2,,PPL,CO,3686441,,choachi,4281,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.52897,""longitude"":-73.92273}",Colombia,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),33
2c6iODYCVQ,,PPLA3,CO,3688928,,bello,392939,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.33732,""longitude"":-75.55795}",Colombia,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),2
2e6HPTFIjN,,PPL,CO,3667516,,tamara,2007,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.82972,""longitude"":-72.16333}",Colombia,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),32
2i8otmxrST,,PPL,CO,3674580,,mongua,2322,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.75084,""longitude"":-72.80339}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),36
2m3sNolnSd,,PPL,CO,3676626,,lerida,20069,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.86242,""longitude"":-74.90977}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),28
2nHu4SMqb1,,PPL,CO,3792408,,santa genoveva de docorodo,1448,Thu Dec 12 2019 14:17:22 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.25875,""longitude"":-77.36516}",Colombia,Thu Dec 12 2019 14:17:22 GMT-0500 (Colombia Standard Time),11
2nIyv2VXSF,,PPL,CO,3667023,,titiribi,3787,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.06276,""longitude"":-75.7937}",Colombia,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),2
2nijGTMnEU,,PPL,CO,3688923,,belmira,1388,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.60508,""longitude"":-75.66619}",Colombia,Thu Dec 12 2019 14:17:19 GMT-0500 (Colombia Standard Time),2
2u6vEFgvjA,,PPL,CO,3668434,,santa sofia,1058,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.70908,""longitude"":-73.60404}",Colombia,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),36
2vAutweh2W,,PPL,CO,3669461,,san juan de uraba,10825,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":8.75924,""longitude"":-76.52969}",Colombia,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),2
2yJNsBLQwp,,PPL,CO,3792387,,el retorno,3362,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":2.33022,""longitude"":-72.62765}",Colombia,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),14
2yQhJNGegq,,PPL,CO,3779399,,canalete,2620,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":8.67611,""longitude"":-76.20417}",Colombia,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),12
37Ja9Rap9k,,PPL,CO,3666519,,ubate,20485,Thu Dec 12 2019 14:16:09 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.30933,""longitude"":-73.81575}",Colombia,Thu Dec 12 2019 14:16:09 GMT-0500 (Colombia Standard Time),33
39114XwQsk,,PPL,CO,3675826,,luruaco,13236,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":10.61712,""longitude"":-75.15146}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),4
3986QnksPa,,PPL,CO,3670107,,san antonio,8476,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.93303,""longitude"":-74.69346}",Colombia,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),38
3CZ85Z02nn,,PPL,CO,3673398,,belalcazar,31800,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":2.65472,""longitude"":-75.99278}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),9
3E76HW6XIi,,PPL,CO,3666436,,uramita,2292,Thu Dec 12 2019 14:16:09 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.89944,""longitude"":-76.17417}",Colombia,Thu Dec 12 2019 14:16:09 GMT-0500 (Colombia Standard Time),2
3F6X4oNYjy,,PPL,CO,3670692,,rivera,8044,Thu Dec 12 2019 14:16:14 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":2.77717,""longitude"":-75.25642}",Colombia,Thu Dec 12 2019 14:16:14 GMT-0500 (Colombia Standard Time),16
3JvKjKzFUv,,PPL,CO,3667579,,tado,10095,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.26598,""longitude"":-76.56487}",Colombia,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),11
3MtH2lgkgH,,PPL,CO,3674166,,murillo,1860,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.87393,""longitude"":-75.17151}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),28
3S3xoWpkoW,,PPL,CO,3668446,,santa rosalia,1363,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.13356,""longitude"":-70.86233}",Colombia,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),31
3SfALiw8hp,,PPL,CO,3670199,,san antero,11610,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.3741,""longitude"":-75.75891}",Colombia,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),12
3WJOWdRShr,,PPL,CO,3668400,,santiago,2715,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.14844,""longitude"":-77.0045}",Colombia,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),22
3YHIp7pBK2,,PPL,CO,3671371,,puerto parra,1448,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.65149,""longitude"":-74.05734}",Colombia,Thu Dec 12 2019 14:16:15 GMT-0500 (Colombia Standard Time),26
3YSkAKOBlO,,PPL,CO,3675657,,maicao,130348,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":11.38321,""longitude"":-72.24321}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),17
3YuUDJUxni,,PPL,CO,3792389,,isnos,5185,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.93556,""longitude"":-76.24056}",Colombia,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),16
3dIv26DgzU,,PPL,CO,3666936,,toluviejo,8260,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.45082,""longitude"":-75.43864}",Colombia,Thu Dec 12 2019 14:16:10 GMT-0500 (Colombia Standard Time),27
3qWznpBiN2,,PPLA,CO,3673899,,neiva,352855,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":2.9273,""longitude"":-75.28189}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),16
3tVM4PcOOX,,PPL,CO,3681797,,guacari,19637,Thu Dec 12 2019 14:17:14 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.76383,""longitude"":-76.33292}",Colombia,Thu Dec 12 2019 14:17:14 GMT-0500 (Colombia Standard Time),29
3u9YXWhxED,,PPL,CO,3690226,,aldana,1956,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":0.88283,""longitude"":-77.70103}",Colombia,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),20
3w5ufE1uTF,,PPL,CO,3674678,,mistrato,6263,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.29622,""longitude"":-75.8839}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),24
3w9bAuqyVG,,PPL,CO,3676720,,la virginia,33835,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.89972,""longitude"":-75.8825}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),24
3zlYSqQIjy,,PPL,CO,3668012,,simiti,6670,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":7.9579,""longitude"":-73.9436}",Colombia,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),35
40Hncr8fdX,,PPL,CO,3687310,,carolina,3160,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.72439,""longitude"":-75.28168}",Colombia,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),2
49D0rlje4b,,PPL,CO,3670242,,san alberto,10627,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":7.76107,""longitude"":-73.3922}",Colombia,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),10
4G48lU1pDy,,PPL,CO,3673902,,neira,11755,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.1665,""longitude"":-75.52001}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),37
4GBSEB6kOZ,,PPL,CO,3688009,,cajibio,3365,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":2.62271,""longitude"":-76.57039}",Colombia,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),9
4HWFr0Jehr,,PPL,CO,3667772,,suarez,1243,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.04906,""longitude"":-74.83198}",Colombia,Thu Dec 12 2019 14:16:11 GMT-0500 (Colombia Standard Time),28
4KP7GQnAMD,,PPL,CO,3769976,,puerto gaitan,5928,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.31328,""longitude"":-72.08157}",Colombia,Thu Dec 12 2019 14:17:21 GMT-0500 (Colombia Standard Time),19
4KpJQqcUL9,,PPL,CO,3668268,,sapuyes,2628,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.03728,""longitude"":-77.62094}",Colombia,Thu Dec 12 2019 14:16:12 GMT-0500 (Colombia Standard Time),20
4TyCGBKUf4,,PPL,CO,3671203,,purisima,7043,Thu Dec 12 2019 14:16:14 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.23657,""longitude"":-75.72191}",Colombia,Thu Dec 12 2019 14:16:14 GMT-0500 (Colombia Standard Time),12
4beYqmSONN,,PPL,CO,3669987,,san carlos de guaroa,1604,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":3.71161,""longitude"":-73.24344}",Colombia,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),19
4dOFZXOsyb,,PPL,CO,3686851,,chaguani,1108,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.94829,""longitude"":-74.59392}",Colombia,Thu Dec 12 2019 14:17:18 GMT-0500 (Colombia Standard Time),33
4fjObyqLNo,,PPL,CO,3674597,,mompos,30861,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.24194,""longitude"":-74.42667}",Colombia,Thu Dec 12 2019 14:16:17 GMT-0500 (Colombia Standard Time),35
4j0ORBP6cA,,PPL,CO,3686233,,circasia,20113,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.61889,""longitude"":-75.63583}",Colombia,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),23
4otXBkPqp6,,PPL,CO,3684510,,el cocuy,2706,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":6.41151,""longitude"":-72.44876}",Colombia,Thu Dec 12 2019 14:17:16 GMT-0500 (Colombia Standard Time),36
4qrRtd4EM8,,PPL,CO,3670293,,samaniego,13515,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":1.33849,""longitude"":-77.5957}",Colombia,Thu Dec 12 2019 14:16:13 GMT-0500 (Colombia Standard Time),20
4t4k4pmPhE,,PPL,CO,3665616,,zambrano,9565,Thu Dec 12 2019 14:16:08 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.74724,""longitude"":-74.8153}",Colombia,Thu Dec 12 2019 14:16:08 GMT-0500 (Colombia Standard Time),38
4tefoEQADb,,PPL,CO,3689714,,arauquita,9950,Thu Dec 12 2019 14:17:20 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":7.02917,""longitude"":-71.42806}",Colombia,Thu Dec 12 2019 14:17:20 GMT-0500 (Colombia Standard Time),3
4v7MMrQ6Ut,,PPL,CO,3686585,,chimichagua,16746,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.25778,""longitude"":-73.81228}",Colombia,Thu Dec 12 2019 14:17:17 GMT-0500 (Colombia Standard Time),10
4vLjJDXmPd,,PPL,CO,3673536,,orocue,2835,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":4.79117,""longitude"":-71.33542}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),32
5ACtYDm6CE,,PPL,CO,3673756,,nueva granada,2714,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":9.80168,""longitude"":-74.39304}",Colombia,Thu Dec 12 2019 14:16:16 GMT-0500 (Colombia Standard Time),38
5CPts0I0QA,,PPL,CO,3678167,,la pena,1667,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),"{""__type"":""GeoPoint"",""latitude"":5.19847,""longitude"":-74.39368}",Colombia,Thu Dec 12 2019 14:16:18 GMT-0500 (Colombia Standard Time),33
