PLAZO,CAPITAL,DÍAS MORA,INGRESOS MENSUALES,GASTOS MENSUALES,NUM.CREDITOS SOLICITADOS,USUARIO RECURRENTE,latitud,longitud,meses_transcurridos,ESTRATO,mes_de_pago,TIPO EMPLEO_empleado,TIPO EMPLEO_independiente,TIPO EMPLEO_pensionado,TIPO EMPLEO_prestador de servicios,TIPO DE VIVIENDA_familiar,TIPO DE VIVIENDA_propia,AÑOS EN LA VIVIENDA_mas de 5 anos,AÑOS EN LA VIVIENDA_menos de un ano,TIPO DE CONTRATO_prestacion de servicios,TIPO DE CONTRATO_termino fijo,PERIODO DE PAGO_quincenal,ESTADO CIVIL_comprometido/a,ESTADO CIVIL_divorciado/a,ESTADO CIVIL_soltero/a,ESTADO CIVIL_union libre,ESTADO CIVIL_viudo/a,NIVEL EDUCATIVO_postgrado,NIVEL EDUCATIVO_primaria,NIVEL EDUCATIVO_profesional,NIVEL EDUCATIVO_secundaria,NIVEL EDUCATIVO_tecnico,NIVEL EDUCATIVO_tecnologo,TIPO DE VEHICULO_moto,TIPO DE VEHICULO_ninguno,Estado,Estado_Estimado,Probabilidad
30.0,0.21,1610.0,0.8999999999999999,0.6,2.0,1.0,10.46314,-73.25322,13.600525624178708,3.0,12.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,81.13
30.0,0.1,914.0,1.5621741185585076,0.6,1.0,0.0,4.56639,-75.75111,31.192509855453352,3.0,7.0,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,9.08
30.0,0.12,1148.0,1.5,0.75,1.0,0.0,6.25184,-75.56359,31.192509855453352,2.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,28.64
30.0,0.1,1819.0,0.887337,0.56,1.0,0.0,6.25184,-75.56359,5.453350854139288,2.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,1,1,85.03
30.0,0.15,579.0,1.8,1.5,1.0,0.0,4.60971,-74.08175,144.0,3.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,14.91
22.0,0.2,574.0,1.957,1.4,1.0,0.0,4.21207,-76.15564,31.192509855453352,3.0,12.0,-1.1102230246251565e-16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,3.48
30.0,0.15,1428.0,0.8999999999999999,0.7,1.0,0.0,7.88299,-76.62587,13.929040735873848,3.0,6.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,51.3
30.0,0.3,2211.0,1.854440837878784,0.6,1.0,0.0,10.39972,-75.51444,31.192509855453352,5.0,4.0,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,93.42
30.0,0.25,1995.0,0.737717,9.999999999998899e-05,1.0,0.0,4.60971,-74.08175,6.0,3.0,11.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,80.44
30.0,0.4,2040.0,2.347190989061392,0.6,1.0,0.0,4.60971,-74.08175,65.0,2.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,89.56
30.0,0.25,2025.0,1.2,0.17999999999999994,1.0,0.0,4.60971,-74.08175,2.398160315374504,2.0,2.9999999999999996,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,74.93
30.0,0.25,494.0,2.5,0.7,1.0,0.0,10.96854,-74.78132,42.70696452036794,3.0,8.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,4.13
30.0,0.3,967.0,3.0,0.19999999999999996,1.0,0.0,4.96531,-73.91301,78.90932982917214,4.0,2.9999999999999996,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,16.76
30.0,0.2,2016.0,1.6,0.6,1.0,0.0,6.25184,-75.56359,31.192509855453352,3.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,94.25
30.0,0.18,705.0,1.25,3.8000000000000003,1.0,0.0,6.98789,-73.04953,12.385019710906704,3.0,12.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1.0,0.0,0,0,26.23
30.0,0.2,1475.0,1.2,0.6,1.0,0.0,4.60971,-74.08175,11.366622864651774,2.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1,1,73.63
30.0,0.15,1541.0,0.8479999999999999,0.3,1.0,0.0,10.91843,-74.76459,23.258869908015768,1.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,49.84
30.0,0.2,1116.0,1.2,0.09999999999999998,1.0,0.0,4.43889,-75.23222,35.873850197109064,2.0,7.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,17.01
30.0,0.26,1727.0,2.4,0.7,1.0,0.0,4.60971,-74.08175,60.0,3.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,0,1,84.36
30.0,0.27,621.0,1.77366762473123,0.6,1.0,0.0,2.64867,-75.63457,4.6320630749014455,2.0,8.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,7.66
30.0,0.2,903.0,2.0,0.8,1.0,0.0,3.26074,-76.53499,31.192509855453352,3.0,11.0,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,36.34
30.0,0.15,935.0,1.5,0.4,1.0,0.0,5.06889,-75.51738,31.192509855453352,5.0,7.0,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,28.94
30.0,0.2,1650.0,1.2,0.4,1.0,0.0,4.43889,-75.23222,79.79632063074901,3.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,59.53
30.0,0.5,1311.0,1.4,0.3,1.0,0.0,4.60971,-74.08175,42.90407358738502,2.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,63.05
30.0,0.3,618.0,6.0,2.0,1.0,0.0,4.60971,-74.08175,134.7897503285151,2.0,10.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.7
30.0,0.43,922.0,2.42,1.0,1.0,0.0,4.60971,-74.08175,70.56504599211564,4.0,6.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,56.84
29.0,0.2,1900.0,1.2,0.19999999999999996,1.0,0.0,4.60971,-74.08175,15.0,3.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,77.16
30.0,0.35,2217.0,1.738012644339145,0.6,1.0,0.0,7.88299,-76.62587,18.0,4.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,89.61
20.0,0.2,1602.0,2.9,1.5,1.0,0.0,3.43722,-76.5225,31.192509855453352,3.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,29.34
30.0,0.2,1349.0,0.7370000000000001,0.7,1.0,0.0,4.60971,-74.08175,10.0,1.0,7.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0,0,41.65
30.0,0.35,1302.0,2.3,0.4,1.0,0.0,4.60971,-74.08175,25.985545335085416,3.0,10.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,49.45
30.0,0.22,1895.0,1.5293695471131894,0.6,1.0,0.0,3.43722,-76.5225,7.0,3.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,66.62
30.0,0.25,2087.0,1.5,0.4,1.0,0.0,4.60971,-74.08175,36.0,3.0,8.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,85.96
23.0,0.12,1981.0,1.45,0.19999999999999996,1.0,0.0,2.43823,-76.61316,58.01576872536137,2.0,12.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,75.11
30.0,0.25,1714.0,1.5,0.7,1.0,0.0,4.60971,-74.08175,28.54796320630749,2.0,8.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,54.84
30.0,0.28,1541.0,4.5,3.2,1.0,0.0,6.25184,-75.56359,37.877792378449406,4.0,2.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,55.98
30.0,0.25,1184.0,1.3,0.45,1.0,0.0,3.43722,-76.5225,51.54402102496715,2.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,61.0
30.0,0.25,765.0,1.8,0.5,1.0,0.0,3.8801,-77.03116,136.33377135348226,2.0,6.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,12.84
30.0,0.5,2058.0,3.0817964815977703,0.6,1.0,0.0,4.60971,-74.08175,235.4139290407359,3.0,9.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,96.01
25.0,0.15,2182.0,1.7079084894609269,0.6,1.0,0.0,4.60971,-74.08175,5.0,2.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,61.44
30.0,0.37,542.0,3.0,1.5,1.0,0.0,4.60971,-74.08175,109.42838370565048,3.0,4.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,8.69
30.0,0.5,1827.0,1.7,0.00039999999999995595,1.0,0.0,10.96854,-74.78132,32.98291721419185,3.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,87.02
30.0,0.12,2190.0,1.7578045685470567,0.6,1.0,0.0,4.60971,-74.08175,24.0,2.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,66.28
30.0,0.2,1401.0,2.0,0.9,1.0,0.0,10.96854,-74.78132,32.65440210249672,3.0,7.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,65.36
30.0,0.2,2325.0,1.5,0.4,1.0,0.0,6.15515,-75.37371,31.192509855453352,2.0,12.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,89.36
30.0,0.2,1981.0,1.933213123585988,0.6,1.0,0.0,4.60971,-74.08175,36.0,2.0,12.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,68.21
30.0,0.19,1891.0,1.2,0.4,1.0,0.0,7.12539,-73.1198,15.637319316688568,2.0,2.9999999999999996,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,84.12
30.0,0.13,1881.0,1.5,0.25,1.0,0.0,3.72315,-75.48316,31.192509855453352,3.0,2.9999999999999996,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,84.26
30.0,0.15,1707.0,1.4,0.25,2.0,1.0,4.60971,-74.08175,40.96583442838371,2.0,9.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1,1,81.58
30.0,0.3,2290.0,1.9998487794648645,0.6,1.0,0.0,4.60971,-74.08175,12.0,3.0,1.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,88.71
30.0,0.18,1626.0,0.95,0.45,1.0,0.0,4.60971,-74.08175,13.272010512483575,3.0,11.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,71.83
30.0,0.3,684.0,8.5,3.9999999999999996,1.0,0.0,10.96854,-74.78132,31.192509855453352,5.0,5.0,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,15.89
30.0,0.245,506.0,1.8,0.9,1.0,0.0,4.81367,-74.35453,132.22733245729304,3.0,12.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1.0,0.0,0,0,32.12
30.0,0.4,645.0,2.3,1.2,1.0,0.0,4.60971,-74.08175,31.192509855453352,4.0,7.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,13.01
30.0,0.12,988.0,1.0,0.5,1.0,0.0,6.25184,-75.56359,216.0,3.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,0,0,38.86
30.0,0.19,917.0,2.105,1.6,1.0,0.0,3.43722,-76.5225,290.9001314060447,3.0,6.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,22.03
30.0,0.2,487.0,2.5,0.7,1.0,0.0,5.33775,-72.39586,14.0,3.0,9.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2.83
30.0,0.5,455.0,0.9079999999999999,0.45,1.0,0.0,6.25184,-75.56359,12.812089356110384,2.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,26.18
30.0,0.2,997.0,1.3,0.4,1.0,0.0,4.60971,-74.08175,17.805519053876477,3.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,30.34
30.0,0.34,1167.0,1.5,0.4,2.0,1.0,4.60971,-74.08175,61.00525624178712,2.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,53.81
30.0,0.2,2016.0,1.8,0.0006999999999999229,1.0,0.0,6.25184,-75.56359,31.192509855453352,3.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1,1,91.59
30.0,0.25,1304.0,1.7,0.6,1.0,0.0,5.53528,-73.36778,16.458607095926418,2.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1,1,61.62
30.0,0.15,1829.0,2.5,0.52,1.0,0.0,4.43889,-75.23222,18.00262812089356,3.0,5.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1,1,81.19
30.0,0.25,1478.0,1.6,0.6,1.0,0.0,4.60971,-74.08175,83.24572930354796,3.0,2.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,66.14
29.0,0.2,1625.0,1.5,0.19999999999999996,1.0,0.0,4.57937,-74.21682,9.32982917214192,1.0,11.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,1,1,76.58
30.0,0.3,1673.0,4.1,2.5,1.0,0.0,4.60971,-74.08175,59.39553219448094,3.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,72.95
30.0,0.15,1797.0,3.0,0.6,1.0,0.0,9.23648,-75.8135,31.192509855453352,3.0,6.0,-1.1102230246251565e-16,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,41.81
30.0,0.35,1281.0,1.422,0.65,1.0,0.0,7.12539,-73.1198,106.4060446780552,1.0,11.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,76.43
30.0,0.2,1380.0,3.0,2.0,1.0,0.0,4.60971,-74.08175,12.779237844940866,3.0,7.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,23.51
30.0,0.35,1593.0,2.7,2.0,1.0,0.0,10.96854,-74.78132,31.192509855453352,6.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,66.12
30.0,0.3,2242.0,1.1,0.4,1.0,0.0,4.60971,-74.08175,31.192509855453352,3.0,2.9999999999999996,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,93.74
30.0,0.4,763.0,1.9,0.6,1.0,0.0,6.25184,-75.56359,51.6754270696452,3.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,23.09
30.0,0.3,1101.0,1.4,0.3,1.0,0.0,3.26074,-76.53499,98.35742444152432,2.0,4.0,1.0,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,53.93
30.0,0.2,1123.0,1.5,0.19999999999999996,1.0,0.0,4.60971,-74.08175,8.081471747700398,3.0,10.0,1.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.673617379884035e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,18.98
